feature,importance
일사량,0.56963307
일조시간,0.21548226
총강수량,0.060665213
평균습도,0.039372224
평균운량,0.026078708
평균풍속,0.02595522
평균기온,0.024601893
총적설량,0.02114177
설비용량(MW),0.017069753
