Model,R2,RMSE,MAE
Voting,0.7084536464318959,1.7382587599527473,1.3589205872417183
Stacking,0.7065099894635751,1.744043374295626,1.345298265073234
Blending,0.7196366086858669,1.704595242563936,1.3173222496337893
