변수명,중요도
일조시간,0.42298844
일사량,0.28141052
총강수량,0.09150876
평균습도,0.051297963
평균기온,0.04566034
평균운량,0.045253757
평균풍속,0.040146638
총적설량,0.021733673
설비용량(MW),0.0
