변수명,중요도
일사량,0.62271667
일조시간,0.13230099
총적설량,0.07664119
총강수량,0.060089227
평균기온,0.03116647
평균습도,0.029038277
평균운량,0.028938452
평균풍속,0.019108731
설비용량(MW),0.0
