변수명,중요도
일사량,0.52569616
일조시간,0.26261947
총강수량,0.0468548
평균습도,0.042793795
총적설량,0.040480576
평균운량,0.029268505
평균기온,0.02630352
평균풍속,0.025983188
설비용량(MW),0.0
