변수명,중요도
일조시간,0.45292446
일사량,0.2725886
총강수량,0.11713498
평균습도,0.041880537
총적설량,0.03493604
평균기온,0.032127645
평균운량,0.025318993
평균풍속,0.023088798
설비용량(MW),0.0
