변수명,중요도
일사량,0.7344828
일조시간,0.09806023
총강수량,0.052713174
평균풍속,0.02782154
평균운량,0.025523523
총적설량,0.022400457
평균기온,0.021146428
평균습도,0.017851856
설비용량(MW),0.0
