변수명,중요도
일사량,0.456763
일조시간,0.31437054
총강수량,0.088496566
평균기온,0.040071696
평균운량,0.029765472
평균습도,0.026232045
평균풍속,0.024570074
총적설량,0.019730514
설비용량(MW),0.0
