feature,importance
일조시간,0.48917311723854234
일사량,0.34865310011501033
평균습도,0.051470117248813604
평균기온,0.044784373656353106
평균풍속,0.03146130938481983
평균운량,0.020409115736730266
총강수량,0.014003850704777242
총적설량,4.5015914953284105e-05
설비용량(MW),0.0
