feature,importance
일조시간,0.3408015
일사량,0.30602166
총강수량,0.104323104
평균운량,0.058111247
평균기온,0.05457445
평균습도,0.053027842
평균풍속,0.048296113
총적설량,0.034843992
설비용량(MW),0.0
