feature,importance
일사량,0.45830432
일조시간,0.26691264
평균습도,0.06433053
총적설량,0.048937194
평균기온,0.047752146
총강수량,0.045478344
평균운량,0.03729581
평균풍속,0.030989047
설비용량(MW),0.0
