Model,R2,RMSE,MAE
Voting,0.7335476439946675,0.9690607705042761,0.7213029574560603
Stacking,0.7444078912511263,0.9491065073235423,0.701878856150468
Blending,0.7469096992218637,0.9444500228654674,0.6752227160528619
