Model,R2,RMSE,MAE
Voting,0.6890965451136489,2.1771298842910674,1.4721861272797074
Stacking,0.6903736696518055,2.172653692046969,1.4722757906101294
Blending,0.6939560614049197,2.160048270004962,1.5019880858733232
