feature,importance
일사량,0.76768744
일조시간,0.08917542
평균습도,0.05232246
평균기온,0.02382483
총강수량,0.023339547
평균운량,0.021303352
평균풍속,0.01539311
총적설량,0.006953929
설비용량(MW),0.0
