Voting_Error,Stacking_Error,Blending_Error
0.9798729072028323,-3.8831488641922647,1.8861045479576433
32.108362847495926,27.067712101644474,24.69522354706362
20.229979007044108,20.91412744826482,7.306489709616585
45.52617796303346,46.15972874536877,47.881300072862444
20.89387725615154,18.575584378624043,20.94135575219741
14.014893036074,10.051080084483488,2.0320358745012754
7.919141393027132,-10.860362442880216,27.894988578215077
49.59556725652499,49.83257741821052,34.50979658762205
34.385557818189994,38.55840763400286,66.12304163226679
100.62811618583441,105.3667149756024,88.80463682741407
-53.14034878764329,-58.95161248847961,-53.37991217584448
29.036951398455187,24.629110557318427,23.599771375436376
-20.78347271122169,-22.106026354854095,-21.084310528196823
54.58366002862607,47.69626582331307,55.863432215319335
-251.86396707367004,-262.6681775743357,-235.93237168263673
18.88202511411481,12.272748810782673,19.041677473304503
27.987350044202145,27.38667453069499,19.99746663808861
62.65915925706736,61.48295399639068,92.57364763596246
2.1272785235117624,7.25633244434038,7.943893194955415
-11.73212614956168,-11.676893522330829,-23.63988233375241
28.900969778079997,31.1110832135071,9.573353690319948
26.16301662467805,17.34423694446855,22.988175666799634
20.361873056982603,17.319550448178006,6.827743639225929
-38.01429956810395,-33.307764475033,-43.91660157496503
-91.9667334997247,-90.38604173401463,-90.83629934214359
21.607573435601992,25.77797764823574,22.685919644653737
19.639296139510435,26.81332895366282,31.275246536172546
42.9352758538287,45.720926698950564,38.27057070395088
-31.687559100559355,-25.04585164542266,-32.25241618518501
-17.64670554366225,-22.978579519838092,-17.84597444413231
-0.07331725058099892,-5.920132212558713,-0.027444667742827278
-14.806764325043872,-12.601742310941177,-15.627749661786822
29.168201943414346,32.23738913535311,5.638035940434804
-10.715024390301721,-17.014299806618737,-8.594503682396066
58.02437345426631,58.057417815380944,31.136013272658147
-271.58931183243055,-288.26263047359464,-247.04793359237786
43.30985801281551,38.53811227650078,23.396475726723253
97.16515204935955,93.84808047193405,99.29412324075568
39.86749622721916,41.65042956964686,33.563513142200776
-10.62531205578396,-4.365450361125307,-21.999879753552065
-34.31525564144346,-41.69080011369863,-37.46444644561268
-6.625510726506377,-10.740366065654769,-9.311144192170957
-15.100078908436615,-15.237862167237836,-25.58840610994514
8.908610422690941,7.516272198682373,16.74584848671836
-19.341926359478464,-20.860954928279767,-22.756656586986537
-60.19102183696697,-56.54279675642232,-60.99089808452885
-7.614015960697429,-16.791926943911363,-7.424245530787232
69.88506287988557,71.14292863690989,60.42347254551407
-24.340755335072664,-37.1445933544214,-27.27005623931862
-14.406730400250552,-20.142748722042484,10.91439700246741
10.544399931770556,7.281297376380849,4.707488871308669
7.088381358294384,4.785188378824785,5.218340301480623
33.93778400314608,38.35862869919731,42.741064275225824
-13.482588399333466,-12.88051538780826,-21.31144024470379
19.9245550634827,14.306228063154549,33.96750148865323
67.06432300088511,64.62247517102094,55.7391410244187
-8.706063798619311,-12.58520405924591,-1.0990617061244734
45.12565845977653,57.76518157716501,35.93903639751294
-9.96109834921249,1.24051700758905,-15.841896522368286
58.72156326519814,58.38789437277012,51.866775882363555
-55.5044042725965,-47.98892644368351,-38.09541326925472
-17.830666732864664,-22.360411232412012,-14.1872844779897
-74.1225855448389,-64.93493057099701,-66.05896612148254
-38.883918774586334,-36.80758279803263,-25.28592459666288
-73.31941087076692,-72.41493307019525,-77.77555085627623
-24.03542589677167,-28.50888036079428,-36.724399321744585
-6.645979383098592,-1.412052471979905,-0.23299375293024127
32.26341418044041,26.11908396045692,27.07006641879218
20.11575222455292,15.845904366224488,22.282214955142365
-19.773288541297102,-17.769822738573232,-24.234278729456697
24.96343405940806,26.841841509812696,25.077882131615752
15.385263238183143,12.069244143042425,11.886956280957264
29.354052128148055,24.308124921334127,23.894653125630214
-36.77140752924154,-27.464497915245403,-42.15553712925907
-145.37213481995653,-142.61964463712397,-161.12412803001055
13.99171942663179,12.677426116545519,1.7232655834199022
54.180067522684794,53.5796070545326,77.9575667490167
20.33529318283817,22.104065514873383,22.036216230164996
-130.2759967481476,-136.1754803834887,-105.83812299672857
17.43813477105877,12.018145476281319,9.002054490437388
18.04169706263133,23.767030468780263,28.49697110192517
-63.38777197048353,-60.18302471274234,-68.65323353586751
5.744110950603215,2.721352968938959,16.64132648501996
6.634475560775456,5.2198827399342065,18.422017245004653
18.525326484835716,15.166857267523625,11.129813118894248
-63.08098298386133,-62.37501834338667,-61.72963615271945
24.341970957249544,13.992321707231412,12.22738897435103
8.447916877511148,2.4598150607497473,9.670747534226507
-41.84731282167937,-37.20902525095565,-34.13708897445693
-7.017519220271531,-5.232756461061257,-17.671485954031475
-20.441191056753468,-25.241271250960295,-10.276419934597357
16.957930389645185,13.11075406656613,8.514863373726541
24.186514682428935,21.46778672203817,18.879681135166948
-3.7122631115423133,-8.879376818527405,1.375519797785131
-50.51882947202556,-45.45245765072113,-51.62727577474983
67.17414142954723,76.71893864776862,81.92175210339582
-9.677928235180659,-8.002346501195149,-8.917076907647399
41.665082231569556,39.23109781734934,47.462269874992614
