feature,importance
일사량,0.38719606
일조시간,0.31744054
총강수량,0.07864066
평균기온,0.051876396
평균풍속,0.045125592
평균습도,0.043633856
평균운량,0.042101827
총적설량,0.03398507
설비용량(MW),0.0
