feature,importance
일사량,0.44264044703400607
일조시간,0.42229727106529363
평균습도,0.04907361724093025
평균기온,0.02638566765959658
평균풍속,0.023702510373368544
총강수량,0.01744934158302876
평균운량,0.017157940951154867
총적설량,0.001293204092621245
설비용량(MW),0.0
