feature,importance
일사량,0.55683976
일조시간,0.10546344
총강수량,0.084790036
평균기온,0.058893275
평균운량,0.054728255
평균습도,0.054379
평균풍속,0.042636752
총적설량,0.04226958
설비용량(MW),0.0
