날짜,발전기명,설비용량(MW),발전량(MWh)
2023.11.21,구미태양광,0.992,3.807931
2023.11.22,구미태양광,0.992,3.908669
2023.11.23,구미태양광,0.992,2.90413
2023.11.24,구미태양광,0.992,4.450676
2023.11.25,구미태양광,0.992,4.288255
2023.11.26,구미태양광,0.992,2.852062
2023.11.27,구미태양광,0.992,0.668271
2023.11.28,구미태양광,0.992,3.837076
2023.11.29,구미태양광,0.992,1.744474
2023.11.30,구미태양광,0.992,1.881803
2023.12.1,구미태양광,0.992,4.11202
2023.12.2,구미태양광,0.992,2.265219
2023.12.3,구미태양광,0.992,3.960446
2023.12.4,구미태양광,0.992,3.794049
2023.12.5,구미태양광,0.992,3.330288
2023.12.6,구미태양광,0.992,1.947609
2023.12.7,구미태양광,0.992,3.489815
2023.12.8,구미태양광,0.992,3.320089
2023.12.9,구미태양광,0.992,2.773961
2023.12.10,구미태양광,0.992,2.384105
2023.12.11,구미태양광,0.992,0.091552
2023.12.12,구미태양광,0.992,0.916459
2023.12.13,구미태양광,0.992,2.605827
2023.12.14,구미태양광,0.992,0.308789
2023.12.15,구미태양광,0.992,0.094228
2023.12.16,구미태양광,0.992,1.920924
2023.12.17,구미태양광,0.992,4.307345
2023.12.18,구미태양광,0.992,2.756099
2023.12.19,구미태양광,0.992,1.612858
2023.12.20,구미태양광,0.992,1.664276
2023.12.21,구미태양광,0.992,4.18014
2023.12.22,구미태양광,0.992,4.215577
2023.12.23,구미태양광,0.992,3.853707
2023.12.24,구미태양광,0.992,2.325171
2023.12.25,구미태양광,0.992,2.603152
2023.12.26,구미태양광,0.992,3.384595
2023.12.27,구미태양광,0.992,3.35285
2023.12.28,구미태양광,0.992,3.159622
2023.12.29,구미태양광,0.992,3.242857
2023.12.30,구미태양광,0.992,1.181207
2023.12.31,구미태양광,0.992,0.279789
2024.1.1,구미태양광,0.992,2.893209
2024.1.2,구미태양광,0.992,1.321789
2024.1.3,구미태양광,0.992,1.71403
2024.1.4,구미태양광,0.992,3.852262
2024.1.5,구미태양광,0.992,2.511382
2024.1.6,구미태양광,0.992,3.750081
2024.1.7,구미태양광,0.992,4.05858
2024.1.8,구미태양광,0.992,4.237126
2024.1.9,구미태양광,0.992,0.940828
2024.1.10,구미태양광,0.992,2.512611
2024.1.11,구미태양광,0.992,3.654985
2024.1.12,구미태양광,0.992,3.703003
2024.1.13,구미태양광,0.992,4.071595
2024.1.14,구미태양광,0.992,3.354947
2024.1.15,구미태양광,0.992,4.264316
2024.1.16,구미태양광,0.992,3.770616
2024.1.17,구미태양광,0.992,0.631679
2024.1.18,구미태양광,0.992,0.287889
2024.1.19,구미태양광,0.992,0.530724
2024.1.20,구미태양광,0.992,0.25766
2024.1.21,구미태양광,0.992,1.223872
2024.1.22,구미태양광,0.992,2.804914
2024.1.23,구미태양광,0.992,3.975056
2024.1.24,구미태양광,0.992,4.564717
2024.1.25,구미태양광,0.992,4.559004
2024.1.26,구미태양광,0.992,4.188025
2024.1.27,구미태양광,0.992,4.201837
2024.1.28,구미태양광,0.992,4.151939
2024.1.29,구미태양광,0.992,4.311538
2024.1.30,구미태양광,0.992,3.823482
2024.1.31,구미태양광,0.992,3.677113
2024.2.1,구미태양광,0.992,1.157487
2024.2.2,구미태양광,0.992,1.866397
2024.2.3,구미태양광,0.992,1.009963
2024.2.4,구미태양광,0.992,0.811383
2024.2.5,구미태양광,0.992,0.803285
2024.2.6,구미태양광,0.992,0.66827
2024.2.7,구미태양광,0.992,3.664965
2024.2.8,구미태양광,0.992,4.170959
2024.2.9,구미태양광,0.992,4.492111
2024.2.10,구미태양광,0.992,3.259202
2024.2.11,구미태양광,0.992,2.651387
2024.2.12,구미태양광,0.992,4.500356
2024.2.13,구미태양광,0.992,4.492981
2024.2.14,구미태양광,0.992,2.369427
2024.2.15,구미태양광,0.992,0.976192
2024.2.16,구미태양광,0.992,4.228089
2024.2.17,구미태양광,0.992,4.774504
2024.2.18,구미태양광,0.992,2.04444
2024.2.19,구미태양광,0.992,1.247448
2024.2.20,구미태양광,0.992,0.335256
2024.2.21,구미태양광,0.992,0.338149
2024.2.22,구미태양광,0.992,0.767704
2024.2.23,구미태양광,0.992,1.208107
2024.2.24,구미태양광,0.992,1.218087
2024.2.25,구미태양광,0.992,1.014808
2024.2.26,구미태양광,0.992,2.529896
2024.2.27,구미태양광,0.992,3.080148
2024.2.28,구미태양광,0.992,3.545281
2024.2.29,구미태양광,0.992,0.501439
2024.3.1,구미태양광,0.992,5.476256
2024.3.2,구미태양광,0.992,5.242099
2024.3.3,구미태양광,0.992,2.294941
2024.3.4,구미태양광,0.992,3.530891
2024.3.5,구미태양광,0.992,0.427965
2024.3.6,구미태양광,0.992,2.272596
2024.3.7,구미태양광,0.992,1.709761
2024.3.8,구미태양광,0.992,5.141363
2024.3.9,구미태양광,0.992,5.268423
2024.3.10,구미태양광,0.992,5.217657
2024.3.11,구미태양광,0.992,2.328424
2024.3.12,구미태양광,0.992,1.283099
2024.3.13,구미태양광,0.992,4.994273
2024.3.14,구미태양광,0.992,4.791859
2024.3.15,구미태양광,0.992,4.998323
2024.3.16,구미태양광,0.992,4.318047
2024.3.17,구미태양광,0.992,2.892415
2024.3.18,구미태양광,0.992,4.960717
2024.3.19,구미태양광,0.992,2.633163
2024.3.20,구미태양광,0.992,4.636238
2024.3.21,구미태양광,0.992,5.251067
2024.3.22,구미태양광,0.992,4.013889
2024.3.23,구미태양광,0.992,4.897804
2024.3.24,구미태양광,0.992,1.229656
2024.3.25,구미태양광,0.992,0.743986
2024.3.26,구미태양광,0.992,1.275578
2024.3.27,구미태양광,0.992,3.824709
2024.3.28,구미태양광,0.992,0.420227
2024.3.29,구미태양광,0.992,3.288198
2024.3.30,구미태양광,0.992,2.493158
2024.3.31,구미태양광,0.992,4.717881
2024.4.1,구미태양광,0.992,5.22026
2024.4.2,구미태양광,0.992,3.953648
2024.4.3,구미태양광,0.992,0.543743
2024.4.4,구미태양광,0.992,1.620452
2024.4.5,구미태양광,0.992,3.704881
2024.4.6,구미태양광,0.992,3.127875
2024.4.7,구미태양광,0.992,4.978003
2024.4.8,구미태양광,0.992,2.809179
2024.4.9,구미태양광,0.992,4.678544
2024.4.10,구미태양광,0.992,4.218973
2024.4.11,구미태양광,0.992,3.542244
2024.4.12,구미태양광,0.992,4.528269
2024.4.13,구미태양광,0.992,4.914218
2024.4.14,구미태양광,0.992,4.781882
2024.4.15,구미태양광,0.992,0.633848
2024.4.16,구미태양광,0.992,4.101173
2024.4.17,구미태양광,0.992,4.808204
2024.4.18,구미태양광,0.992,4.985886
2024.4.19,구미태양광,0.992,4.962454
2024.4.20,구미태양광,0.992,0.614688
2024.4.21,구미태양광,0.992,0.553867
2024.4.22,구미태양광,0.992,2.259364
2024.4.23,구미태양광,0.992,3.914165
2024.4.24,구미태양광,0.992,2.243526
2024.4.25,구미태양광,0.992,5.105857
2024.4.26,구미태양광,0.992,3.282415
2024.4.27,구미태양광,0.992,5.08691
2024.4.28,구미태양광,0.992,4.34466
2024.4.29,구미태양광,0.992,1.056243
2024.4.30,구미태양광,0.992,2.394304
2024.5.1,구미태양광,0.992,4.161267
2024.5.2,구미태양광,0.992,5.355057
2024.5.3,구미태양광,0.992,5.258443
2024.5.4,구미태양광,0.992,5.24398
2024.5.5,구미태양광,0.992,0.792147
2024.5.6,구미태양광,0.992,1.077648
2024.5.7,구미태양광,0.992,0.889268
2024.5.8,구미태양광,0.992,3.876705
2024.5.9,구미태양광,0.992,5.180124
2024.5.10,구미태양광,0.992,5.074036
2024.5.11,구미태양광,0.992,3.595903
2024.5.12,구미태양광,0.992,4.473165
2024.5.13,구미태양광,0.992,5.337339
2024.5.14,구미태양광,0.992,5.23183
2024.5.15,구미태양광,0.992,4.989285
2024.5.16,구미태양광,0.992,5.404666
2024.5.17,구미태양광,0.992,4.77465
2024.5.18,구미태양광,0.992,5.129648
2024.5.19,구미태양광,0.992,1.707014
2024.5.20,구미태양광,0.992,2.693184
2024.5.21,구미태양광,0.992,2.669103
2024.5.22,구미태양광,0.992,4.101895
2024.5.23,구미태양광,0.992,4.003763
2024.5.24,구미태양광,0.992,3.716018
2024.5.25,구미태양광,0.992,1.784394
2024.5.26,구미태양광,0.992,3.386694
2024.5.27,구미태양광,0.992,3.465662
2024.5.28,구미태양광,0.992,2.948533
2024.5.29,구미태양광,0.992,4.009837
2024.5.30,구미태양광,0.992,2.066785
2024.5.31,구미태양광,0.992,3.999065
2024.6.1,구미태양광,0.992,3.533492
2024.6.2,구미태양광,0.992,3.975922
2024.6.3,구미태양광,0.992,3.593085
2024.6.4,구미태양광,0.992,4.215142
2024.6.5,구미태양광,0.992,3.836642
2024.6.6,구미태양광,0.992,3.391465
2024.6.7,구미태양광,0.992,3.419378
2024.6.8,구미태양광,0.992,0.977202
2024.6.9,구미태양광,0.992,2.990837
2024.6.10,구미태양광,0.992,3.895508
2024.6.11,구미태양광,0.992,3.891673
2024.6.12,구미태양광,0.992,4.064363
2024.6.13,구미태양광,0.992,3.97462
2024.6.14,구미태양광,0.992,3.586791
2024.6.15,구미태양광,0.992,2.484698
2024.6.16,구미태양광,0.992,3.89746
2024.6.17,구미태양광,0.992,2.628897
2024.6.18,구미태양광,0.992,3.988216
2024.6.19,구미태양광,0.992,3.639581
2024.6.20,구미태양광,0.992,2.466112
2024.6.21,구미태양광,0.992,3.047966
2024.6.22,구미태양광,0.992,0.643682
2024.6.23,구미태양광,0.992,1.458896
2024.6.24,구미태양광,0.992,3.324574
2024.6.25,구미태양광,0.992,3.79752
2024.6.26,구미태양광,0.992,3.712474
2024.6.27,구미태양광,0.992,1.922296
2024.6.28,구미태양광,0.992,4.025965
2024.6.29,구미태양광,0.992,2.393652
2024.6.30,구미태양광,0.992,1.221487
2024.7.1,구미태양광,0.992,3.744654
2024.7.2,구미태양광,0.992,0.606947
2024.7.3,구미태양광,0.992,2.28243
2024.7.4,구미태양광,0.992,3.984455
2024.7.5,구미태양광,0.992,4.541361
2024.7.6,구미태양광,0.992,3.653901
2024.7.7,구미태양광,0.992,1.660949
2024.7.8,구미태양광,0.992,0.471428
2024.7.9,구미태양광,0.992,0.671886
2024.7.10,구미태양광,0.992,1.433444
2024.7.11,구미태양광,0.992,2.288577
2024.7.12,구미태양광,0.992,4.43462
2024.7.13,구미태양광,0.992,3.80786
2024.7.14,구미태양광,0.992,1.465117
2024.7.15,구미태양광,0.992,2.050731
2024.7.16,구미태양광,0.992,2.377959
2024.7.17,구미태양광,0.992,2.679371
2024.7.18,구미태양광,0.992,1.609389
2024.7.19,구미태양광,0.992,1.796397
2024.7.20,구미태양광,0.992,2.708226
2024.7.21,구미태양광,0.992,3.525614
2024.7.22,구미태양광,0.992,3.988505
2024.7.23,구미태양광,0.992,2.360171
2024.7.24,구미태양광,0.992,2.559112
2024.7.25,구미태양광,0.992,3.755719
2024.7.26,구미태양광,0.992,3.000022
2024.7.27,구미태양광,0.992,3.218342
2024.7.28,구미태양광,0.992,4.325136
2024.7.29,구미태양광,0.992,4.511494
2024.7.30,구미태양광,0.992,4.550689
2024.7.31,구미태양광,0.992,4.406562
2024.8.1,구미태양광,0.992,3.444979
2024.8.2,구미태양광,0.992,4.289701
2024.8.3,구미태양광,0.992,4.110141
2024.8.4,구미태양광,0.992,3.250738
2024.8.5,구미태양광,0.992,3.304903
2024.8.6,구미태양광,0.992,4.464344
2024.8.7,구미태양광,0.992,4.625968
2024.8.8,구미태양광,0.992,3.550127
2024.8.9,구미태양광,0.992,4.349938
2024.8.10,구미태양광,0.992,4.246744
2024.8.11,구미태양광,0.992,4.536008
2024.8.12,구미태양광,0.992,4.479962
2024.8.13,구미태양광,0.992,4.610926
2024.8.14,구미태양광,0.992,4.269887
2024.8.15,구미태양광,0.992,4.018083
2024.8.16,구미태양광,0.992,3.545931
2024.8.17,구미태양광,0.992,4.022927
2024.8.18,구미태양광,0.992,4.311106
2024.8.19,구미태양광,0.992,4.040355
2024.8.20,구미태양광,0.992,2.344985
2024.8.21,구미태양광,0.992,2.150889
2024.8.22,구미태양광,0.992,3.113485
2024.8.23,구미태양광,0.992,4.633634
2024.8.24,구미태양광,0.992,4.316891
2024.8.25,구미태양광,0.992,3.790719
2024.8.26,구미태양광,0.992,2.938987
2024.8.27,구미태양광,0.992,1.499179
2024.8.28,구미태양광,0.992,2.026796
2024.8.29,구미태양광,0.992,3.37852
2024.8.30,구미태양광,0.992,3.863906
2024.8.31,구미태양광,0.992,4.563274
2024.9.1,구미태양광,0.992,4.343214
2024.9.2,구미태양광,0.992,2.271366
2024.9.3,구미태양광,0.992,2.933275
2024.9.4,구미태양광,0.992,4.64188
2024.9.5,구미태양광,0.992,4.310815
2024.9.6,구미태양광,0.992,1.075554
2024.9.7,구미태양광,0.992,1.022545
2024.9.8,구미태양광,0.992,3.270121
2024.9.9,구미태양광,0.992,3.794699
2024.9.10,구미태양광,0.992,4.556038
2024.9.11,구미태양광,0.992,2.070183
2024.9.12,구미태양광,0.992,2.254156
2024.9.13,구미태양광,0.992,2.850399
2024.9.14,구미태양광,0.992,3.341495
2024.9.15,구미태양광,0.992,2.592376
2024.9.16,구미태양광,0.992,1.255691
2024.9.17,구미태양광,0.992,4.288903
2024.9.18,구미태양광,0.992,2.648639
2024.9.19,구미태양광,0.992,2.658688
2024.9.20,구미태양광,0.992,0.438738
2024.9.21,구미태양광,0.992,0.279067
2024.9.22,구미태양광,0.992,2.130931
2024.9.23,구미태양광,0.992,4.022783
2024.9.24,구미태양광,0.992,3.968474
2024.9.25,구미태양광,0.992,3.571387
2024.9.26,구미태양광,0.992,3.938463
2024.9.27,구미태양광,0.992,3.441509
2024.9.28,구미태양광,0.992,2.187913
2024.9.29,구미태양광,0.992,3.730771
2024.9.30,구미태양광,0.992,4.470851
2024.10.1,구미태양광,0.992,2.386132
2024.10.2,구미태양광,0.992,4.443156
2024.10.3,구미태양광,0.992,1.399744
2024.10.4,구미태양광,0.992,3.884947
2024.10.5,구미태양광,0.992,3.522863
2024.10.6,구미태양광,0.992,1.52702
2024.10.7,구미태양광,0.992,1.800373
2024.10.8,구미태양광,0.992,3.939258
2024.10.9,구미태양광,0.992,3.433989
2024.10.10,구미태양광,0.992,4.168788
2024.10.11,구미태양광,0.992,4.385446
2024.10.12,구미태양광,0.992,4.3153
2024.10.13,구미태양광,0.992,3.251896
2024.10.14,구미태양광,0.992,0.857738
2024.10.15,구미태양광,0.992,0.536657
2024.10.16,구미태양광,0.992,2.728257
2024.10.17,구미태양광,0.992,2.215395
2024.10.18,구미태양광,0.992,1.28498
2024.10.19,구미태양광,0.992,0.73567
2024.10.20,구미태양광,0.992,1.261837
2024.10.21,구미태양광,0.992,0.87097
2024.10.22,구미태양광,0.992,0.427533
2024.10.23,구미태양광,0.992,3.766496
2024.10.24,구미태양광,0.992,4.518364
2024.10.25,구미태양광,0.992,3.278436
2024.10.26,구미태양광,0.992,2.839045
2024.10.27,구미태양광,0.992,0.762498
2024.10.28,구미태양광,0.992,0.612226
2024.10.29,구미태양광,0.992,2.736573
2024.10.30,구미태양광,0.992,3.521417
2024.10.31,구미태양광,0.992,3.302227
2024.11.1,구미태양광,0.992,0.238209
2024.11.2,구미태양광,0.992,2.133605
2024.11.3,구미태양광,0.992,2.998069
2024.11.4,구미태양광,0.992,1.676425
2024.11.5,구미태양광,0.992,3.689985
2024.11.6,구미태양광,0.992,4.478806
2024.11.7,구미태양광,0.992,4.106453
2024.11.8,구미태양광,0.992,3.909465
2024.11.9,구미태양광,0.992,3.22138
2024.11.10,구미태양광,0.992,1.427224
2024.11.11,구미태양광,0.992,3.407305
2024.11.12,구미태양광,0.992,3.664025
2024.11.13,구미태양광,0.992,3.390381
2024.11.14,구미태양광,0.992,1.811945
2024.11.15,구미태양광,0.992,0.84718
2024.11.16,구미태양광,0.992,3.339326
2024.11.17,구미태양광,0.992,0.475044
2024.11.18,구미태양광,0.992,4.382191
2024.11.19,구미태양광,0.992,3.021642
2024.11.20,구미태양광,0.992,3.086077
2024.11.21,구미태양광,0.992,2.364727
2024.11.22,구미태양광,0.992,3.975054
2024.11.23,구미태양광,0.992,3.175964
2024.11.24,구미태양광,0.992,3.506087
2024.11.25,구미태양광,0.992,3.058379
2024.11.26,구미태양광,0.992,1.076566
2024.11.27,구미태양광,0.992,1.172022
2024.11.28,구미태양광,0.992,1.7828
2024.11.29,구미태양광,0.992,2.086673
2024.11.30,구미태양광,0.992,3.499578
2024.12.1,구미태양광,0.992,2.770201
2024.12.2,구미태양광,0.992,3.373171
2024.12.3,구미태양광,0.992,2.591362
2024.12.4,구미태양광,0.992,3.838666
2024.12.5,구미태양광,0.992,1.578726
2024.12.6,구미태양광,0.992,3.596771
2024.12.7,구미태양광,0.992,2.949327
2024.12.8,구미태양광,0.992,4.018733
2024.12.9,구미태양광,0.992,3.539422
2024.12.10,구미태양광,0.992,3.815309
2024.12.11,구미태양광,0.992,2.549204
2024.12.12,구미태양광,0.992,3.302301
2024.12.13,구미태양광,0.992,1.791335
2024.12.14,구미태양광,0.992,3.695339
2024.12.15,구미태양광,0.992,0.208052
2024.12.16,구미태양광,0.992,3.784503
2024.12.17,구미태양광,0.992,3.598723
2024.12.18,구미태양광,0.992,3.958998
2024.12.19,구미태양광,0.992,3.743499
2024.12.20,구미태양광,0.992,2.058687
2024.12.21,구미태양광,0.992,0.316019
2024.12.22,구미태양광,0.992,4.107103
2024.12.23,구미태양광,0.992,3.525756
2024.12.24,구미태양광,0.992,3.851901
2024.12.25,구미태양광,0.992,2.711046
2024.12.26,구미태양광,0.992,2.818146
2024.12.27,구미태양광,0.992,3.631482
2024.12.28,구미태양광,0.992,3.601472
2024.12.29,구미태양광,0.992,2.860162
2024.12.30,구미태양광,0.992,1.989841
2024.12.31,구미태양광,0.992,4.063351
2022.4.1,당진태양광,2.7,15.545856
2022.4.2,당진태양광,2.7,14.918592
2022.4.3,당진태양광,2.7,15.02304
2022.4.4,당진태양광,2.7,15.180288
2022.4.5,당진태양광,2.7,12.783168
2022.4.6,당진태양광,2.7,13.492032
2022.4.7,당진태양광,2.7,15.018432
2022.4.8,당진태양광,2.7,14.881776
2022.4.9,당진태양광,2.7,13.228512
2022.4.10,당진태양광,2.7,14.161632
2022.4.11,당진태양광,2.7,13.326288
2022.4.12,당진태양광,2.7,10.39368
2022.4.13,당진태양광,2.7,0.769728
2022.4.14,당진태양광,2.7,10.045968
2022.4.15,당진태양광,2.7,15.028032
2022.4.16,당진태양광,2.7,15.37128
2022.4.17,당진태양광,2.7,14.993088
2022.4.18,당진태양광,2.7,12.834336
2022.4.19,당진태양광,2.7,14.797872
2022.4.20,당진태양광,2.7,15.056688
2022.4.21,당진태양광,2.7,11.8776
2022.4.22,당진태양광,2.7,4.431456
2022.4.23,당진태양광,2.7,12.24648
2022.4.24,당진태양광,2.7,12.954576
2022.4.25,당진태양광,2.7,6.130224
2022.4.26,당진태양광,2.7,13.185888
2022.4.27,당진태양광,2.7,14.888976
2022.4.28,당진태양광,2.7,12.116448
2022.4.29,당진태양광,2.7,9.759264
2022.4.30,당진태양광,2.7,11.761584
2022.5.1,당진태양광,2.7,15.176592
2022.5.2,당진태양광,2.7,15.529584
2022.5.3,당진태양광,2.7,15.225408
2022.5.4,당진태양광,2.7,14.800656
2022.5.5,당진태양광,2.7,15.318
2022.5.6,당진태양광,2.7,14.76456
2022.5.7,당진태양광,2.7,13.125504
2022.5.8,당진태양광,2.7,4.934928
2022.5.9,당진태양광,2.7,15.245616
2022.5.10,당진태양광,2.7,14.264928
2022.5.11,당진태양광,2.7,12.04944
2022.5.12,당진태양광,2.7,14.770368
2022.5.13,당진태양광,2.7,10.235904
2022.5.14,당진태양광,2.7,12.853728
2022.5.15,당진태양광,2.7,15.593568
2022.5.16,당진태양광,2.7,14.897424
2022.5.17,당진태양광,2.7,14.162496
2022.5.18,당진태양광,2.7,12.143904
2022.5.19,당진태양광,2.7,10.2252
2022.5.20,당진태양광,2.7,9.07656
2022.5.21,당진태양광,2.7,8.04096
2022.5.22,당진태양광,2.7,8.947872
2022.5.23,당진태양광,2.7,8.610912
2022.5.24,당진태양광,2.7,9.049488
2022.5.25,당진태양광,2.7,6.639456
2022.5.26,당진태양광,2.7,15.26712
2022.5.27,당진태양광,2.7,15.290304
2022.5.28,당진태양광,2.7,14.229168
2022.5.29,당진태양광,2.7,11.757792
2022.5.30,당진태양광,2.7,4.837728
2022.5.31,당진태양광,2.7,14.203152
2022.6.1,당진태양광,2.7,14.928096
2022.6.2,당진태양광,2.7,14.34312
2022.6.3,당진태양광,2.7,13.390848
2022.6.4,당진태양광,2.7,9.460848
2022.6.5,당진태양광,2.7,3.910608
2022.6.6,당진태양광,2.7,10.128624
2022.6.7,당진태양광,2.7,8.692032
2022.6.8,당진태양광,2.7,13.79832
2022.6.9,당진태양광,2.7,11.396064
2022.6.10,당진태양광,2.7,8.552592
2022.6.11,당진태양광,2.7,14.003328
2022.6.12,당진태양광,2.7,11.203824
2022.6.13,당진태양광,2.7,12.781056
2022.6.14,당진태양광,2.7,8.775504
2022.6.15,당진태양광,2.7,5.02872
2022.6.16,당진태양광,2.7,14.543712
2022.6.17,당진태양광,2.7,4.251216
2022.6.18,당진태양광,2.7,6.808032
2022.6.19,당진태양광,2.7,4.219536
2022.6.20,당진태양광,2.7,13.268016
2022.6.21,당진태양광,2.7,13.519152
2022.6.22,당진태양광,2.7,9.600528
2022.6.23,당진태양광,2.7,1.555152
2022.6.24,당진태양광,2.7,7.431216
2022.6.25,당진태양광,2.7,10.363248
2022.6.26,당진태양광,2.7,6.685968
2022.6.27,당진태양광,2.7,2.314128
2022.6.28,당진태양광,2.7,2.840208
2022.6.29,당진태양광,2.7,2.899776
2022.6.30,당진태양광,2.7,2.79384
2022.7.1,당진태양광,2.7,12.825648
2022.7.2,당진태양광,2.7,13.480224
2022.7.3,당진태양광,2.7,13.178784
2022.7.4,당진태양광,2.7,11.174784
2022.7.5,당진태양광,2.7,12.317856
2022.7.6,당진태양광,2.7,9.249888
2022.7.7,당진태양광,2.7,6.474288
2022.7.8,당진태양광,2.7,11.206944
2022.7.9,당진태양광,2.7,13.484112
2022.7.10,당진태양광,2.7,11.97792
2022.7.11,당진태양광,2.7,10.261584
2022.7.12,당진태양광,2.7,4.927392
2022.7.13,당진태양광,2.7,0.411504
2022.7.14,당진태양광,2.7,10.715712
2022.7.15,당진태양광,2.7,13.171056
2022.7.16,당진태양광,2.7,14.20032
2022.7.17,당진태양광,2.7,10.831152
2022.7.18,당진태양광,2.7,5.814192
2022.7.19,당진태양광,2.7,12.4524
2022.7.20,당진태양광,2.7,10.84992
2022.7.21,당진태양광,2.7,7.28088
2022.7.22,당진태양광,2.7,12.444336
2022.7.23,당진태양광,2.7,4.522656
2022.7.24,당진태양광,2.7,7.345776
2022.7.25,당진태양광,2.7,13.684032
2022.7.26,당진태양광,2.7,12.481776
2022.7.27,당진태양광,2.7,10.975008
2022.7.28,당진태양광,2.7,13.253904
2022.7.29,당진태양광,2.7,10.81896
2022.7.30,당진태양광,2.7,11.7192
2022.7.31,당진태양광,2.7,2.239536
2022.8.1,당진태양광,2.7,7.951104
2022.8.2,당진태양광,2.7,4.496064
2022.8.3,당진태양광,2.7,9.40824
2022.8.4,당진태양광,2.7,12.435264
2022.8.5,당진태양광,2.7,12.370512
2022.8.6,당진태양광,2.7,10.522032
2022.8.7,당진태양광,2.7,7.528128
2022.8.8,당진태양광,2.7,0.974592
2022.8.9,당진태양광,2.7,1.619616
2022.8.10,당진태양광,2.7,1.999392
2022.8.11,당진태양광,2.7,1.737552
2022.8.12,당진태양광,2.7,13.105008
2022.8.13,당진태양광,2.7,1.726176
2022.8.14,당진태양광,2.7,5.900016
2022.8.15,당진태양광,2.7,6.973632
2022.8.16,당진태양광,2.7,14.365248
2022.8.17,당진태양광,2.7,13.023744
2022.8.18,당진태양광,2.7,12.706608
2022.8.19,당진태양광,2.7,4.126992
2022.8.20,당진태양광,2.7,12.451248
2022.8.21,당진태양광,2.7,13.45392
2022.8.22,당진태양광,2.7,9.603264
2022.8.23,당진태양광,2.7,8.342304
2022.8.24,당진태양광,2.7,8.23872
2022.8.25,당진태양광,2.7,3.110496
2022.8.26,당진태양광,2.7,11.42112
2022.8.27,당진태양광,2.7,14.75376
2022.8.28,당진태양광,2.7,14.042832
2022.8.29,당진태양광,2.7,2.788704
2022.8.30,당진태양광,2.7,0.595728
2022.8.31,당진태양광,2.7,6.219168
2022.9.1,당진태양광,2.7,13.016496
2022.9.2,당진태양광,2.7,12.446592
2022.9.3,당진태양광,2.7,11.974512
2022.9.4,당진태양광,2.7,2.273184
2022.9.5,당진태양광,2.7,0.084816
2022.9.6,당진태양광,2.7,6.492048
2022.9.7,당진태양광,2.7,13.446384
2022.9.8,당진태양광,2.7,13.565376
2022.9.9,당진태양광,2.7,12.519216
2022.9.10,당진태양광,2.7,11.14272
2022.9.11,당진태양광,2.7,4.577136
2022.9.12,당진태양광,2.7,7.955136
2022.9.13,당진태양광,2.7,2.969424
2022.9.14,당진태양광,2.7,5.55624
2022.9.15,당진태양광,2.7,5.657424
2022.9.16,당진태양광,2.7,5.66856
2022.9.17,당진태양광,2.7,9.401904
2022.9.18,당진태양광,2.7,10.354896
2022.9.19,당진태양광,2.7,12.369312
2022.9.20,당진태양광,2.7,9.033408
2022.9.21,당진태양광,2.7,12.759456
2022.9.22,당진태양광,2.7,10.989504
2022.9.23,당진태양광,2.7,9.363792
2022.9.24,당진태양광,2.7,12.52416
2022.9.25,당진태양광,2.7,10.18056
2022.9.26,당진태양광,2.7,11.06568
2022.9.27,당진태양광,2.7,12.632064
2022.9.28,당진태양광,2.7,8.033232
2022.9.29,당진태양광,2.7,11.768688
2022.9.30,당진태양광,2.7,9.925296
2022.10.1,당진태양광,2.7,7.835856
2022.10.2,당진태양광,2.7,3.525216
2022.10.3,당진태양광,2.7,0.417168
2022.10.4,당진태양광,2.7,9.91896
2022.10.5,당진태양광,2.7,11.236944
2022.10.6,당진태양광,2.7,9.084144
2022.10.7,당진태양광,2.7,12.556032
2022.10.8,당진태양광,2.7,11.918064
2022.10.9,당진태양광,2.7,0.97512
2022.10.10,당진태양광,2.7,5.197872
2022.10.11,당진태양광,2.7,11.4492
2022.10.12,당진태양광,2.7,10.965552
2022.10.13,당진태양광,2.7,11.848464
2022.10.14,당진태양광,2.7,8.285568
2022.10.15,당진태양광,2.7,10.67568
2022.10.16,당진태양광,2.7,2.943648
2022.10.17,당진태양광,2.7,11.123378
2022.10.18,당진태양광,2.7,12.37774
2022.10.19,당진태양광,2.7,11.395514
2022.10.20,당진태양광,2.7,11.627136
2022.10.21,당진태양광,2.7,7.829136
2022.10.22,당진태양광,2.7,10.432944
2022.10.23,당진태양광,2.7,11.564928
2022.10.24,당진태양광,2.7,11.855808
2022.10.25,당진태양광,2.7,11.058192
2022.10.26,당진태양광,2.7,8.706048
2022.10.27,당진태양광,2.7,9.846288
2022.10.28,당진태양광,2.7,9.680496
2022.10.29,당진태양광,2.7,9.63192
2022.10.30,당진태양광,2.7,9.331632
2022.10.31,당진태양광,2.7,8.228016
2022.11.1,당진태양광,2.7,6.167376
2022.11.2,당진태양광,2.7,10.65384
2022.11.3,당진태양광,2.7,2.457504
2022.11.4,당진태양광,2.7,10.641696
2022.11.5,당진태양광,2.7,10.35384
2022.11.6,당진태양광,2.7,9.259248
2022.11.7,당진태양광,2.7,7.120416
2022.11.8,당진태양광,2.7,8.860272
2022.11.9,당진태양광,2.7,6.261648
2022.11.10,당진태양광,2.7,7.636176
2022.11.11,당진태양광,2.7,8.038608
2022.11.12,당진태양광,2.7,3.542352
2022.11.13,당진태양광,2.7,3.085728
2022.11.14,당진태양광,2.7,7.57824
