날짜,발전기명,설비용량(MW),발전량(MWh)
2024.2.4,보령태양광,3.135,8.9085
2024.2.5,보령태양광,3.135,1.099256
2024.2.6,보령태양광,3.135,3.533176
2024.2.7,보령태양광,3.135,13.038728
2024.2.8,보령태양광,3.135,11.489148
2024.2.9,보령태양광,3.135,12.721076
2024.2.10,보령태양광,3.135,8.614608
2024.2.11,보령태양광,3.135,9.924276
2024.2.12,보령태양광,3.135,13.990728
2024.2.13,보령태양광,3.135,13.03448
2024.2.14,보령태양광,3.135,2.980128
2024.2.15,보령태양광,3.135,2.269748
2024.2.16,보령태양광,3.135,15.566352
2024.2.17,보령태양광,3.135,12.324172
2024.2.18,보령태양광,3.135,1.103384
2024.2.19,보령태양광,3.135,0.612524
2024.2.20,보령태양광,3.135,1.22038
2024.2.21,보령태양광,3.135,0.743444
2024.2.22,보령태양광,3.135,1.951212
2024.2.23,보령태양광,3.135,9.315888
2024.2.24,보령태양광,3.135,6.20514
2024.2.25,보령태양광,3.135,3.016168
2024.2.26,보령태양광,3.135,15.413212
2024.2.27,보령태양광,3.135,9.329136
2024.2.28,보령태양광,3.135,5.702368
2024.2.29,보령태양광,3.135,4.581432
2024.3.1,보령태양광,3.135,15.187628
2024.3.2,보령태양광,3.135,12.620696
2024.3.3,보령태양광,3.135,12.979848
2024.3.4,보령태양광,3.135,10.29022
2024.3.5,보령태양광,3.135,1.554808
2024.3.6,보령태양광,3.135,12.78934
2024.3.7,보령태양광,3.135,14.670572
2024.3.8,보령태양광,3.135,17.280092
2024.3.9,보령태양광,3.135,17.567876
2024.3.10,보령태양광,3.135,17.140972
2024.3.11,보령태양광,3.135,6.281664
2024.3.12,보령태양광,3.135,4.068312
2024.3.13,보령태양광,3.135,17.109512
2024.3.14,보령태양광,3.135,17.076836
2024.3.15,보령태양광,3.135,16.494008
2024.3.16,보령태양광,3.135,13.869348
2024.3.17,보령태양광,3.135,12.870036
2024.3.18,보령태양광,3.135,17.268964
2024.3.19,보령태양광,3.135,9.753308
2024.3.20,보령태양광,3.135,18.201984
2024.3.21,보령태양광,3.135,17.99752
2024.3.22,보령태양광,3.135,7.532592
2024.3.23,보령태양광,3.135,15.929896
2024.3.24,보령태양광,3.135,8.460968
2024.3.25,보령태양광,3.135,2.374016
2024.3.26,보령태양광,3.135,14.46194
2024.3.27,보령태양광,3.135,13.214808
2024.3.28,보령태양광,3.135,2.27972
2024.3.29,보령태양광,3.135,3.159712
2024.3.30,보령태양광,3.135,6.78866
2024.3.31,보령태양광,3.135,18.698384
2024.4.1,보령태양광,3.135,17.598868
2024.4.2,보령태양광,3.135,12.394688
2024.4.3,보령태양광,3.135,2.04408
2024.4.4,보령태양광,3.135,7.02254
2024.4.5,보령태양광,3.135,15.580868
2024.4.6,보령태양광,3.135,9.428072
2024.4.7,보령태양광,3.135,17.600188
2024.4.8,보령태양광,3.135,9.260448
2024.4.9,보령태양광,3.135,16.629164
2024.4.10,보령태양광,3.135,14.314604
2024.4.11,보령태양광,3.135,12.805448
2024.4.12,보령태양광,3.135,16.153948
2024.4.13,보령태양광,3.135,17.590332
2024.4.14,보령태양광,3.135,15.333132
2024.4.15,보령태양광,3.135,2.30922
2024.4.16,보령태양광,3.135,5.218484
2024.4.17,보령태양광,3.135,16.986552
2024.4.18,보령태양광,3.135,17.281696
2024.4.19,보령태양광,3.135,14.620264
2024.4.20,보령태양광,3.135,1.903092
2024.4.21,보령태양광,3.135,4.1785
2024.4.22,보령태양광,3.135,11.609956
2024.4.23,보령태양광,3.135,12.605976
2024.4.24,보령태양광,3.135,9.011852
2024.4.25,보령태양광,3.135,15.876108
2024.4.26,보령태양광,3.135,15.289972
2024.4.27,보령태양광,3.135,18.424612
2024.4.28,보령태양광,3.135,15.581992
2024.4.29,보령태양광,3.135,4.67198
2024.4.30,보령태양광,3.135,11.036636
2024.5.1,보령태양광,3.135,16.576564
2024.5.2,보령태양광,3.135,19.966992
2024.5.3,보령태양광,3.135,17.620448
2024.5.4,보령태양광,3.135,16.93256
2024.5.5,보령태양광,3.135,1.560776
2024.5.6,보령태양광,3.135,2.147328
2024.5.7,보령태양광,3.135,2.03918
2024.5.8,보령태양광,3.135,18.265148
2024.5.9,보령태양광,3.135,16.683344
2024.5.10,보령태양광,3.135,17.109072
2024.5.11,보령태양광,3.135,4.983248
2024.5.12,보령태양광,3.135,14.556788
2024.5.13,보령태양광,3.135,18.587168
2024.5.14,보령태양광,3.135,18.450656
2024.5.15,보령태양광,3.135,4.956624
2024.5.16,보령태양광,3.135,17.922848
2024.5.17,보령태양광,3.135,17.614476
2024.5.18,보령태양광,3.135,17.863196
2024.5.19,보령태양광,3.135,18.023036
2024.5.20,보령태양광,3.135,13.315936
2024.5.21,보령태양광,3.135,16.366748
2024.5.22,보령태양광,3.135,14.505828
2024.5.23,보령태양광,3.135,17.342752
2024.5.24,보령태양광,3.135,13.612128
2024.5.25,보령태양광,3.135,10.745352
2024.5.26,보령태양광,3.135,4.033624
2024.5.27,보령태양광,3.135,15.145256
2024.5.28,보령태양광,3.135,16.564216
2024.5.29,보령태양광,3.135,17.411444
2024.5.30,보령태양광,3.135,8.887168
2024.5.31,보령태양광,3.135,20.85572
2024.6.1,보령태양광,3.135,16.942508
2024.6.2,보령태양광,3.135,17.823516
2024.6.3,보령태양광,3.135,17.575444
2024.6.4,보령태양광,3.135,17.506672
2024.6.5,보령태양광,3.135,13.721724
2024.6.6,보령태양광,3.135,16.3914
2024.6.7,보령태양광,3.135,12.637276
2024.6.8,보령태양광,3.135,9.423348
2024.6.9,보령태양광,3.135,17.51126
2024.6.10,보령태양광,3.135,17.013376
2024.6.11,보령태양광,3.135,14.96226
2024.6.12,보령태양광,3.135,17.122704
2024.6.13,보령태양광,3.135,16.24504
2024.6.14,보령태양광,3.135,14.872764
2024.6.15,보령태양광,3.135,9.679032
2024.6.16,보령태양광,3.135,17.088992
2024.6.17,보령태양광,3.135,12.745568
2024.6.18,보령태양광,3.135,16.69898
2024.6.19,보령태양광,3.135,15.497768
2024.6.20,보령태양광,3.135,9.619035
2024.6.21,보령태양광,3.135,14.47295
2024.6.22,보령태양광,3.135,0.997896
2024.6.23,보령태양광,3.135,10.434348
2024.6.24,보령태양광,3.135,12.018742
2024.6.25,보령태양광,3.135,16.859804
2024.6.26,보령태양광,3.135,16.662516
2024.6.27,보령태양광,3.135,9.373892
2024.6.28,보령태양광,3.135,16.397268
2024.6.29,보령태양광,3.135,8.41316
2024.6.30,보령태양광,3.135,10.277804
2024.7.1,보령태양광,3.135,15.77572
2024.7.2,보령태양광,3.135,1.318248
2024.7.3,보령태양광,3.135,8.468084
2024.7.4,보령태양광,3.135,13.954652
2024.7.5,보령태양광,3.135,13.345396
2024.7.6,보령태양광,3.135,8.095748
2024.7.7,보령태양광,3.135,1.063592
2024.7.8,보령태양광,3.135,1.466616
2024.7.9,보령태양광,3.135,2.137996
2024.7.10,보령태양광,3.135,11.541912
2024.7.11,보령태양광,3.135,11.023388
2024.7.12,보령태양광,3.135,13.291068
2024.7.13,보령태양광,3.135,13.450008
2024.7.14,보령태양광,3.135,11.482852
2024.7.15,보령태양광,3.135,13.17594
2024.7.16,보령태양광,3.135,2.259468
2024.7.17,보령태양광,3.135,7.714304
2024.7.18,보령태양광,3.135,0.898652
2024.7.19,보령태양광,3.135,4.708504
2024.7.20,보령태양광,3.135,7.697192
2024.7.21,보령태양광,3.135,5.046908
2024.7.22,보령태양광,3.135,5.442384
2024.7.23,보령태양광,3.135,1.646036
2024.7.24,보령태양광,3.135,10.837096
2024.7.25,보령태양광,3.135,11.587408
2024.7.26,보령태양광,3.135,9.536304
2024.7.27,보령태양광,3.135,11.906016
2024.7.28,보령태양광,3.135,11.296324
2024.7.29,보령태양광,3.135,7.62916
2024.7.30,보령태양광,3.135,9.508452
2024.7.31,보령태양광,3.135,19.105208
2024.8.1,보령태양광,3.135,14.298292
2024.8.2,보령태양광,3.135,8.991548
2024.8.3,보령태양광,3.135,12.926324
2024.8.4,보령태양광,3.135,15.599776
2024.8.5,보령태양광,3.135,11.229284
2024.8.6,보령태양광,3.135,14.179476
2024.8.7,보령태양광,3.135,14.22586
2024.8.8,보령태양광,3.135,5.257988
2024.8.9,보령태양광,3.135,12.098088
2024.8.10,보령태양광,3.135,13.552952
2024.8.11,보령태양광,3.135,14.582696
2024.8.12,보령태양광,3.135,16.328956
2024.8.13,보령태양광,3.135,12.625756
2024.8.14,보령태양광,3.135,15.145616
2024.8.15,보령태양광,3.135,9.92422
2024.8.16,보령태양광,3.135,10.958148
2024.8.17,보령태양광,3.135,10.105796
2024.8.18,보령태양광,3.135,14.323036
2024.8.19,보령태양광,3.135,15.70522
2024.8.20,보령태양광,3.135,13.941608
2024.8.21,보령태양광,3.135,5.376172
2024.8.22,보령태양광,3.135,5.298028
2024.8.23,보령태양광,3.135,11.352588
2024.8.24,보령태양광,3.135,12.506604
2024.8.25,보령태양광,3.135,15.090064
2024.8.26,보령태양광,3.135,9.695036
2024.8.27,보령태양광,3.135,3.39216
2024.8.28,보령태양광,3.135,15.71124
2024.8.29,보령태양광,3.135,15.975984
2024.8.30,보령태양광,3.135,15.794344
2024.8.31,보령태양광,3.135,18.231912
2024.9.1,보령태양광,3.135,13.448436
2024.9.2,보령태양광,3.135,2.902716
2024.9.3,보령태양광,3.135,10.493288
2024.9.4,보령태양광,3.135,14.971244
2024.9.5,보령태양광,3.135,7.829964
2024.9.6,보령태양광,3.135,4.205948
2024.9.7,보령태양광,3.135,14.75472
2024.9.8,보령태양광,3.135,15.04948
2024.9.9,보령태양광,3.135,16.120692
2024.9.10,보령태양광,3.135,13.725816
2024.9.11,보령태양광,3.135,6.056228
2024.9.12,보령태양광,3.135,3.320156
2024.9.13,보령태양광,3.135,9.521776
2024.9.14,보령태양광,3.135,11.111552
2024.9.15,보령태양광,3.135,14.332468
2024.9.16,보령태양광,3.135,9.2842
2024.9.17,보령태양광,3.135,14.131384
2024.9.18,보령태양광,3.135,11.20812
2024.9.19,보령태양광,3.135,12.8725
2024.9.20,보령태양광,3.135,2.319436
2024.9.21,보령태양광,3.135,2.26116
2024.9.22,보령태양광,3.135,10.148804
2024.9.23,보령태양광,3.135,15.268528
2024.9.24,보령태양광,3.135,14.36732
2024.9.25,보령태양광,3.135,9.231032
2024.9.26,보령태양광,3.135,11.83358
2024.9.27,보령태양광,3.135,13.044604
2024.9.28,보령태양광,3.135,13.185348
2024.9.29,보령태양광,3.135,14.253516
2024.9.30,보령태양광,3.135,16.061492
2024.10.1,보령태양광,3.135,2.765468
2024.10.2,보령태양광,3.135,14.657076
2024.10.3,보령태양광,3.135,8.261992
2024.10.4,보령태양광,3.135,15.82706
2024.10.5,보령태양광,3.135,13.084424
2024.10.6,보령태양광,3.135,2.142136
2024.10.7,보령태양광,3.135,4.812248
2024.10.8,보령태양광,3.135,12.416476
2024.10.9,보령태양광,3.135,12.621496
2024.10.10,보령태양광,3.135,11.881748
2024.10.11,보령태양광,3.135,13.18678
2024.10.12,보령태양광,3.135,11.402584
2024.10.13,보령태양광,3.135,6.034868
2024.10.14,보령태양광,3.135,1.297656
2024.10.15,보령태양광,3.135,1.985284
2024.10.16,보령태양광,3.135,7.209448
2024.10.17,보령태양광,3.135,9.437524
2024.10.18,보령태양광,3.135,0.938516
2024.10.19,보령태양광,3.135,2.63698
2024.10.20,보령태양광,3.135,11.081844
2024.10.21,보령태양광,3.135,5.62908
2024.10.22,보령태양광,3.135,1.327868
2024.10.23,보령태양광,3.135,6.328536
2024.10.24,보령태양광,3.135,13.753992
2024.10.25,보령태양광,3.135,10.787476
2024.10.26,보령태양광,3.135,13.497404
2024.10.27,보령태양광,3.135,3.405
2024.10.28,보령태양광,3.135,5.831508
2024.10.29,보령태양광,3.135,6.898352
2024.10.30,보령태양광,3.135,11.147512
2024.10.31,보령태양광,3.135,15.620204
2024.11.1,보령태양광,3.135,1.454484
2024.11.2,보령태양광,3.135,12.040064
2024.11.3,보령태양광,3.135,11.717488
2024.11.4,보령태양광,3.135,9.704228
2024.11.5,보령태양광,3.135,12.388432
2024.11.6,보령태양광,3.135,12.716704
2024.11.7,보령태양광,3.135,12.657392
2024.11.8,보령태양광,3.135,12.032984
2024.11.9,보령태양광,3.135,9.136708
2024.11.10,보령태양광,3.135,8.2103
2024.11.11,보령태양광,3.135,10.408364
2024.11.12,보령태양광,3.135,10.769568
2024.11.13,보령태양광,3.135,7.150328
2024.11.14,보령태양광,3.135,4.060416
2024.11.15,보령태양광,3.135,5.373784
2024.11.16,보령태양광,3.135,7.793336
2024.11.17,보령태양광,3.135,3.483876
2024.11.18,보령태양광,3.135,12.40778
2024.11.19,보령태양광,3.135,8.391456
2024.11.20,보령태양광,3.135,4.59824
2024.11.21,보령태양광,3.135,4.999524
2024.11.22,보령태양광,3.135,11.366404
2024.11.23,보령태양광,3.135,10.584284
2024.11.24,보령태양광,3.135,10.781052
2024.11.25,보령태양광,3.135,6.113176
2024.11.26,보령태양광,3.135,4.600512
2024.11.27,보령태양광,3.135,4.524756
2024.11.28,보령태양광,3.135,3.603336
2024.11.29,보령태양광,3.135,2.287108
2024.11.30,보령태양광,3.135,4.514972
2023.1.1,서울태양광,1.301,5.032334
2023.1.2,서울태양광,1.301,5.525649
2023.1.3,서울태양광,1.301,5.586877
2023.1.4,서울태양광,1.301,4.975448
2023.1.5,서울태양광,1.301,2.076668
2023.1.6,서울태양광,1.301,3.283377
2023.1.7,서울태양광,1.301,2.762946
2023.1.8,서울태양광,1.301,4.125856
2023.1.9,서울태양광,1.301,5.055115
2023.1.10,서울태양광,1.301,5.381378
2023.1.11,서울태양광,1.301,4.864925
2023.1.12,서울태양광,1.301,4.862874
2023.1.13,서울태양광,1.301,0.182236
2023.1.14,서울태양광,1.301,0.312164
2023.1.15,서울태양광,1.301,0.192361
2023.1.16,서울태양광,1.301,6.359693
2023.1.17,서울태양광,1.301,1.685078
2023.1.18,서울태양광,1.301,5.689927
2023.1.19,서울태양광,1.301,2.891667
2023.1.20,서울태양광,1.301,6.350411
2023.1.21,서울태양광,1.301,5.734401
2023.1.22,서울태양광,1.301,1.550692
2023.1.23,서울태양광,1.301,4.122602
2023.1.24,서울태양광,1.301,6.647629
2023.1.25,서울태양광,1.301,6.492872
2023.1.26,서울태양광,1.301,0.650721
2023.1.27,서울태양광,1.301,6.506012
2023.1.28,서울태양광,1.301,5.641474
2023.1.29,서울태양광,1.301,4.731021
2023.1.30,서울태양광,1.301,6.341371
2023.1.31,서울태양광,1.301,2.396
2023.2.1,서울태양광,1.301,5.72
2023.2.2,서울태양광,1.301,4.417
2023.2.3,서울태양광,1.301,5.908
2023.2.4,서울태양광,1.301,5.552
2023.2.5,서울태양광,1.301,4.722
2023.2.6,서울태양광,1.301,3.97074
2023.2.7,서울태양광,1.301,3.91566
2023.2.8,서울태양광,1.301,6.239045
2023.2.9,서울태양광,1.301,4.629898
2023.2.10,서울태양광,1.301,2.505864
2023.2.11,서울태양광,1.301,3.859011
2023.2.12,서울태양광,1.301,2.828874
2023.2.13,서울태양광,1.301,2.646154
2023.2.14,서울태양광,1.301,6.395127
2023.2.15,서울태양광,1.301,6.20349
2023.2.16,서울태양광,1.301,2.351348
2023.2.17,서울태양광,1.301,5.103688
2023.2.18,서울태양광,1.301,0.623001
2023.2.19,서울태양광,1.301,6.290026
2023.2.20,서울태양광,1.301,6.708856
2023.2.21,서울태양광,1.301,7.36657
2023.2.22,서울태양광,1.301,6.517822
2023.2.23,서울태양광,1.301,5.959425
2023.2.24,서울태양광,1.301,6.719825
2023.2.25,서울태양광,1.301,7.278705
2023.2.26,서울태양광,1.301,7.243631
2023.2.27,서울태양광,1.301,6.840592
2023.2.28,서울태양광,1.301,2.523459
2023.3.1,서울태양광,1.301,4.156953
2023.3.2,서울태양광,1.301,7.36934
2023.3.3,서울태양광,1.301,4.35329
2023.3.4,서울태양광,1.301,5.16853
2023.3.5,서울태양광,1.301,6.062474
2023.3.6,서울태양광,1.301,6.424173
2023.3.7,서울태양광,1.301,5.17998
2023.3.8,서울태양광,1.301,2.24034
2023.3.9,서울태양광,1.301,1.777883
2023.3.10,서울태양광,1.301,5.694025
2023.3.11,서울태양광,1.301,5.493348
2023.3.12,서울태양광,1.301,1.982295
2023.3.13,서울태양광,1.301,7.340898
2023.3.14,서울태양광,1.301,6.675229
2023.3.15,서울태양광,1.301,1.161994
2023.3.16,서울태양광,1.301,5.964847
2023.3.17,서울태양광,1.301,4.394026
2023.3.18,서울태양광,1.301,6.424774
2023.3.19,서울태양광,1.301,6.970519
2023.3.20,서울태양광,1.301,6.373192
2023.3.21,서울태양광,1.301,6.899771
2023.3.22,서울태양광,1.301,4.574096
2023.3.23,서울태양광,1.301,4.863719
2023.3.24,서울태양광,1.301,5.306293
2023.3.25,서울태양광,1.301,5.281826
2023.3.26,서울태양광,1.301,7.850963
2023.3.27,서울태양광,1.301,6.999446
2023.3.28,서울태양광,1.301,5.800087
2023.3.29,서울태양광,1.301,6.574831
2023.3.30,서울태양광,1.301,7.174328
2023.3.31,서울태양광,1.301,6.969675
2023.4.1,서울태양광,1.301,6.252543
2023.4.2,서울태양광,1.301,7.000891
2023.4.3,서울태양광,1.301,6.635337
2023.4.4,서울태양광,1.301,2.735706
2023.4.5,서울태양광,1.301,0.249971
2023.4.6,서울태양광,1.301,0.608659
2023.4.7,서울태양광,1.301,7.291602
2023.4.8,서울태양광,1.301,8.036335
2023.4.9,서울태양광,1.301,7.749239
2023.4.10,서울태양광,1.301,6.787319
2023.4.11,서울태양광,1.301,0.69568
2023.4.12,서울태양광,1.301,7.590024
2023.4.13,서울태양광,1.301,4.279287
2023.4.14,서울태양광,1.301,4.751509
2023.4.15,서울태양광,1.301,3.196962
2023.4.16,서울태양광,1.301,4.506598
2023.4.17,서울태양광,1.301,5.246389
2023.4.18,서울태양광,1.301,3.70112
2023.4.19,서울태양광,1.301,7.658602
2023.4.20,서울태양광,1.301,1.242386
2023.4.21,서울태양광,1.301,6.49191
2023.4.22,서울태양광,1.301,6.179384
2023.4.23,서울태양광,1.301,5.424889
2023.4.24,서울태양광,1.301,5.819252
2023.4.25,서울태양광,1.301,1.398466
2023.4.26,서울태양광,1.301,4.804903
2023.4.27,서울태양광,1.301,7.428398
2023.4.28,서울태양광,1.301,5.676066
2023.4.29,서울태양광,1.301,1.956261
2023.4.30,서울태양광,1.301,5.293275
2023.5.1,서울태양광,1.301,7.390434
2023.5.2,서울태양광,1.301,5.853359
2023.5.3,서울태양광,1.301,6.894344
2023.5.4,서울태양광,1.301,4.265789
2023.5.5,서울태양광,1.301,0.380743
2023.5.6,서울태양광,1.301,1.252269
2023.5.7,서울태양광,1.301,3.734748
2023.5.8,서울태양광,1.301,7.707058
2023.5.9,서울태양광,1.301,7.446959
2023.5.10,서울태양광,1.301,6.871086
2023.5.11,서울태양광,1.301,7.105028
2023.5.12,서울태양광,1.301,5.475269
2023.5.13,서울태양광,1.301,6.17878
2023.5.14,서울태양광,1.301,6.933758
2023.5.15,서울태양광,1.301,6.777074
2023.5.16,서울태양광,1.301,6.80094
2023.5.17,서울태양광,1.301,6.927733
2023.5.18,서울태양광,1.301,2.853945
2023.5.19,서울태양광,1.301,6.258812
2023.5.20,서울태양광,1.301,6.746221
2023.5.21,서울태양광,1.301,5.22988
2023.5.22,서울태양광,1.301,6.194209
2023.5.23,서울태양광,1.301,7.365965
2023.5.24,서울태양광,1.301,4.606033
2023.5.25,서울태양광,1.301,6.800818
2023.5.26,서울태양광,1.301,6.382591
2023.5.27,서울태양광,1.301,0.756424
2023.5.28,서울태양광,1.301,0.449081
2023.5.29,서울태양광,1.301,4.967254
2023.5.30,서울태양광,1.301,5.000155
2023.5.31,서울태양광,1.301,6.131054
2023.6.1,서울태양광,1.301,4.130196
2023.6.2,서울태양광,1.301,3.685334
2023.6.3,서울태양광,1.301,7.33258
2023.6.4,서울태양광,1.301,6.596767
2023.6.5,서울태양광,1.301,6.220364
2023.6.6,서울태양광,1.301,5.069218
2023.6.7,서울태양광,1.301,2.555038
2023.6.8,서울태양광,1.301,2.605055
2023.6.9,서울태양광,1.301,5.777551
2023.6.10,서울태양광,1.301,4.602417
2023.6.11,서울태양광,1.301,5.489008
2023.6.12,서울태양광,1.301,4.575781
2023.6.13,서울태양광,1.301,6.698732
2023.6.14,서울태양광,1.301,4.000148
2023.6.15,서울태양광,1.301,5.870474
2023.6.16,서울태양광,1.301,7.126841
2023.6.17,서울태양광,1.301,6.401393
2023.6.18,서울태양광,1.301,6.774181
2023.6.19,서울태양광,1.301,5.739703
2023.6.20,서울태양광,1.301,1.445594
2023.6.21,서울태양광,1.301,1.33519
2023.6.22,서울태양광,1.301,5.236627
2023.6.23,서울태양광,1.301,6.429718
2023.6.24,서울태양광,1.301,4.984728
2023.6.25,서울태양광,1.301,5.602906
2023.6.26,서울태양광,1.301,0.896113
2023.6.27,서울태양광,1.301,4.758981
2023.6.28,서울태양광,1.301,4.016781
2023.6.29,서울태양광,1.301,0.421121
2023.6.30,서울태양광,1.301,2.918665
2023.7.1,서울태양광,1.301,6.699937
2023.7.2,서울태양광,1.301,4.753799
2023.7.3,서울태양광,1.301,4.794418
2023.7.4,서울태양광,1.301,0.929258
2023.7.5,서울태양광,1.301,6.152868
2023.7.6,서울태양광,1.301,6.447435
2023.7.7,서울태양광,1.301,6.164319
2023.7.8,서울태양광,1.301,3.919997
2023.7.9,서울태양광,1.301,2.137414
2023.7.10,서울태양광,1.301,5.034987
2023.7.11,서울태양광,1.301,0.507658
2023.7.12,서울태양광,1.301,3.043169
2023.7.13,서울태양광,1.301,0.502114
2023.7.14,서울태양광,1.301,0.221891
2023.7.15,서울태양광,1.301,0.869959
2023.7.16,서울태양광,1.301,1.229128
2023.7.17,서울태양광,1.301,2.714855
2023.7.18,서울태양광,1.301,2.299159
2023.7.19,서울태양광,1.301,6.662334
2023.7.20,서울태양광,1.301,6.065848
2023.7.21,서울태양광,1.301,5.916638
2023.7.22,서울태양광,1.301,3.628927
2023.7.23,서울태양광,1.301,0.615167
2023.7.24,서울태양광,1.301,3.4168
2023.7.25,서울태양광,1.301,4.674615
2023.7.26,서울태양광,1.301,4.610736
2023.7.27,서울태양광,1.301,3.83382
2023.7.28,서울태양광,1.301,5.708608
2023.7.29,서울태양광,1.301,5.275319
2023.7.30,서울태양광,1.301,5.603509
2023.7.31,서울태양광,1.301,5.32883
2023.8.1,서울태양광,1.301,5.535774
2023.8.2,서울태양광,1.301,5.906273
2023.8.3,서울태양광,1.301,6.181794
2023.8.4,서울태양광,1.301,6.128402
2023.8.5,서울태양광,1.301,6.555909
2023.8.6,서울태양광,1.301,4.514555
2023.8.7,서울태양광,1.301,6.012216
2023.8.8,서울태양광,1.301,6.021737
2023.8.9,서울태양광,1.301,3.268192
2023.8.10,서울태양광,1.301,0.60203
2023.8.11,서울태양광,1.301,1.124149
2023.8.12,서울태양광,1.301,1.522367
2023.8.13,서울태양광,1.301,5.256272
2023.8.14,서울태양광,1.301,4.657257
2023.8.15,서울태양광,1.301,5.187453
2023.8.16,서울태양광,1.301,5.195527
2023.8.17,서울태양광,1.301,4.39463
2023.8.18,서울태양광,1.301,4.627849
2023.8.19,서울태양광,1.301,6.354389
2023.8.20,서울태양광,1.301,4.211068
2023.8.21,서울태양광,1.301,4.494426
2023.8.22,서울태양광,1.301,3.360273
2023.8.23,서울태양광,1.301,0.325782
2023.8.24,서울태양광,1.301,3.720647
2023.8.25,서울태양광,1.301,5.820819
2023.8.26,서울태양광,1.301,5.542523
2023.8.27,서울태양광,1.301,3.088971
2023.8.28,서울태양광,1.301,0.913228
2023.8.29,서울태양광,1.301,0.793906
2023.8.30,서울태양광,1.301,1.603361
2023.8.31,서울태양광,1.301,5.773814
2023.9.1,서울태양광,1.301,6.719704
2023.9.2,서울태양광,1.301,6.238081
2023.9.3,서울태양광,1.301,3.651707
2023.9.4,서울태양광,1.301,3.062334
2023.9.5,서울태양광,1.301,6.047407
2023.9.6,서울태양광,1.301,6.286773
2023.9.7,서울태양광,1.301,6.846377
2023.9.8,서울태양광,1.301,6.813473
2023.9.9,서울태양광,1.301,6.241939
2023.9.10,서울태양광,1.301,4.382818
2023.9.11,서울태양광,1.301,5.006783
2023.9.12,서울태양광,1.301,4.982439
2023.9.13,서울태양광,1.301,0.989641
2023.9.14,서울태양광,1.301,3.454888
2023.9.15,서울태양광,1.301,1.522731
2023.9.16,서울태양광,1.301,2.078719
2023.9.17,서울태양광,1.301,3.414992
2023.9.18,서울태양광,1.301,4.499007
2023.9.19,서울태양광,1.301,3.073661
2023.9.20,서울태양광,1.301,0.528267
2023.9.21,서울태양광,1.301,3.723538
2023.9.22,서울태양광,1.301,6.788764
2023.9.23,서울태양광,1.301,5.952312
2023.9.24,서울태양광,1.301,5.728012
2023.9.25,서울태양광,1.301,3.112592
2023.9.26,서울태양광,1.301,0.757748
2023.9.27,서울태양광,1.301,0.774863
2023.9.28,서울태양광,1.301,0
2023.9.29,서울태양광,1.301,0
2023.9.30,서울태양광,1.301,0
2023.10.1,서울태양광,1.301,0
2023.10.2,서울태양광,1.301,0
2023.10.3,서울태양광,1.301,0
2023.10.4,서울태양광,1.301,2.815013
2023.10.5,서울태양광,1.301,7.038495
2023.10.6,서울태양광,1.301,5.879516
2023.10.7,서울태양광,1.301,4.032089
2023.10.8,서울태양광,1.301,1.857551
2023.10.9,서울태양광,1.301,4.144418
2023.10.10,서울태양광,1.301,6.342575
2023.10.11,서울태양광,1.301,5.793459
2023.10.12,서울태양광,1.301,5.916277
2023.10.13,서울태양광,1.301,2.870454
2023.10.14,서울태양광,1.301,2.165255
2023.10.15,서울태양광,1.301,4.579518
2023.10.16,서울태양광,1.301,6.51915
2023.10.17,서울태양광,1.301,6.489739
2023.10.18,서울태양광,1.301,4.9006
2023.10.19,서울태양광,1.301,0.771368
2023.10.20,서울태양광,1.301,6.328476
2023.10.21,서울태양광,1.301,6.466599
2023.10.22,서울태양광,1.301,5.304844
2023.10.23,서울태양광,1.301,4.092952
2023.10.24,서울태양광,1.301,3.367625
2023.10.25,서울태양광,1.301,3.822613
2023.10.26,서울태양광,1.301,1.944692
2023.10.27,서울태양광,1.301,3.862506
2023.10.28,서울태양광,1.301,5.952795
2023.10.29,서울태양광,1.301,5.834919
2023.10.30,서울태양광,1.301,5.107544
2023.10.31,서울태양광,1.301,3.519248
2023.11.1,서울태양광,1.301,0.697006
2023.11.2,서울태양광,1.301,5.047281
2023.11.3,서울태양광,1.301,1.496455
2023.11.4,서울태양광,1.301,3.012676
2023.11.5,서울태양광,1.301,0.68242
2023.11.6,서울태양광,1.301,1.919261
2023.11.7,서울태양광,1.301,6.104175
2023.11.8,서울태양광,1.301,5.389455
2023.11.9,서울태양광,1.301,1.947342
2023.11.10,서울태양광,1.301,6.376204
2023.11.11,서울태양광,1.301,4.476226
2023.11.12,서울태양광,1.301,6.205418
2023.11.13,서울태양광,1.301,6.207467
2023.11.14,서울태양광,1.301,5.56916
2023.11.15,서울태양광,1.301,2.946387
2023.11.16,서울태양광,1.301,0.173438
2023.11.17,서울태양광,1.301,2.420893
2023.11.18,서울태양광,1.301,5.716081
2023.11.19,서울태양광,1.301,2.972181
2023.11.20,서울태양광,1.301,5.718612
2023.11.21,서울태양광,1.301,5.358359
2023.11.22,서울태양광,1.301,3.177555
2023.11.23,서울태양광,1.301,3.23794
2023.11.24,서울태양광,1.301,5.739944
2023.11.25,서울태양광,1.301,5.929171
2023.11.26,서울태양광,1.301,2.365448
2023.11.27,서울태양광,1.301,1.276494
2023.11.28,서울태양광,1.301,4.463091
2023.11.29,서울태양광,1.301,1.642654
2023.11.30,서울태양광,1.301,5.882771
2023.12.1,서울태양광,1.301,5.794664
