feature,importance
일조시간,0.30280698139379497
평균기온,0.2954050081050845
일사량,0.15581644972675163
평균습도,0.08180661344102705
설비용량(MW),0.06630874665436018
평균운량,0.04854049497759089
평균풍속,0.03206198898093351
총강수량,0.016141592602609403
총적설량,0.0011121241178477317
