Model,R2,RMSE,MAE
Voting,0.732666537516959,0.3766102045005694,0.24668061134874744
Stacking,0.7355867112418957,0.37454763625435306,0.2410117082525054
Blending,0.7394905040036386,0.371772447872108,0.23769625184460252
