feature,importance
일사량,0.71941435
일조시간,0.0802454
총강수량,0.058585584
평균기온,0.031930663
총적설량,0.031879067
평균습도,0.027637796
평균풍속,0.026695993
평균운량,0.02361111
설비용량(MW),0.0
