feature,importance
일사량,0.6731149310117889
일조시간,0.11285286037572632
평균기온,0.06028094692067826
평균습도,0.047662997254213066
평균풍속,0.04404172081603421
총강수량,0.035048409888197116
평균운량,0.026029016517903524
총적설량,0.0009691172154587145
설비용량(MW),0.0
