feature,importance
일사량,0.6155486072144225
일조시간,0.20538075885863216
평균기온,0.05555958719221169
평균습도,0.03787992871432801
평균운량,0.032395025101043286
평균풍속,0.02497338704692955
총강수량,0.021207233764865826
총적설량,0.007055472107566887
설비용량(MW),0.0
