feature,importance
일사량,0.41823685
일조시간,0.33578494
총강수량,0.06636045
평균기온,0.0462089
평균습도,0.044569187
평균운량,0.040427234
평균풍속,0.033495836
총적설량,0.014916533
설비용량(MW),0.0
