feature,importance
일사량,0.4648259
일조시간,0.2985903
총강수량,0.09852728
평균기온,0.04100977
평균운량,0.03179465
평균습도,0.026764926
평균풍속,0.026451547
총적설량,0.012035651
설비용량(MW),0.0
