Model,R2,RMSE,MAE
Voting,0.7339884306353226,1.1879129482931592,0.7576470063963066
Stacking,0.711125852296203,1.2379089192311417,0.8056246333119299
Blending,0.7276999338662911,1.201872025938074,0.7713309003326381
