feature,importance
일조시간,0.5087635057462417
일사량,0.19898579214631898
평균습도,0.11542642131892455
평균기온,0.06377827570987354
평균운량,0.05036302212423978
평균풍속,0.04702965255435581
총강수량,0.015340085706056366
총적설량,0.0003132446939894398
설비용량(MW),0.0
