Model,R2,RMSE,MAE
Voting,0.7713572868378799,2.847981952972141,2.109250325164944
Stacking,0.7739879176405663,2.8315509383169957,2.1092126372052626
Blending,0.7790577051447584,2.7996128662257775,2.1024538611267296
