feature,importance
일사량,0.54817647
일조시간,0.104378395
총강수량,0.09281538
평균풍속,0.054326817
평균기온,0.05392166
평균운량,0.052389566
평균습도,0.0519906
총적설량,0.04200121
설비용량(MW),0.0
