feature,importance
일조시간,0.6211505392937139
일사량,0.14536382456918465
평균기온,0.06850562658400296
평균습도,0.05667819648356665
평균풍속,0.0444015381111231
평균운량,0.03698823758683492
총강수량,0.023884534552648457
총적설량,0.003027502818925372
설비용량(MW),0.0
