feature,importance
일사량,0.63812816
일조시간,0.09290586
총강수량,0.06600967
평균기온,0.0464946
평균습도,0.040923227
평균풍속,0.04043421
평균운량,0.0390116
총적설량,0.03609261
설비용량(MW),0.0
