발전기명,best_model,R2,RMSE,MAE
고흥만수상태양광,XGBoost,0.6933546742866747,58.562453272018004,36.620408653361835
예천태양광,XGBoost,0.7456175313071036,1.5167338977290612,1.0965976223637326
