Model,R2,RMSE,MAE
Voting,0.8286079359897146,1.3756323972163984,1.0148954615816899
Stacking,0.828913938978533,1.3744038231714522,1.028555344891862
Blending,0.835184840875119,1.3489803323577478,1.0176231704433933
