feature,importance
일조시간,0.6279850654880051
일사량,0.11302988639895463
평균습도,0.08392310626745857
평균운량,0.05223708136608974
평균기온,0.051127099127679404
평균풍속,0.04149433608184927
총강수량,0.02876585249843462
총적설량,0.0014375727715285256
설비용량(MW),0.0
