feature,importance
일사량,0.5521987
일조시간,0.23080125
총적설량,0.047209796
총강수량,0.0450881
평균습도,0.03692149
평균운량,0.031813297
평균기온,0.03019445
평균풍속,0.025772931
설비용량(MW),0.0
