feature,importance
일사량,0.7936055235913403
일조시간,0.10157133949267338
평균습도,0.05497683888391855
평균기온,0.01600532782440637
평균풍속,0.012416149863380114
총강수량,0.010947273074244788
평균운량,0.010220242267984802
총적설량,0.00025730500205171453
설비용량(MW),0.0
