feature,importance
일조시간,0.30331013
일사량,0.24437988
평균습도,0.121696934
총강수량,0.09667284
평균기온,0.07283674
평균운량,0.06937353
평균풍속,0.0677358
총적설량,0.023994062
설비용량(MW),0.0
