feature,importance
일사량,0.44923706264492513
일조시간,0.35585159282346934
평균기온,0.05930923475302031
평균습도,0.0449508682459354
평균풍속,0.03889262190051549
평균운량,0.03353347539828185
총강수량,0.01636332397352663
총적설량,0.001861820260325873
설비용량(MW),0.0
