feature,importance
일사량,0.738542423122018
일조시간,0.0711673719991359
평균기온,0.049818902758300025
평균습도,0.03977018310288135
평균운량,0.03689136570798642
평균풍속,0.03459357675027947
총강수량,0.028944983849057485
총적설량,0.00027119271034153436
설비용량(MW),0.0
