feature,importance
일사량,0.5014651
일조시간,0.22982053
총강수량,0.076982446
평균풍속,0.04833787
평균기온,0.043052066
평균습도,0.04059992
평균운량,0.038177792
총적설량,0.021564398
설비용량(MW),0.0
