feature,importance
일사량,0.53093
일조시간,0.26644015
총강수량,0.053709008
평균습도,0.032247245
평균운량,0.030565767
총적설량,0.025467707
평균풍속,0.023421587
평균기온,0.022296797
설비용량(MW),0.014921749
