날짜,발전기명,설비용량(MW),발전량(MWh),평균기온,평균습도,총강수량,총적설량,평균풍속,일조시간,일사량,평균운량,날씨코드,위도,경도
2022-01-01,경상대태양광,0.905,3.37896,-1.2281668,34.41733,0.0,0.0,4.244593,32015.662,11.27,38.583332,3,35.1791,128.1076
2022-01-02,경상대태양광,0.905,3.14208,0.43433365,59.777515,0.0,0.0,6.5250916,32053.176,10.5,29.791666,3,35.1791,128.1076
2022-01-03,경상대태양광,0.905,3.21192,0.8551669,52.68516,0.0,0.0,5.844464,32094.014,11.46,16.416666,3,35.1791,128.1076
2022-01-04,경상대태양광,0.905,2.8944,2.2864168,37.661827,0.0,0.0,9.277966,28800.0,10.77,67.083336,3,35.1791,128.1076
2022-01-05,경상대태양광,0.905,0.90288,2.7364166,62.871746,1.3000001,0.49,7.4858756,0.0,4.49,91.875,73,35.1791,128.1076
2022-01-06,경상대태양광,0.905,3.41352,1.0780829,44.603973,0.0,0.0,10.227302,32126.518,11.68,0.20833333,0,35.1791,128.1076
2022-01-07,경상대태양광,0.905,3.30408,0.063499965,49.943417,0.0,0.0,5.697323,32128.59,11.73,0.125,0,35.1791,128.1076
2022-01-08,경상대태양광,0.905,3.30624,1.8364166,53.640453,0.0,0.0,4.5702653,32132.58,11.75,45.708332,3,35.1791,128.1076
2022-01-09,경상대태양광,0.905,2.40408,2.3010004,68.93592,0.0,0.0,4.602981,27890.871,10.24,52.0,3,35.1791,128.1076
2022-01-10,경상대태양광,0.905,2.79144,4.0155826,62.87766,0.0,0.0,6.5630856,32146.281,11.26,70.625,3,35.1791,128.1076
2022-01-11,경상대태양광,0.905,3.50928,-3.3219168,42.319973,0.0,0.0,11.47675,32157.307,12.19,0.25,0,35.1791,128.1076
2022-01-12,경상대태양광,0.905,3.54312,-1.3219167,35.97706,0.0,0.0,7.290415,32167.562,12.28,57.208332,3,35.1791,128.1076
2022-01-13,경상대태양광,0.905,3.41784,-2.9302502,41.391617,0.0,0.0,11.233208,26079.117,10.47,11.583333,3,35.1791,128.1076
2022-01-14,경상대태양광,0.905,3.56256,-0.7948334,37.33014,0.0,0.0,5.4890156,32237.814,12.43,69.291664,3,35.1791,128.1076
2022-01-15,경상대태양광,0.905,2.6892,1.3614169,52.76167,0.0,0.0,5.3723235,30163.652,11.36,36.666668,3,35.1791,128.1076
2022-01-16,경상대태양광,0.905,3.15792,0.79058343,48.10023,0.0,0.0,9.781892,28900.617,10.44,59.208332,3,35.1791,128.1076
2022-01-17,경상대태양광,0.905,3.168,-0.22191666,45.64271,0.0,0.0,10.184706,30549.38,11.07,47.541668,3,35.1791,128.1076
2022-01-18,경상대태양광,0.905,3.6504,-1.8323334,29.50608,0.0,0.0,7.4946427,32523.459,12.86,0.375,0,35.1791,128.1076
2022-01-19,경상대태양광,0.905,3.28176,0.06766667,45.832153,0.0,0.0,9.75266,29818.416,12.37,30.875,3,35.1791,128.1076
2022-01-20,경상대태양광,0.905,3.5712,-1.5948334,42.14166,0.0,0.0,8.302398,32667.877,12.65,0.041666668,0,35.1791,128.1076
2022-01-21,경상대태양광,0.905,3.31344,0.87808347,53.13777,0.0,0.0,5.3029504,32355.986,12.74,78.208336,3,35.1791,128.1076
2022-01-22,경상대태양광,0.905,2.09376,3.2218332,70.183754,0.0,0.0,4.927242,21969.809,6.14,92.583336,3,35.1791,128.1076
2022-01-23,경상대태양광,0.905,1.7028,6.636416,66.57165,0.0,0.0,9.573603,12926.127,7.46,82.625,3,35.1791,128.1076
2022-01-24,경상대태양광,0.905,1.37736,4.9697504,55.172253,0.0,0.0,9.56058,31495.574,9.05,83.375,3,35.1791,128.1076
2022-01-25,경상대태양광,0.905,1.17648,4.248916,69.464424,0.1,0.07,5.0907645,264.45184,3.57,74.25,71,35.1791,128.1076
2022-01-26,경상대태양광,0.905,3.2544,4.4322495,52.771748,0.0,0.0,8.784188,32765.88,13.29,70.708336,3,35.1791,128.1076
2022-01-27,경상대태양광,0.905,3.18024,3.8989165,40.676517,0.0,0.0,10.304515,30150.383,12.76,65.083336,3,35.1791,128.1076
2022-01-28,경상대태양광,0.905,3.64248,3.1843326,32.904617,0.0,0.0,11.958606,32914.145,12.66,83.583336,3,35.1791,128.1076
2022-01-29,경상대태양광,0.905,3.13992,2.2759998,29.714577,0.0,0.0,12.115616,30384.94,12.29,98.208336,3,35.1791,128.1076
2022-01-30,경상대태양광,0.905,3.12264,0.8926666,33.288666,0.0,0.0,9.219552,26832.479,11.92,36.666668,3,35.1791,128.1076
2022-01-31,경상대태양광,0.905,3.80376,2.0155833,45.57153,0.0,0.0,7.4862847,34069.42,14.32,24.416666,3,35.1791,128.1076
2022-02-01,경상대태양광,0.905,3.54024,0.26766667,58.317112,0.0,0.0,10.617481,32992.598,10.43,53.458332,3,35.1791,128.1076
2022-02-02,경상대태양광,0.905,2.65896,0.81558317,46.189716,0.0,0.0,8.414012,28068.496,10.33,93.416664,3,35.1791,128.1076
2022-02-03,경상대태양광,0.905,3.95352,1.1468333,33.703697,0.0,0.0,10.198035,34268.266,14.43,39.375,3,35.1791,128.1076
2022-02-04,경상대태양광,0.905,3.762,-0.92608315,47.251083,0.0,0.0,9.272127,34334.336,14.33,19.791666,2,35.1791,128.1076
2022-02-05,경상대태양광,0.905,4.07664,-1.79275,45.446278,0.0,0.0,10.685219,33148.07,14.19,37.541668,3,35.1791,128.1076
2022-02-06,경상대태양광,0.905,3.62448,-1.0448333,51.814816,0.0,0.0,9.687837,28926.934,11.6,56.958332,3,35.1791,128.1076
2022-02-07,경상대태양광,0.905,1.8504,0.7926666,34.045887,0.1,0.07,6.6295238,16832.617,9.02,86.416664,71,35.1791,128.1076
2022-02-08,경상대태양광,0.905,3.7368,1.8572497,44.551792,0.0,0.0,9.437934,34687.902,13.99,63.958332,3,35.1791,128.1076
2022-02-09,경상대태양광,0.905,2.88072,4.707249,50.727993,0.1,0.0,4.349119,28801.908,12.97,98.791664,51,35.1791,128.1076
2022-02-10,경상대태양광,0.905,3.48768,4.426,38.803497,0.0,0.0,9.459043,34435.78,15.06,21.583334,3,35.1791,128.1076
2022-02-11,경상대태양광,0.905,3.86424,4.7489166,33.301323,0.0,0.0,6.6799984,34786.676,15.67,55.25,3,35.1791,128.1076
2022-02-12,경상대태양광,0.905,3.75408,6.3989167,48.661118,0.0,0.0,7.54534,34849.1,15.52,40.333332,3,35.1791,128.1076
2022-02-13,경상대태양광,0.905,2.86488,7.5801673,61.83904,0.0,0.0,9.801955,21853.037,11.84,86.75,3,35.1791,128.1076
2022-02-14,경상대태양광,0.905,2.32632,5.8405824,51.121582,0.0,0.0,8.924267,22305.404,11.81,52.291668,3,35.1791,128.1076
2022-02-15,경상대태양광,0.905,3.99312,-1.3844162,49.060978,0.0,0.0,8.5682535,33857.805,15.46,33.416668,3,35.1791,128.1076
2022-02-16,경상대태양광,0.905,4.21776,-3.6260836,41.15862,0.0,0.0,10.218942,35948.918,15.36,19.583334,3,35.1791,128.1076
2022-02-17,경상대태양광,0.905,4.08816,-2.6698334,24.583311,0.0,0.0,9.417623,35157.53,16.99,55.708332,3,35.1791,128.1076
2022-02-18,경상대태양광,0.905,4.04856,2.1155834,51.434402,0.6,0.35,6.1917224,34073.92,15.97,83.416664,71,35.1791,128.1076
2022-02-19,경상대태양광,0.905,2.21832,1.7822498,44.74051,0.0,0.0,12.395516,11083.03,7.63,65.541664,3,35.1791,128.1076
2022-02-20,경상대태양광,0.905,4.6224,-2.0635836,39.7768,0.0,0.0,11.845722,36472.348,17.61,8.166667,2,35.1791,128.1076
2022-02-21,경상대태양광,0.905,4.1256,0.7718334,44.84286,0.0,0.0,10.770347,36782.47,16.78,18.791666,2,35.1791,128.1076
2022-02-22,경상대태양광,0.905,4.17312,0.2718333,37.400555,0.0,0.0,10.312636,35458.473,17.16,86.916664,3,35.1791,128.1076
2022-02-23,경상대태양광,0.905,3.78936,-1.3531666,30.343565,0.0,0.0,8.6391735,31537.613,15.51,24.375,3,35.1791,128.1076
2022-02-24,경상대태양광,0.905,4.45392,0.44266692,46.289352,0.0,0.0,7.7062154,37513.656,17.99,0.0,0,35.1791,128.1076
2022-02-25,경상대태양광,0.905,4.30416,3.3801658,55.52403,0.0,0.0,6.013763,35634.45,17.88,20.833334,3,35.1791,128.1076
2022-02-26,경상대태양광,0.905,3.9204,6.134333,53.386982,0.0,0.0,16.388634,34696.887,16.92,34.833332,3,35.1791,128.1076
2022-02-27,경상대태양광,0.905,4.4892,4.955167,37.200718,0.0,0.0,6.1424947,37352.004,18.5,6.9583335,3,35.1791,128.1076
2022-02-28,경상대태양광,0.905,3.38256,7.8885016,49.283314,2.5,0.0,6.6769753,32400.0,14.48,86.541664,53,35.1791,128.1076
2022-03-01,경상대태양광,0.905,2.93904,7.0468335,62.072357,0.3,0.0,9.456535,28615.705,12.46,46.166668,51,35.1791,128.1076
2022-03-02,경상대태양광,0.905,4.74048,4.6468334,48.78531,0.0,0.0,6.5146756,38324.625,18.86,10.708333,2,35.1791,128.1076
2022-03-03,경상대태양광,0.905,4.55832,6.6176677,60.84731,0.0,0.0,7.281222,35974.375,18.72,26.583334,3,35.1791,128.1076
2022-03-04,경상대태양광,0.905,3.25152,9.065584,62.834606,0.0,0.0,15.293988,32082.018,15.9,34.75,3,35.1791,128.1076
2022-03-05,경상대태양광,0.905,4.79232,3.7655828,35.574223,0.0,0.0,10.022671,38642.863,19.55,3.7083333,2,35.1791,128.1076
2022-03-06,경상대태양광,0.905,4.91544,4.251,31.21036,0.0,0.0,8.62052,36000.0,19.83,61.208332,3,35.1791,128.1076
2022-03-07,경상대태양광,0.905,3.79152,5.019749,61.83849,0.0,0.0,5.7136073,37102.29,16.51,35.166668,3,35.1791,128.1076
2022-03-08,경상대태양광,0.905,4.4856,7.0364175,50.036716,0.0,0.0,5.640352,38888.69,19.49,17.791666,3,35.1791,128.1076
2022-03-09,경상대태양광,0.905,4.50432,8.848916,59.437,0.0,0.0,5.0131297,36231.445,19.76,28.458334,3,35.1791,128.1076
2022-03-10,경상대태양광,0.905,3.68352,10.730167,70.18755,0.0,0.0,9.448993,33708.734,15.31,89.458336,3,35.1791,128.1076
2022-03-11,경상대태양광,0.905,2.11104,12.836418,80.60731,0.1,0.0,6.8378434,33995.426,12.98,71.833336,51,35.1791,128.1076
2022-03-12,경상대태양광,0.905,3.74328,15.853082,78.29926,0.4,0.0,13.466693,29528.264,15.92,82.166664,51,35.1791,128.1076
2022-03-13,경상대태양광,0.905,0.5652,13.351001,95.80271,8.099999,0.0,10.5103445,0.0,4.69,86.75,61,35.1791,128.1076
2022-03-14,경상대태양광,0.905,0.53064,9.828084,84.32584,1.2,0.0,8.962983,3458.2224,4.95,72.75,51,35.1791,128.1076
2022-03-15,경상대태양광,0.905,4.64256,10.653084,62.72978,0.0,0.0,7.024463,39482.773,20.43,23.416666,3,35.1791,128.1076
2022-03-16,경상대태양광,0.905,4.52232,13.286419,53.3625,0.0,0.0,6.6143975,36000.0,20.33,75.875,3,35.1791,128.1076
2022-03-17,경상대태양광,0.905,0.80856,9.290584,81.61686,20.2,0.0,15.493134,1002.6819,6.87,100.0,63,35.1791,128.1076
2022-03-18,경상대태양광,0.905,1.07208,6.0468335,76.425865,3.1000001,0.0,12.716041,3065.8435,7.15,93.958336,53,35.1791,128.1076
2022-03-19,경상대태양광,0.905,2.15424,4.661416,74.69045,1.3000001,0.0,8.136161,24065.023,11.05,65.75,51,35.1791,128.1076
2022-03-20,경상대태양광,0.905,3.43008,6.469751,62.211746,0.0,0.0,8.003234,33608.117,16.12,94.0,3,35.1791,128.1076
2022-03-21,경상대태양광,0.905,3.57912,8.45725,57.928745,0.5,0.0,6.406364,27438.2,17.86,96.375,51,35.1791,128.1076
2022-03-22,경상대태양광,0.905,4.428,7.909334,54.22762,0.0,0.0,8.244557,33561.445,20.32,97.625,3,35.1791,128.1076
2022-03-23,경상대태양광,0.905,2.80152,7.678085,57.112835,0.0,0.0,4.1118174,14400.0,10.48,37.333332,3,35.1791,128.1076
2022-03-24,경상대태양광,0.905,4.56984,9.7385,64.82726,0.0,0.0,6.409971,38243.266,21.3,50.0,3,35.1791,128.1076
2022-03-25,경상대태양광,0.905,1.83816,14.984334,81.08663,63.9,0.0,18.94044,21640.2,12.82,100.0,65,35.1791,128.1076
2022-03-26,경상대태양광,0.905,3.48768,12.267667,72.25829,0.0,0.0,11.34502,33666.316,18.04,70.208336,3,35.1791,128.1076
2022-03-27,경상대태양광,0.905,4.81176,11.065583,42.17973,0.0,0.0,11.7545395,34582.074,20.86,98.208336,3,35.1791,128.1076
2022-03-28,경상대태양광,0.905,3.97152,7.9843345,62.217007,0.0,0.0,7.022,37880.098,17.04,69.25,3,35.1791,128.1076
2022-03-29,경상대태양광,0.905,5.0472,9.84475,65.84979,0.0,0.0,6.0571675,36227.664,22.15,19.125,3,35.1791,128.1076
2022-03-30,경상대태양광,0.905,3.07224,14.507251,84.11091,0.1,0.0,8.20774,24000.193,13.3,95.0,51,35.1791,128.1076
2022-03-31,경상대태양광,0.905,2.58336,10.863502,80.89708,9.800001,0.0,10.613431,27444.145,15.83,92.833336,63,35.1791,128.1076
2022-04-01,경상대태양광,0.905,4.4172,9.248918,58.11726,0.0,0.0,7.5200934,34521.906,18.36,66.916664,3,35.1791,128.1076
2022-04-02,경상대태양광,0.905,4.73472,8.728084,63.79128,0.0,0.0,6.7442327,37840.957,19.75,23.083334,3,35.1791,128.1076
2022-04-03,경상대태양광,0.905,4.97232,10.03225,64.35183,0.0,0.0,5.745952,39916.668,22.56,11.958333,3,35.1791,128.1076
2022-04-04,경상대태양광,0.905,5.0292,11.021834,64.32465,0.0,0.0,5.21724,39527.477,23.02,30.166666,3,35.1791,128.1076
2022-04-05,경상대태양광,0.905,4.15368,12.569752,38.26925,0.0,0.0,7.744293,34747.27,19.3,72.416664,3,35.1791,128.1076
2022-04-06,경상대태양광,0.905,4.76568,13.301,60.427364,0.0,0.0,5.792429,40020.59,22.81,13.5,3,35.1791,128.1076
2022-04-07,경상대태양광,0.905,4.42368,12.871835,45.40608,0.5,0.0,8.167718,37302.77,20.94,5.25,53,35.1791,128.1076
2022-04-08,경상대태양광,0.905,5.05368,13.982249,60.85925,0.0,0.0,9.741029,40785.1,23.41,0.0,0,35.1791,128.1076
2022-04-09,경상대태양광,0.905,4.88808,16.428085,58.888836,0.0,0.0,14.98589,40902.152,23.25,8.5,2,35.1791,128.1076
2022-04-10,경상대태양광,0.905,4.85928,17.167665,73.44942,0.0,0.0,10.318461,36000.0,21.79,96.958336,3,35.1791,128.1076
2022-04-11,경상대태양광,0.905,3.40128,18.351,84.692955,1.7000002,0.0,9.978558,29360.059,16.92,79.125,53,35.1791,128.1076
2022-04-12,경상대태양광,0.905,4.47696,19.263502,78.80338,0.0,0.0,10.861974,36275.2,21.12,62.833332,3,35.1791,128.1076
2022-04-13,경상대태양광,0.905,0.84024,13.615586,73.7264,2.3,0.0,15.143493,8884.371,10.25,100.0,51,35.1791,128.1076
2022-04-14,경상대태양광,0.905,2.27808,11.880166,63.81345,0.2,0.0,15.740822,22821.428,14.76,75.666664,51,35.1791,128.1076
2022-04-15,경상대태양광,0.905,4.1832,12.596833,60.956253,0.0,0.0,10.347983,41708.445,23.24,62.0,3,35.1791,128.1076
2022-04-16,경상대태양광,0.905,5.01408,12.371835,49.591045,0.0,0.0,7.8299813,42546.543,24.57,49.166668,3,35.1791,128.1076
2022-04-17,경상대태양광,0.905,5.15016,15.292666,42.50292,0.0,0.0,6.0721836,39816.938,24.99,55.916668,3,35.1791,128.1076
2022-04-18,경상대태양광,0.905,3.92688,16.780165,31.039251,0.0,0.0,7.1945744,38626.758,18.78,84.875,3,35.1791,128.1076
2022-04-19,경상대태양광,0.905,4.81824,16.834332,32.919846,0.0,0.0,6.895839,39274.844,20.37,32.666668,3,35.1791,128.1076
2022-04-20,경상대태양광,0.905,5.07312,17.557251,33.58515,0.0,0.0,10.208434,37461.87,24.38,55.791668,3,35.1791,128.1076
2022-04-21,경상대태양광,0.905,1.34496,12.401001,89.10958,5.4,0.0,7.5647144,12929.01,7.52,58.666668,55,35.1791,128.1076
2022-04-22,경상대태양광,0.905,5.03064,17.846834,68.174416,0.0,0.0,15.236526,37329.89,23.93,65.333336,3,35.1791,128.1076
2022-04-23,경상대태양광,0.905,3.2004,17.988503,65.16329,0.0,0.0,7.4437675,22665.283,16.84,95.083336,3,35.1791,128.1076
2022-04-24,경상대태양광,0.905,4.83984,19.892664,69.32807,0.0,0.0,7.1441784,42227.04,24.31,41.583332,3,35.1791,128.1076
2022-04-25,경상대태양광,0.905,3.76632,20.705168,70.90534,94.2,0.0,8.044247,21600.0,16.78,100.0,65,35.1791,128.1076
2022-04-26,경상대태양광,0.905,0.80424,18.111418,85.862305,7.1000004,0.0,9.465026,4749.79,7.65,96.708336,63,35.1791,128.1076
2022-04-27,경상대태양광,0.905,4.65624,16.188501,67.093346,0.0,0.0,6.924223,34525.69,19.8,85.125,3,35.1791,128.1076
2022-04-28,경상대태양광,0.905,4.26024,16.705164,63.22107,10.3,0.0,10.999504,33893.633,22.23,74.5,63,35.1791,128.1076
2022-04-29,경상대태양광,0.905,1.9584,10.690583,76.375786,2.3,0.0,11.822457,26350.97,15.05,45.0,55,35.1791,128.1076
2022-04-30,경상대태양광,0.905,3.63888,13.853084,64.881645,0.0,0.0,7.260096,34998.152,19.09,85.0,3,35.1791,128.1076
2022-05-01,경상대태양광,0.905,5.26608,13.869751,43.703323,0.0,0.0,10.573983,45947.52,26.55,12.666667,2,35.1791,128.1076
2022-05-02,경상대태양광,0.905,4.45968,13.59475,61.817707,0.0,0.0,7.3469753,42771.348,22.54,25.416666,3,35.1791,128.1076
2022-05-03,경상대태양광,0.905,5.24448,13.792667,62.14945,0.0,0.0,9.020216,45952.445,26.4,5.4166665,1,35.1791,128.1076
2022-05-04,경상대태양광,0.905,5.24664,15.930168,66.680984,0.0,0.0,9.2837,40264.695,26.18,14.166667,3,35.1791,128.1076
2022-05-05,경상대태양광,0.905,5.28408,17.117666,69.136955,0.0,0.0,7.705572,46220.99,26.58,0.29166666,0,35.1791,128.1076
2022-05-06,경상대태양광,0.905,4.9068,19.64475,65.10273,0.0,0.0,6.8900223,45984.473,24.48,20.333334,3,35.1791,128.1076
2022-05-07,경상대태양광,0.905,4.5792,20.438501,53.172398,0.0,0.0,11.186555,41084.25,23.8,74.541664,3,35.1791,128.1076
2022-05-08,경상대태양광,0.905,4.31424,17.388502,53.59566,0.0,0.0,8.314964,34125.656,20.53,98.416664,3,35.1791,128.1076
2022-05-09,경상대태양광,0.905,3.49488,16.455168,49.30902,0.0,0.0,10.160987,31605.617,20.37,94.041664,3,35.1791,128.1076
2022-05-10,경상대태양광,0.905,4.01544,17.89475,54.71938,0.0,0.0,8.135892,37081.758,21.85,76.958336,3,35.1791,128.1076
2022-05-11,경상대태양광,0.905,3.1788,20.578085,62.543392,1.4,0.0,5.3243155,29688.406,17.55,94.708336,53,35.1791,128.1076
2022-05-12,경상대태양광,0.905,2.53008,20.771833,74.10302,0.0,0.0,6.0508857,18032.742,14.61,93.125,3,35.1791,128.1076
2022-05-13,경상대태양광,0.905,1.31112,17.759335,73.21392,0.8000001,0.0,6.699166,9151.534,8.67,72.958336,51,35.1791,128.1076
2022-05-14,경상대태양광,0.905,5.05296,18.390587,28.309385,0.0,0.0,13.467236,36874.656,26.15,82.583336,3,35.1791,128.1076
2022-05-15,경상대태양광,0.905,5.11488,16.728085,37.351578,0.0,0.0,7.290808,41364.22,24.02,93.375,3,35.1791,128.1076
2022-05-16,경상대태양광,0.905,5.09544,17.873917,41.528168,0.0,0.0,6.9814453,44688.227,25.68,17.958334,3,35.1791,128.1076
2022-05-17,경상대태양광,0.905,4.54536,20.653086,46.526764,0.0,0.0,10.67608,46420.75,24.03,15.916667,2,35.1791,128.1076
2022-05-18,경상대태양광,0.905,4.87152,22.136415,36.73849,0.0,0.0,14.725068,40149.78,26.53,37.875,3,35.1791,128.1076
2022-05-19,경상대태양광,0.905,3.62232,21.565582,37.96834,0.0,0.0,11.640262,28246.424,19.33,98.833336,3,35.1791,128.1076
2022-05-20,경상대태양광,0.905,3.52152,20.494751,63.291904,0.1,0.0,7.5623336,37520.625,19.39,44.166668,51,35.1791,128.1076
2022-05-21,경상대태양광,0.905,4.11624,23.061419,48.40756,0.0,0.0,7.78643,46800.0,24.76,11.75,1,35.1791,128.1076
2022-05-22,경상대태양광,0.905,4.71312,24.788498,46.04164,0.0,0.0,7.990484,46800.0,26.58,25.375,3,35.1791,128.1076
2022-05-23,경상대태양광,0.905,4.18104,22.386415,62.011322,0.0,0.0,7.6159806,42907.1,24.23,57.958332,3,35.1791,128.1076
2022-05-24,경상대태양광,0.905,4.69872,24.198915,50.70325,0.0,0.0,8.36101,46800.0,26.83,31.708334,3,35.1791,128.1076
2022-05-25,경상대태양광,0.905,4.69728,23.948915,49.136475,0.0,0.0,11.183957,41190.78,24.93,80.5,3,35.1791,128.1076
2022-05-26,경상대태양광,0.905,4.93632,22.478083,34.523857,0.0,0.0,12.035211,46800.0,27.14,17.75,3,35.1791,128.1076
2022-05-27,경상대태양광,0.905,4.37256,22.984331,41.97595,0.0,0.0,11.364465,46800.0,25.66,32.916668,3,35.1791,128.1076
2022-05-28,경상대태양광,0.905,3.924,24.326002,43.79233,0.0,0.0,13.267457,43200.0,23.59,89.75,3,35.1791,128.1076
2022-05-29,경상대태양광,0.905,5.01984,23.4635,48.39992,0.4,0.0,8.899962,39600.0,25.8,77.5,51,35.1791,128.1076
2022-05-30,경상대태양광,0.905,3.14856,23.119753,57.14168,0.1,0.0,8.680832,27930.375,17.52,51.291668,51,35.1791,128.1076
2022-05-31,경상대태양광,0.905,4.986,24.125998,37.244537,0.0,0.0,9.277841,39775.656,27.42,64.75,3,35.1791,128.1076
2022-06-01,경상대태양광,0.905,4.74696,22.567667,55.79099,0.0,0.0,9.661311,43469.81,25.64,38.541668,3,35.1791,128.1076
2022-06-02,경상대태양광,0.905,4.94352,23.063501,62.532963,0.0,0.0,8.944236,46800.0,27.51,20.166666,3,35.1791,128.1076
2022-06-03,경상대태양광,0.905,4.66056,23.70933,56.56217,0.0,0.0,8.158586,46800.0,25.96,37.791668,3,35.1791,128.1076
2022-06-04,경상대태양광,0.905,4.08312,22.459335,57.31639,4.3,0.0,8.56578,28800.0,20.64,99.833336,61,35.1791,128.1076
2022-06-05,경상대태양광,0.905,0.52128,17.915586,92.2311,29.300001,0.0,12.577339,7200.0,6.08,84.958336,63,35.1791,128.1076
2022-06-06,경상대태양광,0.905,3.71592,19.130165,75.51373,1.1,0.0,9.141975,41432.496,19.83,59.958332,51,35.1791,128.1076
2022-06-07,경상대태양광,0.905,1.58688,17.986414,78.132416,1.7000002,0.0,6.681665,5816.665,10.49,98.375,51,35.1791,128.1076
2022-06-08,경상대태양광,0.905,2.916,18.082249,77.59988,0.6,0.0,5.994972,36260.688,18.13,61.791668,51,35.1791,128.1076
2022-06-09,경상대태양광,0.905,4.49352,19.988504,74.51496,0.0,0.0,6.2686133,43595.82,24.86,49.416668,3,35.1791,128.1076
2022-06-10,경상대태양광,0.905,3.75912,21.669752,68.905846,0.0,0.0,5.3240576,28861.926,21.39,99.958336,3,35.1791,128.1076
2022-06-11,경상대태양광,0.905,3.36816,21.676,71.71248,0.6,0.0,8.193109,31610.342,18.28,43.333332,51,35.1791,128.1076
2022-06-12,경상대태양광,0.905,3.8628,21.646833,66.50216,0.0,0.0,8.837897,27545.262,20.44,95.958336,3,35.1791,128.1076
2022-06-13,경상대태양광,0.905,2.06136,20.167667,70.86652,4.9999995,0.0,14.380599,570.6601,10.86,99.958336,61,35.1791,128.1076
2022-06-14,경상대태양광,0.905,0.93312,17.298914,88.1358,6.2999988,0.0,11.575893,0.0,6.8,97.416664,63,35.1791,128.1076
2022-06-15,경상대태양광,0.905,4.14576,21.1635,81.71784,1.0,0.0,13.743009,41256.848,21.15,35.625,51,35.1791,128.1076
2022-06-16,경상대태양광,0.905,4.52088,24.115583,63.952312,0.0,0.0,9.844356,46800.0,26.15,24.75,3,35.1791,128.1076
2022-06-17,경상대태양광,0.905,4.18536,24.286417,73.70086,0.0,0.0,10.445793,46800.0,25.49,45.458332,3,35.1791,128.1076
2022-06-18,경상대태양광,0.905,4.34664,25.657248,69.35616,0.0,0.0,10.792247,46800.0,25.61,31.625,3,35.1791,128.1076
2022-06-19,경상대태양광,0.905,4.67856,26.01767,73.30312,0.0,0.0,9.743164,41185.41,24.76,38.583332,3,35.1791,128.1076
2022-06-20,경상대태양광,0.905,3.80664,25.361418,75.65778,2.3000002,0.0,7.182183,36761.98,20.13,43.375,55,35.1791,128.1076
2022-06-21,경상대태양광,0.905,4.17456,26.83225,71.15345,0.8000001,0.0,8.209094,44243.777,21.53,38.666668,51,35.1791,128.1076
2022-06-22,경상대태양광,0.905,4.59648,26.91142,74.430275,1.2,0.0,12.052982,38547.85,23.13,82.833336,53,35.1791,128.1076
2022-06-23,경상대태양광,0.905,2.3688,25.407248,86.28344,25.6,0.0,21.699804,10110.867,11.58,100.0,65,35.1791,128.1076
2022-06-24,경상대태양광,0.905,3.00816,25.96142,79.94801,5.2000003,0.0,17.913591,28141.75,15.9,51.666668,63,35.1791,128.1076
2022-06-25,경상대태양광,0.905,3.64248,25.015581,84.006874,1.7,0.0,14.861835,15345.762,14.8,90.708336,51,35.1791,128.1076
2022-06-26,경상대태양광,0.905,3.28536,24.65309,90.460625,10.6,0.0,14.607025,3600.0,9.52,99.958336,63,35.1791,128.1076
2022-06-27,경상대태양광,0.905,1.51344,24.080172,94.01221,15.6,0.0,18.82393,0.0,6.33,100.0,63,35.1791,128.1076
2022-06-28,경상대태양광,0.905,1.22832,25.811417,86.31995,4.2999997,0.0,24.136557,32400.0,18.16,99.333336,53,35.1791,128.1076
2022-06-29,경상대태양광,0.905,2.61864,25.411417,89.72864,8.999999,0.0,16.915077,22432.584,15.42,98.5,63,35.1791,128.1076
2022-06-30,경상대태양광,0.905,4.73184,26.811417,82.79924,1.6,0.0,12.796086,43054.305,22.64,59.708332,53,35.1791,128.1076
2022-07-01,경상대태양광,0.905,4.78872,26.840584,78.96823,0.0,0.0,7.1811085,41126.664,25.14,31.958334,3,35.1791,128.1076
2022-07-02,경상대태양광,0.905,4.302,28.680168,66.66198,0.3,0.0,5.8986497,45398.133,23.77,57.666668,51,35.1791,128.1076
2022-07-03,경상대태양광,0.905,4.25664,28.392664,69.74631,1.4000001,0.0,6.2545485,41704.56,20.39,85.416664,55,35.1791,128.1076
2022-07-04,경상대태양광,0.905,2.90736,28.153078,72.07023,1.7000002,0.0,5.430219,33106.28,18.38,82.708336,51,35.1791,128.1076
2022-07-05,경상대태양광,0.905,3.05064,27.948914,78.75968,6.5,0.0,7.3674927,23819.77,18.71,94.041664,61,35.1791,128.1076
2022-07-06,경상대태양광,0.905,3.88296,28.14475,80.29141,1.1,0.0,8.662057,27972.234,16.62,97.5,51,35.1791,128.1076
2022-07-07,경상대태양광,0.905,4.03488,28.409338,80.28881,0.4,0.0,14.493638,41027.77,22.11,95.875,51,35.1791,128.1076
2022-07-08,경상대태양광,0.905,2.1276,27.428083,81.055275,4.7,0.0,9.429006,36325.77,17.79,55.125,63,35.1791,128.1076
2022-07-09,경상대태양광,0.905,3.8592,29.105171,66.49337,0.0,0.0,6.871807,41707.906,19.98,65.041664,3,35.1791,128.1076
2022-07-10,경상대태양광,0.905,4.16664,28.446833,73.60336,6.5999994,0.0,10.665229,39600.0,21.78,89.75,61,35.1791,128.1076
2022-07-11,경상대태양광,0.905,1.20888,25.711412,89.60563,9.400002,0.0,5.697371,18420.42,10.99,88.791664,61,35.1791,128.1076
