feature,importance
일조시간,0.3040697
일사량,0.24216266
평균습도,0.11497789
총강수량,0.09051315
평균운량,0.07636901
평균기온,0.07285982
평균풍속,0.071036294
총적설량,0.028011369
설비용량(MW),0.0
