Model,R2,RMSE,MAE
Voting,0.8345901595911411,2.25993830569726,1.7503606265844736
Stacking,0.8384619665446327,2.233332098762269,1.7279023533816729
Blending,0.8489181229528937,2.159842576546514,1.6670363246204818
