Voting_Error,Stacking_Error,Blending_Error
-0.6127533415486965,-0.6501664786337358,-0.8632457202537278
-3.9232739799737555,-3.6999533346064624,-3.3715162042489784
-1.7507550147391147,-1.7076943451532305,-1.2325060357079964
-1.561568951463542,-1.776312083647504,-2.108661591879592
0.15385583800427893,0.045824446978057765,0.3978752958340408
0.5107017429302836,0.4697026439561469,0.38070294565044094
0.7456619026732985,0.6283017772826227,1.4235332339958626
-0.7453635298655552,-0.918451444185207,-0.8210858668601873
-1.2353641433210676,-1.145060820472965,-1.1579181518045623
-8.108129671041898,-7.511495564685408,-7.118870531385298
0.736856870997773,0.6994727141162773,1.0937301745479644
-1.532425939076047,-1.9482726814258147,-1.4402903974448762
3.175277782643086,3.222977161298079,3.1207233351548496
-1.5158621647494819,-1.9147555923768813,-1.76638405325523
-6.510764744603817,-6.279709760870624,-6.243015934625104
3.9558106143455003,4.418449840352466,3.280643052507491
-4.783596457867648,-4.583846305271995,-4.306534799606882
1.41590939169566,1.3643669301821646,1.3525723713555848
0.06267271135915387,0.3071510793484471,0.5408642917379325
-0.3732666095302086,-0.8814741666999772,-0.9421570863762803
-5.9391072102113895,-5.690629786261706,-5.793591651142393
-1.4399849448805506,-1.30762035404042,-1.386554242099546
-1.3733070979059327,-1.4570724126054628,-2.251926244518412
0.12767472315761097,0.49035805183473435,0.29606506173643155
0.49342907651563905,0.1653591508931065,0.16432157112411083
1.7178662717887176,1.4283996949479922,1.6780175215095472
3.805272888148915,3.6659233799436226,3.2557370048091077
-0.6219310319458433,-0.48679851572811295,0.3580244556502734
2.0920041127223943,1.9941981790865562,1.2893870025295442
-2.9624294563333073,-2.915018982223467,-3.522932864435619
-2.766524005299079,-2.9085453802417227,-2.9582733295731245
-3.4280469294254914,-3.7930767575280306,-3.800476884928372
2.6202337369585145,2.489770037100687,2.4681639378589892
1.0557701163050233,0.89734462544161,0.307865807131499
2.694202172931716,2.7795821608079585,1.9811400735610132
1.9602656496191777,1.9932018259319513,2.515093756067543
0.6566337351638154,0.6266157886761903,0.3457956005249905
-0.17894912236886285,-0.06005106485068268,0.14062943713338072
1.858916665454288,1.6420223067794666,1.398482227993231
1.8876493215546972,1.4970738756291233,0.8992439133213104
