Voting_Error,Stacking_Error,Blending_Error
-0.14924093864387444,-0.21350253186328594,0.14533283897390525
-1.2706242918405461,-1.249366793806134,-1.2833377262925456
-0.11790428031814598,-0.17938220173633931,-0.13784138281803482
-0.3883546598752313,-0.40342690710074847,-0.4048899300737473
-0.4511174345270483,-0.5249750193640692,-0.28649924818970746
-0.8254725906180713,-0.8644075275907239,-1.0139547393684438
-1.4207906258938001,-1.4357595307402595,-1.293992517593161
0.2461487627284349,0.3466942872430634,0.22418757487634888
0.4722946599869644,0.4894108867353495,0.3666062704813813
-1.181494588347432,-1.2457544122599358,-0.7648000238482093
0.2105958437382207,0.3139322315130788,0.14718648982600868
0.03373078499749749,0.06835410443293055,0.06297535748431127
-1.447778547967168,-1.5071168679641498,-1.3631298938608034
-0.43345981720992954,-0.4977409155446191,-0.22928935686397134
0.39124421204007476,0.5181111524513828,0.7857738666839831
-0.02293465796267169,0.011392551429067144,0.1598891430385616
1.5988475260858297,1.5964235955643025,1.7540479574202164
0.24678090685727794,0.2086435891810936,0.5287608369201044
-0.9141113560776073,-0.7993243444341835,-1.0287060171224198
-0.028291992473553407,-0.08366381059494277,0.09794622655773288
-1.9365978933971222,-1.911508916524518,-1.2672698717249762
1.0701118576259665,0.9894972196367138,0.8579810287910719
-0.026534069422105455,-0.0681416049194612,0.10423459558330217
1.0246214507990308,0.9241556791750956,0.85110157817443
0.0463950048582511,-0.00965258116079415,-0.019418951120472983
-1.325348216137273,-1.2387416254405244,-1.2781913750084244
-1.3873008419778539,-1.4364784852372514,-1.4939718578157688
0.030982860508959487,0.1394191505516389,0.2720328924140798
0.30210880453304956,0.3849675918256841,0.5484320734526404
-0.2754511483223512,-0.31664346720119596,-0.04014397657218227
-0.2387193387346196,-0.4475019263351818,-0.6073700467612158
0.06603406645109922,0.027603064938847233,0.4104379864003742
0.799804874437732,0.8060395677397616,0.7807644882999023
0.19576065903742723,0.16897423918174503,0.057064962400842134
-0.3858799814648486,-0.45686049275877294,-0.14147241064624438
0.09311228937720184,0.20098017874359808,-0.16029545216383934
-0.4366070555779311,-0.38581789705165526,-0.4074721935924608
0.6977687526311747,0.737859756988037,0.8922834944861289
-1.3245635660010575,-1.41665472677925,-1.7695275008901512
-0.567580397900429,-0.6491822819483595,-0.3957393161582454
-0.005502487693113567,0.1203331271145831,0.15872252744280324
1.2260510374977978,1.1841789463140158,0.9005186571752519
-0.5101106965399431,-0.44096014589556587,-0.2961543455980533
-0.24890601495778775,-0.33102432830184014,-0.29049300309494797
0.7771054504335568,0.6090884933504102,0.2651102386890112
0.7190500604318011,0.81692073250729,0.8378905216692178
0.6924271157843438,0.7004417070080065,0.6617362425952769
-0.6974737807261558,-0.6538241861320762,-0.32053328752338356
1.59342142826587,1.5077571202416857,1.207709808985042
-0.23287469153557483,-0.21362997666056982,0.06776035323590746
-1.5645196908476358,-1.5919493196797365,-1.3273069713311973
0.02638771533939721,-0.00045219610487734485,-0.04475681534738296
-0.19664135770651292,-0.28749825180888355,-0.2906792728576082
0.5448315557856778,0.5780955235604841,0.32401033591239337
-0.4366707312813607,-0.44778799704879235,-0.6171905752853948
1.236010473644844,1.349919547397354,1.4717942089442548
-0.7740312432631469,-0.8810071253556266,-0.9746238755275454
1.4710884127004284,1.3895390393695823,1.3420051582969634
-1.021742999750158,-1.069576925951115,-1.0145308766651824
0.07757022318935558,-0.0595869411327703,-0.16909266334580808
-0.19875184048449057,-0.14429531926192896,-0.3031266039853633
2.374963809845541,2.2511769446307435,2.751054988347672
-0.5193509022274774,-0.6180239474855935,-0.2803942603573124
-0.5716629653790566,-0.6641455559866616,-0.6441013963164792
-1.0217186617168519,-1.0214518823831509,-0.6639664867529332
-0.15752937440551396,-0.1213497269520003,-0.033953029373027466
-0.40324190402527194,-0.4090242291846309,-0.22411596320352434
-1.6945246533319627,-1.5778852031494734,-1.7812526430068552
-0.20965150767381324,-0.29560995087102526,0.18945779813732866
-1.0970893174380372,-1.1726272839137848,-1.727753669696252
0.6768559630381605,0.6571428382512976,0.5495734556220069
