feature,importance
일사량,0.42274314
일조시간,0.3399812
평균기온,0.06358192
총강수량,0.05260273
평균습도,0.048443154
평균풍속,0.03691369
평균운량,0.03238591
총적설량,0.0033481556
설비용량(MW),0.0
