feature,importance
일사량,0.46414253
일조시간,0.30507347
총강수량,0.059657183
총적설량,0.052758384
평균습도,0.038982816
평균운량,0.028043285
평균기온,0.026184147
평균풍속,0.025158226
설비용량(MW),0.0
