feature,importance
일사량,0.38210854
일조시간,0.34480926
총강수량,0.07762088
평균기온,0.050189614
평균운량,0.04953343
평균습도,0.049260825
평균풍속,0.0374852
총적설량,0.008992259
설비용량(MW),0.0
