mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.18446890513102213,0.006055073766776836,0.008634090423583984,0.002033837492592657,,sqrt,1,2,100,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.7992604680391379,0.7713507152719787,0.8228335440585715,0.7978149091232293,0.021042617793451568,161
0.5685052076975504,0.025692394352890575,0.027857462565104168,0.0008601943282418024,,sqrt,1,2,300,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300}",0.8001610907050737,0.7757850215258189,0.822655603841091,0.7995339053573279,0.019139973750217053,139
0.941271702448527,0.012266299577602066,0.03984459241231283,0.002355421375375649,,sqrt,1,2,500,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500}",0.799039970558997,0.775560968348468,0.8238723972443402,0.7994911120506017,0.01972563791911964,143
0.15785733858744302,0.007726729149718681,0.011881669362386068,0.0034982910090881137,,sqrt,1,5,100,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.8025758027221205,0.7738646932721693,0.8229004394952857,0.7997803118298585,0.02011611590924065,135
0.5067217350006104,0.010295611052499574,0.024855534235636394,0.006766425882880677,,sqrt,1,5,300,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 300}",0.8011033157342834,0.7779312541540317,0.823886537711042,0.8009737025331191,0.018761389809708342,93
0.854267438252767,0.024596401571797485,0.04040400187174479,0.002452540528969553,,sqrt,1,5,500,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 500}",0.8021501393981725,0.7774371552381416,0.8247902860044168,0.8014591935469103,0.0193380075321291,75
0.15651615460713705,0.023809783476099505,0.007735093434651692,0.0021588171007017997,,sqrt,1,10,100,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}",0.7989296306541718,0.7759147581380161,0.8248300422380503,0.7998914770100795,0.019981159725368704,127
0.4896508852640788,0.013616307166026523,0.02660791079203288,0.011222445781876042,,sqrt,1,10,300,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 300}",0.7997592827662374,0.7766816440066245,0.8230446388388393,0.799828521870567,0.018927676701824214,131
0.8683474858601888,0.030658700951404296,0.03285837173461914,0.006168346405859906,,sqrt,1,10,500,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 500}",0.8007348308122262,0.7766880023484302,0.8224019171211641,0.7999415834272735,0.018671054817952757,125
0.16170032819112143,0.005972698715927551,0.008943398793538412,0.002374458315967423,,sqrt,2,2,100,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.797670579590268,0.771854052895451,0.8250386266343253,0.7981877530400148,0.021715590746884783,155
0.5210762023925781,0.017876379025232193,0.024821996688842773,0.003773406952058521,,sqrt,2,2,300,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300}",0.8010255901744638,0.7786478059650017,0.8241298993343287,0.8012677651579314,0.018568776496330375,87
0.8628313541412354,0.029118584048096006,0.03333862622578939,0.0008941181452291079,,sqrt,2,2,500,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 500}",0.8019377980728126,0.7796382487441573,0.8258287796075614,0.8024682754748437,0.01886093564427669,37
0.16158294677734375,0.01404020145684118,0.009450912475585938,0.0031846310632693024,,sqrt,2,5,100,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.8047063881425935,0.7772690583048925,0.8221273858921266,0.801367610779871,0.01846488494754798,79
0.49327627817789715,0.014554090514531643,0.021130084991455078,0.0031916084437633467,,sqrt,2,5,300,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 300}",0.803302626856654,0.7793935871524563,0.8238066072695319,0.8021676070928807,0.018149293675476876,47
0.8410860697428385,0.0129048231229614,0.030689398447672527,0.006321977585366863,,sqrt,2,5,500,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 500}",0.8032418013125503,0.7791340774545927,0.8243971247848964,0.8022576678506798,0.018491660325840698,41
0.14812334378560385,0.008470363485043058,0.005719423294067383,0.0006813561120643105,,sqrt,2,10,100,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100}",0.8070188258712461,0.7732475675725732,0.8222342803299973,0.8008335579246055,0.02047140544553793,97
0.4635034402211507,0.018550660970250835,0.016496578852335613,0.002548050511584377,,sqrt,2,10,300,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 300}",0.8038862513799964,0.7765463187035528,0.8243986589961314,0.8016104096932269,0.019601806199202033,61
