날짜,발전기명,설비용량(MW),발전량_예측(MWh),평균기온,평균습도,총강수량,총적설량,평균풍속,일조시간,일사량,평균운량,위도,경도
2026-05-28,제주태양광,1.149,0.43367615999999964,18.361416,96.833336,0.0,0.0,5.5505157,0.0,0.014724,87.458336,33.5345853,126.5953756
2026-05-29,제주태양광,1.149,0.4266182399999997,18.279877,86.62493,0.0,0.0,4.38453,10.271291,0.073548,24.65625,33.5345853,126.5953756
2026-05-30,제주태양광,1.149,0.5892614399999997,21.127169,54.790237,0.0,0.0,2.2598176,13.488039,0.109152,0.0,33.5345853,126.5953756
2026-05-31,제주태양광,1.149,0.5892940799999997,21.737585,60.54823,0.0,0.0,1.254254,13.799881,0.109224,8.583333,33.5345853,126.5953756
2026-06-01,제주태양광,1.149,0.5894227199999998,23.652163,61.75769,0.0,0.0,2.3935916,14.078437,0.107351996,34.041668,33.5345853,126.5953756
2026-06-02,제주태양광,1.149,0.5362137600000004,22.339666,76.254555,0.0,0.0,1.6614116,14.09242,0.096588,8.791667,33.5345853,126.5953756
2026-05-27,제주대태양광,1.087,0.8265071020000022,20.661749,97.541664,0.0,0.0,1.9052416,6.848581,0.058715995,73.166664,33.4572918,126.5643222
2026-05-28,제주대태양광,1.087,0.7687393160000023,17.845083,96.166664,0.0,0.0,3.5279262,1.3493611,0.020663999,65.375,33.4572918,126.5643222
2026-05-29,제주대태양광,1.087,0.8509926320000011,18.555248,77.41935,0.0,0.0,2.4059546,13.067211,0.091836,6.125,33.4572918,126.5643222
2026-05-30,제주대태양광,1.087,0.8580197980000014,19.689835,55.8741,0.0,0.0,1.1635172,13.488034,0.109079994,0.0,33.4572918,126.5643222
2026-05-31,제주대태양광,1.087,0.8604245400000013,20.36067,67.655426,0.0,0.0,0.95101863,13.811086,0.108504,11.0,33.4572918,126.5643222
2026-06-01,제주대태양광,1.087,0.942147468000001,22.585669,60.524433,0.0,0.0,1.6338218,14.078439,0.107244,31.458334,33.4572918,126.5643222
2026-06-02,제주대태양광,1.087,0.8591653020000014,20.941917,73.06571,0.0,0.0,1.7899017,14.092422,0.095544,15.416667,33.4572918,126.5643222
2026-05-27,제주성읍리태양광,1.994,2.7089903400000033,19.606499,98.125,0.0,0.0,2.3457205,0.0,0.025991999,92.041664,33.41243322,126.8039684
2026-05-28,제주성읍리태양광,1.994,2.812692752000005,19.058584,91.208336,0.0,0.0,5.018211,2.7114892,0.035244,46.666668,33.41243322,126.8039684
2026-05-29,제주성읍리태양광,1.994,2.7898151440000056,19.838333,72.64353,0.0,0.0,4.861276,13.137567,0.09342,4.2916665,33.41243322,126.8039684
2026-05-30,제주성읍리태양광,1.994,2.8639127880000035,20.014584,53.213917,0.0,0.0,3.753868,13.489903,0.109332,0.0,33.41243322,126.8039684
2026-05-31,제주성읍리태양광,1.994,2.8640169180000035,21.15833,57.010242,0.0,0.0,1.7541733,13.780177,0.108972,4.25,33.41243322,126.8039684
2026-06-01,제주성읍리태양광,1.994,2.7907436660000053,22.070831,69.58106,0.0,0.0,2.354093,14.072757,0.106488,38.458332,33.41243322,126.8039684
2026-06-02,제주성읍리태양광,1.994,2.8434937320000055,21.435417,76.20473,0.0,0.0,3.9687788,14.0866995,0.097091995,2.875,33.41243322,126.8039684
2026-05-27,세종태양광,0.327,0.08584800000000002,20.374498,90.5,0.8,0.0,2.5884914,0.0,0.025091998,76.333336,36.4682813,127.2476897
2026-05-28,세종태양광,0.327,0.11303920000000013,19.782835,91.125,0.1,0.0,2.324505,2.8777618,0.035856,51.75,36.4682813,127.2476897
2026-05-29,세종태양광,0.327,0.13809480000000018,20.241825,76.22273,0.0,0.0,2.2059386,13.281869,0.09702,3.2916667,36.4682813,127.2476897
2026-05-30,세종태양광,0.327,0.1377504000000002,20.320833,71.05448,0.0,0.0,2.3523452,13.0093565,0.102528,13.208333,36.4682813,127.2476897
2026-05-31,세종태양광,0.327,0.13905400000000015,21.472918,69.29991,0.0,0.0,1.4060432,12.942375,0.100152,47.208332,36.4682813,127.2476897
2026-06-01,세종태양광,0.327,0.12743640000000026,22.954168,60.679302,0.0,0.0,0.98738354,13.712174,0.07455599,92.25,36.4682813,127.2476897
2026-06-02,세종태양광,0.327,0.14049080000000017,24.097916,53.16779,0.0,0.0,1.178182,13.067737,0.095868,44.416668,36.4682813,127.2476897
2026-05-27,여수엑스포태양광,2.218,1.4638886399999984,20.51425,91.583336,0.90000004,0.0,3.8454692,0.0,0.015336,85.416664,34.7531967,127.754275
2026-05-28,여수엑스포태양광,2.218,2.0021649599999973,20.458004,87.041664,0.0,0.0,4.462124,2.732972,0.026387999,40.75,34.7531967,127.754275
2026-05-29,여수엑스포태양광,2.218,2.005285439999997,19.501406,85.31099,0.0,0.0,2.4986365,13.115471,0.098532,7.8125,34.7531967,127.754275
2026-05-30,여수엑스포태양광,2.218,2.220223679999999,21.789581,60.921078,0.0,0.0,2.3498228,13.282555,0.105444,1.4166666,34.7531967,127.754275
2026-05-31,여수엑스포태양광,2.218,2.2273022399999984,21.385416,66.63374,0.0,0.0,1.2895607,13.727427,0.105012,25.416666,34.7531967,127.754275
2026-06-01,여수엑스포태양광,2.218,2.178648959999997,22.702082,60.10724,0.0,0.0,2.176566,13.9739,0.089712,81.125,34.7531967,127.754275
2026-06-02,여수엑스포태양광,2.218,2.2294939199999986,23.387499,67.33003,0.0,0.0,2.8697846,14.1972275,0.09680399,49.625,34.7531967,127.754275
2026-05-27,영흥태양광,8.6,3.486016444000011,18.70383,92.375,1.3000001,0.0,2.8166888,0.0,0.015768,86.875,37.2619,126.4573
2026-05-28,영흥태양광,8.6,4.6387424539999955,16.81425,94.083336,0.0,0.0,4.7527013,8.307769,0.069768,53.041668,37.2619,126.4573
2026-05-29,영흥태양광,8.6,4.722381601999997,16.077719,88.12405,0.0,0.0,3.6264424,9.687697,0.072576,26.333334,37.2619,126.4573
2026-05-30,영흥태양광,8.6,4.773962923999996,18.234335,84.93241,0.0,0.0,3.4675195,13.47594,0.102887996,0.0,37.2619,126.4573
2026-05-31,영흥태양광,8.6,4.796097785999995,18.940586,85.60122,0.0,0.0,2.5315619,12.703079,0.101087995,46.375,37.2619,126.4573
2026-06-01,영흥태양광,8.6,4.589076949999997,19.711416,82.68613,0.0,0.0,1.9001582,13.579639,0.079128,72.5,37.2619,126.4573
2026-06-02,영흥태양광,8.6,4.865952483999997,21.803083,71.04257,0.0,0.0,4.204511,11.894906,0.095184,49.083332,37.2619,126.4573
2026-05-27,예천태양광,2.006,0.8433583200000005,18.80242,90.833336,0.6,0.0,1.7681307,0.0,0.016776,81.75,36.6577,128.4529
2026-05-28,예천태양광,2.006,1.3929138000000014,19.744085,88.833336,0.0,0.0,2.168372,4.7131357,0.03888,32.708332,36.6577,128.4529
2026-05-29,예천태양광,2.006,1.6588162800000026,20.493383,74.328186,0.0,0.0,1.9362324,13.589799,0.091008,6.625,36.6577,128.4529
2026-05-30,예천태양광,2.006,1.6500830400000024,20.533335,64.39785,0.0,0.0,1.9869161,13.754324,0.103464,1.5416666,36.6577,128.4529
2026-05-31,예천태양광,2.006,1.6410384000000025,22.797915,62.04125,0.0,0.0,1.6577595,11.905565,0.102672,41.458332,36.6577,128.4529
2026-06-01,예천태양광,2.006,1.5945688800000033,23.46875,58.50455,0.0,0.0,1.4357504,13.895842,0.074484,75.333336,36.6577,128.4529
2026-06-02,예천태양광,2.006,1.6432023600000027,23.568748,46.400146,0.0,0.0,0.8663077,12.70851,0.096732,54.041668,36.6577,128.4529
2026-05-27,구미태양광,0.992,0.4785665639999999,19.126503,91.083336,0.0,0.0,1.4857754,0.0,0.016668,79.333336,36.1512,128.4427
2026-05-28,구미태양광,0.992,0.5662836819999997,19.43275,90.666664,0.0,0.0,1.7023214,2.5048943,0.028872002,41.5,36.1512,128.4427
2026-05-29,구미태양광,0.992,0.6919638319999996,20.840937,73.79918,0.0,0.0,1.3922809,13.064576,0.092988,5.3333335,36.1512,128.4427
2026-05-30,구미태양광,0.992,0.7277871499999994,21.327084,62.203876,0.0,0.0,1.9981257,13.678984,0.10371599,1.5416666,36.1512,128.4427
2026-05-31,구미태양광,0.992,0.7343868279999993,23.356249,61.9854,0.0,0.0,1.4626042,13.078466,0.103392,36.166668,36.1512,128.4427
2026-06-01,구미태양광,0.992,0.7575420559999994,23.879168,55.955536,0.0,0.0,1.2459049,14.091522,0.08622,75.625,36.1512,128.4427
2026-06-02,구미태양광,0.992,0.8362039539999997,22.972918,56.144703,0.0,0.0,0.8485634,13.444185,0.101232,37.958332,36.1512,128.4427
2026-05-27,경상대태양광,0.905,0.39734049600000104,19.700087,93.75,0.2,0.0,2.0238526,0.0,0.0115559995,86.125,35.1791,128.1076
2026-05-28,경상대태양광,0.905,0.49601678400000027,20.96675,85.416664,0.0,0.0,1.8139563,2.9560876,0.041075997,29.458334,35.1791,128.1076
2026-05-29,경상대태양광,0.905,0.5141914560000003,20.64594,83.11084,0.0,0.0,1.7139845,10.3353815,0.086651996,33.354168,35.1791,128.1076
2026-05-30,경상대태양광,0.905,0.7548583680000015,21.662504,63.38724,0.0,0.0,1.4168216,13.18272,0.10105199,9.375,35.1791,128.1076
2026-05-31,경상대태양광,0.905,0.7587247680000018,22.90625,59.150875,0.0,0.0,1.109456,12.943579,0.10371599,28.0,35.1791,128.1076
2026-06-01,경상대태양광,0.905,0.7246324800000017,23.606253,58.204258,0.0,0.0,1.7315587,14.2003975,0.095364,64.125,35.1791,128.1076
2026-06-02,경상대태양광,0.905,0.7557613920000016,23.579165,66.7642,0.0,0.0,1.4386388,11.608999,0.098855995,36.625,35.1791,128.1076
2026-05-27,광양항세방태양광,3.0,1.8249504000000099,20.308836,91.583336,1.2,0.0,3.413803,0.0,0.015696,86.75,34.9334,127.7591
2026-05-28,광양항세방태양광,3.0,2.4225264000000104,20.383835,86.333336,0.0,0.0,3.0782921,3.83808,0.029592,37.291668,34.9334,127.7591
2026-05-29,광양항세방태양광,3.0,2.4654624000000105,19.470415,84.564445,0.0,0.0,2.6375368,13.111406,0.0936,18.447916,34.9334,127.7591
2026-05-30,광양항세방태양광,3.0,2.5967328000000047,20.237501,67.43334,0.0,0.0,1.9065074,13.276368,0.104328,10.458333,34.9334,127.7591
2026-05-31,광양항세방태양광,3.0,2.5995360000000045,22.277084,61.975185,0.0,0.0,0.8917694,12.266966,0.103787996,29.25,34.9334,127.7591
2026-06-01,광양항세방태양광,3.0,2.593627200000007,23.05625,60.232655,0.0,0.0,1.7452506,13.993789,0.087336,74.458336,34.9334,127.7591
2026-06-02,광양항세방태양광,3.0,2.595753600000005,22.929169,70.31696,0.0,0.0,2.0869267,13.616432,0.093779996,46.833332,34.9334,127.7591
2026-05-27,고흥만수상태양광,83.0,36.70705214399996,20.546255,91.916664,0.0,0.0,3.5848923,0.0,0.016668,86.375,34.637,127.2639
2026-05-28,고흥만수상태양광,83.0,43.31051289600004,19.6025,89.291664,0.0,0.0,4.124556,2.515255,0.025919998,45.5,34.637,127.2639
2026-05-29,고흥만수상태양광,83.0,48.23726040000009,20.452866,77.28931,0.0,0.0,2.6792948,13.208985,0.090684,5.7916665,34.637,127.2639
2026-05-30,고흥만수상태양광,83.0,49.98382368000011,21.325,64.30419,0.0,0.0,2.3670642,13.3724165,0.106596,0.0,34.637,127.2639
2026-05-31,고흥만수상태양광,83.0,50.19172183200011,21.952082,67.43966,0.0,0.0,1.2113434,13.767403,0.105012,17.875,34.637,127.2639
2026-06-01,고흥만수상태양광,83.0,50.44780423200012,23.0625,60.38058,0.0,0.0,1.7744913,14.011718,0.093096,60.916668,34.637,127.2639
2026-06-02,고흥만수상태양광,83.0,50.44780423200012,23.014582,70.73612,0.0,0.0,2.3422306,14.185404,0.098639995,59.0,34.637,127.2639
