지점,날짜,발전기명,설비용량(MW),발전량(MWh),평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),합계 일조시간(hr),합계 일사량(MJ/m2)
울산,2022.4.1,울산태양광#1,0.5,2.448672,8.2,,2.8,53.1,10.7,
울산,2022.4.2,울산태양광#1,0.5,2.601408,9.2,,2,59.3,11.3,
울산,2022.4.3,울산태양광#1,0.5,2.57208,10.4,,1.9,56.6,11.2,
울산,2022.4.4,울산태양광#1,0.5,2.573376,11.7,,1.8,63.4,11.8,
울산,2022.4.5,울산태양광#1,0.5,2.17536,14.3,,1.6,43.3,9.4,
울산,2022.4.6,울산태양광#1,0.5,2.43336,14.6,,2.1,35,11.2,
울산,2022.4.7,울산태양광#1,0.5,1.80144,15,0.6,1.8,41,8.2,
울산,2022.4.8,울산태양광#1,0.5,2.611008,13.6,,1.9,54.5,12,
울산,2022.4.9,울산태양광#1,0.5,2.500992,18.8,,2.2,38.9,11.7,
울산,2022.4.10,울산태양광#1,0.5,2.404464,18.7,,1.8,51,10.6,
울산,2022.4.11,울산태양광#1,0.5,1.967856,19.4,,2.3,70.8,11,
울산,2022.4.12,울산태양광#1,0.5,2.538768,19,,1.4,76.3,11.6,
울산,2022.4.13,울산태양광#1,0.5,0.339168,11.2,0.1,2.8,86.5,0,
울산,2022.4.14,울산태양광#1,0.5,0.253488,9.9,0.5,3.4,83.6,0,
울산,2022.4.15,울산태양광#1,0.5,2.414352,10.8,0,3.2,59.6,7.5,
울산,2022.4.16,울산태양광#1,0.5,2.718096,11.1,,2.3,54,12.1,
울산,2022.4.17,울산태양광#1,0.5,2.721888,14.5,,1.6,38.4,12.1,
울산,2022.4.18,울산태양광#1,0.5,2.144256,16.9,,1.7,24.9,10.4,
울산,2022.4.19,울산태양광#1,0.5,2.529648,16.8,,1.7,36.3,12.1,
울산,2022.4.20,울산태양광#1,0.5,2.582256,18.5,,2,25.4,12.2,
울산,2022.4.21,울산태양광#1,0.5,0.492432,14.2,2.2,1.3,67.8,0.8,
울산,2022.4.22,울산태양광#1,0.5,2.609568,18.1,,3,61.8,11.7,
울산,2022.4.23,울산태양광#1,0.5,1.747248,17.1,,2.1,61,6,
울산,2022.4.24,울산태양광#1,0.5,2.592816,18.1,,1.1,70.1,11.8,
울산,2022.4.25,울산태양광#1,0.5,2.159664,20.6,0,1.3,62.5,7.8,
울산,2022.4.26,울산태양광#1,0.5,0.410784,18,53,1,95.5,0.1,
울산,2022.4.27,울산태양광#1,0.5,2.459232,16.1,,2.5,66.1,10.5,
울산,2022.4.28,울산태양광#1,0.5,2.464992,14.5,,2.3,67.6,8.7,
울산,2022.4.29,울산태양광#1,0.5,0.792432,10.5,24.6,3.2,85.6,1.7,
울산,2022.4.30,울산태양광#1,0.5,1.28136,12.3,,1.8,75.9,2.1,
울산,2022.5.1,울산태양광#1,0.5,2.788032,13.8,,2,48,11.6,
울산,2022.5.2,울산태양광#1,0.5,2.139264,12.2,6.1,1.8,59.3,8.7,
울산,2022.5.3,울산태양광#1,0.5,2.790336,13.9,,1.9,67,12.4,
울산,2022.5.4,울산태양광#1,0.5,2.76216,17.8,,1.6,50.9,12.7,
울산,2022.5.5,울산태양광#1,0.5,2.802432,18,,1.2,59.8,12.8,
울산,2022.5.6,울산태양광#1,0.5,2.690208,18.8,,1.2,71.9,12.5,
울산,2022.5.7,울산태양광#1,0.5,2.08464,17.5,,2.2,67.5,8.8,
울산,2022.5.8,울산태양광#1,0.5,2.402832,14.5,,2.3,62.3,10.2,
울산,2022.5.9,울산태양광#1,0.5,2.391552,15.1,0,2.2,59,10.2,
울산,2022.5.10,울산태양광#1,0.5,2.20488,15.3,,2.3,65,6,
울산,2022.5.11,울산태양광#1,0.5,2.144832,18.5,0,1.1,73.9,6.9,
울산,2022.5.12,울산태양광#1,0.5,1.206384,18.6,,1.5,77.8,0.5,
울산,2022.5.13,울산태양광#1,0.5,0.84696,15.8,0,1.9,83,0.1,
울산,2022.5.14,울산태양광#1,0.5,2.732688,18,,1.9,46.3,11.8,
울산,2022.5.15,울산태양광#1,0.5,2.617056,15.8,,2.5,46.3,11.1,
울산,2022.5.16,울산태양광#1,0.5,2.80848,17.1,,1.9,46,11.9,
울산,2022.5.17,울산태양광#1,0.5,2.605968,19.7,,1.6,38.3,12.4,
울산,2022.5.18,울산태양광#1,0.5,2.572944,22.3,,2.1,37.3,12.9,
울산,2022.5.19,울산태양광#1,0.5,1.782864,22.4,,2,32.1,5,
울산,2022.5.20,울산태양광#1,0.5,2.011152,20.5,,1.5,51,8.5,
울산,2022.5.21,울산태양광#1,0.5,2.67792,21.5,,1.8,55.3,12.8,
울산,2022.5.22,울산태양광#1,0.5,2.530368,23.1,,2.4,48.1,12.6,
울산,2022.5.23,울산태양광#1,0.5,2.41104,20.5,,1.3,66.4,11.2,
울산,2022.5.24,울산태양광#1,0.5,2.610864,22.8,,1.2,62.5,12.6,
울산,2022.5.25,울산태양광#1,0.5,2.659488,23,,1.8,59.4,11.2,
울산,2022.5.26,울산태양광#1,0.5,2.585712,21.4,,1.9,58.3,11.8,
울산,2022.5.27,울산태양광#1,0.5,2.590464,23.7,,2.6,31,13.2,
울산,2022.5.28,울산태양광#1,0.5,2.470512,24.8,,2,32,12.9,
울산,2022.5.29,울산태양광#1,0.5,2.792544,24.5,0,1.9,30.4,13.3,
울산,2022.5.30,울산태양광#1,0.5,1.991328,21.7,0,1.5,57.9,6.4,
울산,2022.5.31,울산태양광#1,0.5,2.834928,22.2,,2.1,42,13.2,
울산,2022.6.1,울산태양광#1,0.5,2.473776,22.6,,1.5,43.9,10.7,
울산,2022.6.2,울산태양광#1,0.5,2.767008,22.4,,1.4,59.1,13.2,
울산,2022.6.3,울산태양광#1,0.5,2.766768,21.6,,2.4,65.8,12.8,
울산,2022.6.4,울산태양광#1,0.5,2.270784,19.8,,2,72.5,8.6,
울산,2022.6.5,울산태양광#1,0.5,0.293904,17.7,53.8,1.5,92.4,0,
울산,2022.6.6,울산태양광#1,0.5,1.056096,17.3,9.9,2.9,88.3,2.8,
울산,2022.6.7,울산태양광#1,0.5,0.857136,15.7,1.5,1.8,82.3,2.6,
울산,2022.6.8,울산태양광#1,0.5,1.603008,16.3,1.1,1.8,81.4,2.8,
울산,2022.6.9,울산태양광#1,0.5,2.788896,18.4,,1.4,76.9,11.9,
울산,2022.6.10,울산태양광#1,0.5,2.308608,19.7,,1.1,78.1,9.4,
울산,2022.6.11,울산태양광#1,0.5,1.610016,20.2,,1.8,76.8,5.7,
울산,2022.6.12,울산태양광#1,0.5,2.469216,19.2,,2.4,78,7.9,
울산,2022.6.13,울산태양광#1,0.5,0.934848,18.8,0,2.3,80.6,0,
울산,2022.6.14,울산태양광#1,0.5,0.286512,16.9,24.5,2.9,95,0,
울산,2022.6.15,울산태양광#1,0.5,1.46568,19.9,1.2,1.6,85.9,6.9,
울산,2022.6.16,울산태양광#1,0.5,2.570736,23.4,,1.8,68.4,11.9,
울산,2022.6.17,울산태양광#1,0.5,2.703984,23.8,,1.3,71.8,12.6,
울산,2022.6.18,울산태양광#1,0.5,2.63976,25.8,,1.4,70.9,10.9,
울산,2022.6.19,울산태양광#1,0.5,2.41032,25.5,,1.3,75.3,11.8,
울산,2022.6.20,울산태양광#1,0.5,2.418288,25.2,,1.4,77.9,12.2,
울산,2022.6.21,울산태양광#1,0.5,2.333808,24.7,,1.2,85.1,6.7,
울산,2022.6.22,울산태양광#1,0.5,2.633952,25.6,,1,79.1,13,
울산,2022.6.23,울산태양광#1,0.5,1.38384,26.2,,3.2,79.3,4.7,
울산,2022.6.24,울산태양광#1,0.5,1.289232,25.7,6.9,3.6,81.8,4,
울산,2022.6.25,울산태양광#1,0.5,1.99032,26,,2.9,75.3,11,
울산,2022.6.26,울산태양광#1,0.5,1.135344,27.2,,3.6,74.8,6.3,
울산,2022.6.27,울산태양광#1,0.5,0.358896,25.2,47.9,2.3,93,0.6,
울산,2022.6.28,울산태양광#1,0.5,1.693824,27.2,0.2,4.7,79.1,7.8,
울산,2022.6.29,울산태양광#1,0.5,1.565856,26.8,0.1,4.4,82.8,5.1,
울산,2022.6.30,울산태양광#1,0.5,2.24208,27.9,,3.5,73,11.8,
울산,2022.7.1,울산태양광#1,0.5,2.745024,27.4,,1.3,74.4,13.1,
울산,2022.7.2,울산태양광#1,0.5,2.632608,28,,1.1,65.4,13.1,
울산,2022.7.3,울산태양광#1,0.5,2.393136,27.5,,1,75,10.7,
울산,2022.7.4,울산태양광#1,0.5,2.713632,27.2,,1.3,79.1,12.8,
울산,2022.7.5,울산태양광#1,0.5,1.696608,26.1,0,1.3,84.8,4.1,
울산,2022.7.6,울산태양광#1,0.5,1.567584,26.7,0,1,87,2.5,
울산,2022.7.7,울산태양광#1,0.5,2.501328,28.6,,2.1,79.4,9.1,
울산,2022.7.8,울산태양광#1,0.5,1.276128,28.4,0,2.5,79.5,3.8,
울산,2022.7.9,울산태양광#1,0.5,2.316096,27.1,,1.8,77.1,8.6,
울산,2022.7.10,울산태양광#1,0.5,1.715904,25.7,,1.5,83.9,4.8,
울산,2022.7.11,울산태양광#1,0.5,0.518112,24.9,9,1,92.1,0.1,
울산,2022.7.12,울산태양광#1,0.5,1.352832,23.7,0.1,1.7,81.4,0.8,
울산,2022.7.13,울산태양광#1,0.5,0.09336,23.4,18.3,1.3,88.8,0,
울산,2022.7.14,울산태양광#1,0.5,0.102384,26.4,,1.9,84.5,8.2,
울산,2022.7.15,울산태양광#1,0.5,2.413632,26.5,,1.1,78,12.5,
울산,2022.7.16,울산태양광#1,0.5,2.390256,25.5,4.8,1.3,81.3,9.2,
울산,2022.7.17,울산태양광#1,0.5,1.998432,25.8,,1.1,78.8,7.3,
울산,2022.7.18,울산태양광#1,0.5,0.206832,22.4,69.4,1,95,0,
울산,2022.7.19,울산태양광#1,0.5,1.8216,25.2,1.2,1.4,86.3,6.7,
울산,2022.7.20,울산태양광#1,0.5,2.50632,27.5,0,1.2,73.4,11.6,
울산,2022.7.21,울산태양광#1,0.5,1.844448,26.4,3.9,1.5,79.9,7.5,
울산,2022.7.22,울산태양광#1,0.5,0.954768,24.1,2.4,1.6,81.3,2.4,
울산,2022.7.23,울산태양광#1,0.5,1.524576,23.9,0,1.2,86.1,0.3,
울산,2022.7.24,울산태양광#1,0.5,1.834848,26.1,9,1.4,86.6,7.5,
울산,2022.7.25,울산태양광#1,0.5,2.270688,25,,1.5,89.6,7.4,
울산,2022.7.26,울산태양광#1,0.5,2.552016,24.6,,1.4,86.6,7,
울산,2022.7.27,울산태양광#1,0.5,1.284288,24.8,,1.5,84.3,2,
울산,2022.7.28,울산태양광#1,0.5,0.687936,25.2,0.9,1.4,93.6,0.6,
울산,2022.7.29,울산태양광#1,0.5,2.453184,26.8,,1.8,86,8.8,
울산,2022.7.30,울산태양광#1,0.5,1.517856,27.4,,2,82.6,0.9,
울산,2022.7.31,울산태양광#1,0.5,1.093824,26.9,6,1.8,90.6,0.5,
울산,2022.8.1,울산태양광#1,0.5,1.600512,28.4,0,2.5,83.1,4.9,
울산,2022.8.2,울산태양광#1,0.5,1.240896,28.4,0.2,3.1,82.6,2.7,
울산,2022.8.3,울산태양광#1,0.5,1.953792,29.4,0,2.6,76.8,9.1,
울산,2022.8.4,울산태양광#1,0.5,1.625856,30,,1.8,71.6,8.9,
울산,2022.8.5,울산태양광#1,0.5,1.43256,29.8,,1.5,74.8,9.5,
울산,2022.8.6,울산태양광#1,0.5,2.298672,30.3,,1.4,74.5,10.7,
울산,2022.8.7,울산태양광#1,0.5,2.219568,30.7,,2.3,73.8,11,
울산,2022.8.8,울산태양광#1,0.5,1.609728,29.7,,3.4,68,2.6,
울산,2022.8.9,울산태양광#1,0.5,1.227264,29.1,,3.4,69.1,0,
울산,2022.8.10,울산태양광#1,0.5,0.803904,28.7,,3.1,71.4,0,
울산,2022.8.11,울산태양광#1,0.5,0.650448,27.5,3.4,2.7,80.8,0,
울산,2022.8.12,울산태양광#1,0.5,2.356752,28.6,,1.2,82.1,8.4,
울산,2022.8.13,울산태양광#1,0.5,1.211904,26.7,4,1.1,90.6,2.3,
울산,2022.8.14,울산태양광#1,0.5,1.66608,29.1,1.7,2.1,79,6.7,
울산,2022.8.15,울산태양광#1,0.5,1.911936,30.2,,3.9,65,8.7,
울산,2022.8.16,울산태양광#1,0.5,0.335424,26,17.8,1.9,89.4,0,
울산,2022.8.17,울산태양광#1,0.5,0.742176,23.9,14.7,0.8,93.3,0.3,
울산,2022.8.18,울산태양광#1,0.5,2.485392,24.4,0,1.3,84.8,8.1,
울산,2022.8.19,울산태양광#1,0.5,1.69152,27.3,0,2.1,76.1,7.5,
울산,2022.8.20,울산태양광#1,0.5,0.504336,26,15.5,1.6,89.4,0.9,
울산,2022.8.21,울산태양광#1,0.5,2.5884,24.6,,2.3,74.3,11,
울산,2022.8.22,울산태양광#1,0.5,2.499744,24.7,,1,71.9,11.9,
울산,2022.8.23,울산태양광#1,0.5,1.430496,25.5,2.8,1.2,83,0.6,
울산,2022.8.24,울산태양광#1,0.5,0.3444,21.7,38.2,2.1,88.6,0,
울산,2022.8.25,울산태양광#1,0.5,2.238816,24.1,0,1.1,78.6,8.3,
울산,2022.8.26,울산태양광#1,0.5,2.381568,23.8,0.3,1.7,66.8,9,
울산,2022.8.27,울산태양광#1,0.5,1.896384,22.5,,1.6,66.8,6.1,
울산,2022.8.28,울산태양광#1,0.5,2.440944,21.3,,2.3,66.1,10,
울산,2022.8.29,울산태양광#1,0.5,1.422528,22.5,0,1.7,79.1,2.8,
울산,2022.8.30,울산태양광#1,0.5,0.32016,21.2,12.6,1,93,0,
울산,2022.8.31,울산태양광#1,0.5,0.246336,21,27.3,1.4,94.8,0,
울산,2022.9.1,울산태양광#1,0.5,0.4776,21.8,0,1.8,86.1,0.3,
울산,2022.9.2,울산태양광#1,0.5,0.236304,21.2,14.5,2,95.1,0,
울산,2022.9.3,울산태양광#1,0.5,0.357552,21.9,23.3,2,96.9,0,
울산,2022.9.4,울산태양광#1,0.5,1.364736,24.9,8.3,1.4,92.6,2.5,
울산,2022.9.5,울산태양광#1,0.5,0.54576,25.8,51.1,2,92.9,0,
울산,2022.9.6,울산태양광#1,0.5,1.398048,23.9,110.4,3.9,73,6.8,
울산,2022.9.7,울산태양광#1,0.5,2.597904,21.5,,1.7,61.8,11.8,
울산,2022.9.8,울산태양광#1,0.5,2.47368,21.3,,2,69.8,10.5,
울산,2022.9.9,울산태양광#1,0.5,2.169648,21.9,,2.3,76.8,7.5,
울산,2022.9.10,울산태양광#1,0.5,0.99216,22.1,,2.5,74.9,1.5,
울산,2022.9.11,울산태양광#1,0.5,1.57824,22.8,,2,80,2,
울산,2022.9.12,울산태양광#1,0.5,1.215552,22.5,,1.4,88.3,0.5,
울산,2022.9.13,울산태양광#1,0.5,1.417824,23.4,,2.7,79.4,2.4,
울산,2022.9.14,울산태양광#1,0.5,1.784928,23.5,,3.7,75.6,5.7,
울산,2022.9.15,울산태양광#1,0.5,0.537408,22.8,,2.7,77.6,0.1,
울산,2022.9.16,울산태양광#1,0.5,0.995952,23.3,0,1.1,91.8,1.5,
울산,2022.9.17,울산태양광#1,0.5,1.104624,24.5,0,1.4,86.8,2.8,
울산,2022.9.18,울산태양광#1,0.5,1.567104,25.3,20.7,3.6,84.5,2.8,
울산,2022.9.19,울산태양광#1,0.5,0.585552,21.9,56.4,4.9,80.6,1.8,
울산,2022.9.20,울산태양광#1,0.5,2.16744,18.5,,2.9,60.4,9.1,
울산,2022.9.21,울산태양광#1,0.5,2.101632,17.2,,2,67.9,10.2,
울산,2022.9.22,울산태양광#1,0.5,1.510464,19.4,,1.9,74.6,7.8,
울산,2022.9.23,울산태양광#1,0.5,2.31696,21.3,,1.5,67,8.5,
울산,2022.9.24,울산태양광#1,0.5,2.439792,18.3,,1.9,54.5,8.4,
울산,2022.9.25,울산태양광#1,0.5,0.830592,18.5,,1.3,72.5,0.1,
울산,2022.9.26,울산태양광#1,0.5,0.592608,18.8,0.1,1,80.9,0.1,
울산,2022.9.27,울산태양광#1,0.5,1.095984,20.1,0,1.8,83.1,3.8,
울산,2022.9.28,울산태양광#1,0.5,1.518624,19.9,,1.4,86.8,4.2,
울산,2022.9.29,울산태양광#1,0.5,2.33736,20.5,,1,78.4,11.1,
울산,2022.9.30,울산태양광#1,0.5,2.352096,20.8,,0.9,77.3,10.9,
울산,2022.10.1,울산태양광#1,0.5,2.190192,21.7,,1,63.8,9.6,
울산,2022.10.2,울산태양광#1,0.5,2.00664,22.2,,1.4,71.5,7.6,
울산,2022.10.3,울산태양광#1,0.5,0.5172,24.7,2.1,2.6,82.3,1.3,
울산,2022.10.4,울산태양광#1,0.5,0.164016,20.9,24.9,3.1,85.5,0.1,
울산,2022.10.5,울산태양광#1,0.5,0.515472,16.4,0,2.2,83,1.2,
울산,2022.10.6,울산태양광#1,0.5,0.866352,16.8,1.1,1.3,88.4,2.1,
울산,2022.10.7,울산태양광#1,0.5,1.341888,16,0,2.5,74.6,4.3,
울산,2022.10.8,울산태양광#1,0.5,1.65096,15.7,,2.7,64.6,9.2,
울산,2022.10.9,울산태양광#1,0.5,0.41928,15.4,0.4,1.5,84.4,0,
울산,2022.10.10,울산태양광#1,0.5,2.395728,14.5,,3,47.4,9.9,
울산,2022.10.11,울산태양광#1,0.5,2.410608,13.7,,2.1,57.5,10.5,
울산,2022.10.12,울산태양광#1,0.5,1.80288,15.7,0,2.1,64.8,7.5,
울산,2022.10.13,울산태양광#1,0.5,2.066064,18,,2.3,61,8.2,
울산,2022.10.14,울산태양광#1,0.5,1.856448,17.1,,2,74,7.2,
울산,2022.10.15,울산태양광#1,0.5,2.033856,17.9,,1.9,77.9,9.5,
울산,2022.10.16,울산태양광#1,0.5,2.08488,18.6,,1.3,79.1,9.8,
울산,2022.10.17,울산태양광#1,0.5,2.0844,16.4,,2.6,45.4,9.5,
울산,2022.10.18,울산태양광#1,0.5,2.289216,11.5,,2.7,44.4,10.2,
울산,2022.10.19,울산태양광#1,0.5,2.352624,11.3,,2.3,43.3,10,
울산,2022.10.20,울산태양광#1,0.5,2.223504,13.4,,1.3,53.6,10,
울산,2022.10.21,울산태양광#1,0.5,1.354608,15.6,0,1.3,53.5,6.2,
울산,2022.10.22,울산태양광#1,0.5,1.133712,17.9,,1.6,47.8,6,
울산,2022.10.23,울산태양광#1,0.5,1.737216,15.1,,2.1,70.3,9.2,
울산,2022.10.24,울산태양광#1,0.5,2.042304,12.3,,2.6,57.1,9.6,
울산,2022.10.25,울산태양광#1,0.5,1.256544,12.1,0,3.2,58.1,5.4,
울산,2022.10.26,울산태양광#1,0.5,1.22568,13.7,,2,64.1,5.2,
울산,2022.10.27,울산태양광#1,0.5,1.96584,15.1,,1.3,65.4,8.9,
울산,2022.10.28,울산태양광#1,0.5,1.618704,14.6,0.2,1.8,77,7.2,
울산,2022.10.29,울산태양광#1,0.5,0.49008,14.6,0,1.6,79.9,4.4,
울산,2022.10.30,울산태양광#1,0.5,0.206688,13.5,1.7,1.7,84.8,0.4,
울산,2022.10.31,울산태양광#1,0.5,1.71336,14.3,,1.9,69.3,8.7,
울산,2022.11.1,울산태양광#1,0.5,2.012304,15.3,,1.8,63.6,9.5,
울산,2022.11.2,울산태양광#1,0.5,1.90056,14.7,,1.5,68.9,9.4,
울산,2022.11.3,울산태양광#1,0.5,1.851589,14.4,,2.1,42.8,9.3,
울산,2022.11.4,울산태양광#1,0.5,2.344349,10,,2.7,37,8.9,
울산,2022.11.5,울산태양광#1,0.5,2.162112,9.1,,2.6,26.5,9.3,
울산,2022.11.6,울산태양광#1,0.5,2.053536,10.4,,1.7,46.3,9.3,
울산,2022.11.7,울산태양광#1,0.5,1.869888,11.4,,1.1,56.5,9.3,
울산,2022.11.8,울산태양광#1,0.5,1.878528,13,,1.6,53.4,9.3,
울산,2022.11.9,울산태양광#1,0.5,1.84416,13.5,,1.2,57.1,9,
울산,2022.11.10,울산태양광#1,0.5,1.625328,14.5,,1.7,54.4,9.3,
울산,2022.11.11,울산태양광#1,0.5,1.442016,14.6,,1.1,76.6,5.8,
울산,2022.11.12,울산태양광#1,0.5,1.59384,17.8,0.3,1.8,82.5,7.3,
울산,2022.11.13,울산태양광#1,0.5,1.193472,16.6,17.5,2.6,78.8,5.4,
울산,2022.11.14,울산태양광#1,0.5,0.38448,12,,1.6,66.8,0.5,
울산,2022.11.15,울산태양광#1,0.5,1.974192,10,,2.5,53.3,9.3,
울산,2022.11.16,울산태양광#1,0.5,1.416912,11.2,,1.8,51.6,8.9,
울산,2022.11.17,울산태양광#1,0.5,1.598784,10.9,,1.6,48,7.4,
울산,2022.11.18,울산태양광#1,0.5,1.839696,11.8,,1.4,57.4,9.3,
울산,2022.11.19,울산태양광#1,0.5,1.437456,14.2,,2.4,69.6,5.8,
울산,2022.11.20,울산태양광#1,0.5,0.912816,14,,1.5,75,3.5,
울산,2022.11.21,울산태양광#1,0.5,1.24752,14.3,,1.6,69.5,8,
울산,2022.11.22,울산태양광#1,0.5,0.230688,14.1,2.4,2.2,75.3,0,
울산,2022.11.23,울산태양광#1,0.5,0.88824,13.5,0.8,2.2,76.4,4.4,
울산,2022.11.24,울산태양광#1,0.5,1.305984,11.1,,2,55.1,6.9,
울산,2022.11.25,울산태양광#1,0.5,1.505808,12.8,,1.7,55.8,8.6,
울산,2022.11.26,울산태양광#1,0.5,1.680336,13.2,,2,42.5,8.8,
울산,2022.11.27,울산태양광#1,0.5,1.688064,10.7,,1.8,38.6,7.8,
울산,2022.11.28,울산태양광#1,0.5,1.327056,16.6,0.7,2.2,72.6,6.3,
울산,2022.11.29,울산태양광#1,0.5,0.29784,14.5,23.2,2.6,73.5,0.1,
울산,2022.11.30,울산태양광#1,0.5,1.17504,1.6,,3.5,24.4,4.1,
울산,2022.12.1,울산태양광#1,0.5,1.547808,0,,2.9,25.9,6.9,
울산,2022.12.2,울산태양광#1,0.5,1.86816,1,,2,40,8.8,
울산,2022.12.3,울산태양광#1,0.5,1.055184,6.1,,1.7,50.6,6.8,
울산,2022.12.4,울산태양광#1,0.5,1.424496,4.8,,3,30.3,6.7,
울산,2022.12.5,울산태양광#1,0.5,1.13328,1.8,,2.8,21.9,6.4,
울산,2022.12.6,울산태양광#1,0.5,1.687968,3.1,,2.2,44.4,8.7,
울산,2022.12.7,울산태양광#1,0.5,1.433088,5.4,,1.7,51.9,8,
울산,2022.12.8,울산태양광#1,0.5,1.688016,6.8,,1.6,43.4,8.7,
울산,2022.12.9,울산태양광#1,0.5,0.742896,8,,1.8,40,6.5,
울산,2022.12.10,울산태양광#1,0.5,1.242912,8.1,0,2.4,46.3,5.4,
울산,2022.12.11,울산태양광#1,0.5,1.390512,6.3,0.3,2.7,55.3,6.1,
울산,2022.12.12,울산태양광#1,0.5,0.814752,6.6,2.4,1.7,82.6,2.5,
울산,2022.12.13,울산태양광#1,0.5,1.26792,5.9,,2.7,49.3,7.8,
울산,2022.12.14,울산태양광#1,0.5,1.846656,-2.1,0,3,42.3,8.7,
울산,2022.12.15,울산태양광#1,0.5,1.656528,0.6,,2.3,49.5,8.7,
울산,2022.12.16,울산태양광#1,0.5,1.3956,1.5,,2.4,26.6,2.6,
울산,2022.12.17,울산태양광#1,0.5,0.9216,-1.2,0,2.3,36.5,2.6,
울산,2022.12.18,울산태양광#1,0.5,1.815648,-4.6,,2.3,33,8.8,
울산,2022.12.19,울산태양광#1,0.5,1.771392,-1.9,,1.4,38.9,8.8,
울산,2022.12.20,울산태양광#1,0.5,1.714608,0.8,,1.8,45.5,8.8,
울산,2022.12.21,울산태양광#1,0.5,0.19296,2.9,7,1.5,83.4,0.4,
울산,2022.12.22,울산태양광#1,0.5,1.380192,-1.1,0,3.3,49.9,7.6,
울산,2022.12.23,울산태양광#1,0.5,1.7472,-4.4,0,4,36.5,8.7,
울산,2022.12.24,울산태양광#1,0.5,1.796352,-3,,3.1,44.6,8.7,
울산,2022.12.25,울산태양광#1,0.5,1.82592,0.6,,3.3,38.4,8.7,
울산,2022.12.26,울산태양광#1,0.5,1.554672,1.2,,2.8,39.8,8.1,
울산,2022.12.27,울산태양광#1,0.5,1.78296,2.4,,3.1,30.9,8.7,
울산,2022.12.28,울산태양광#1,0.5,1.413456,2.5,,2.4,44,8.5,
울산,2022.12.29,울산태양광#1,0.5,1.752432,0.9,,2.8,42.6,8.7,
울산,2022.12.30,울산태양광#1,0.5,1.582416,1.5,,2.1,52.5,8.8,
울산,2022.12.31,울산태양광#1,0.5,1.765584,2.2,,3,44.4,8.8,
울산,2023.1.1,울산태양광#1,0.5,1.411968,4.2,,2.4,37,8.7,
울산,2023.1.2,울산태양광#1,0.5,1.716192,1.4,,2.6,19,5.9,
울산,2023.1.3,울산태양광#1,0.5,1.879152,0.9,,2.2,23,8.7,
울산,2023.1.4,울산태양광#1,0.5,1.78104,1.6,,2.4,36,8.7,
울산,2023.1.5,울산태양광#1,0.5,1.348128,3.4,,2.5,45.8,7.5,
울산,2023.1.6,울산태양광#1,0.5,1.5132,4.1,,1.4,51,7.9,
울산,2023.1.7,울산태양광#1,0.5,1.376064,5.3,0.1,2.7,44,7.2,
울산,2023.1.8,울산태양광#1,0.5,1.747728,4.8,,1.8,41,8.7,
울산,2023.1.9,울산태양광#1,0.5,1.445472,7.6,,2,49.4,8.3,
울산,2023.1.10,울산태양광#1,0.5,1.523424,5.8,0,1.6,59.9,8.1,
울산,2023.1.11,울산태양광#1,0.5,1.518048,7.9,,1.2,44.4,8.8,
울산,2023.1.12,울산태양광#1,0.5,1.385328,10.1,0,1.2,57.3,8.8,
울산,2023.1.13,울산태양광#1,0.5,0.18096,13.8,39.4,1.9,97,1,
울산,2023.1.14,울산태양광#1,0.5,0.0312,9.3,0.7,2.3,90.9,0,
울산,2023.1.15,울산태양광#1,0.5,0.09,4.8,1.1,2.5,88.6,0,
울산,2023.1.16,울산태양광#1,0.5,1.563984,0.6,,3.5,54.3,8.8,
울산,2023.1.17,울산태양광#1,0.5,1.171344,0.3,,2.7,39.1,7,
울산,2023.1.18,울산태양광#1,0.5,1.231344,1.5,,2.2,51.5,8.4,
울산,2023.1.19,울산태양광#1,0.5,1.527648,1.6,,1.9,48.9,9,12.98
울산,2023.1.20,울산태양광#1,0.5,1.456704,2,,2.7,35.9,8.6,12.57
울산,2023.1.21,울산태양광#1,0.5,1.68096,-1.2,,3.1,29.3,9.1,13.93
울산,2023.1.22,울산태양광#1,0.5,0.449856,2.1,,1.4,39.1,0,4.76
울산,2023.1.23,울산태양광#1,0.5,1.489392,4.6,,2.6,43.5,7.8,12.42
울산,2023.1.24,울산태양광#1,0.5,1.773984,-7,,5.7,29,9.1,14.24
울산,2023.1.25,울산태양광#1,0.5,1.757472,-7.5,,3.3,24,9.4,14.68
울산,2023.1.26,울산태양광#1,0.5,0.54216,-1.6,,1.6,43.8,1.1,6.73
울산,2023.1.27,울산태양광#1,0.5,1.682784,-2.3,,4.3,34.5,9,14.02
울산,2023.1.28,울산태양광#1,0.5,1.73424,-3.6,,3.5,35.3,9.3,14.33
울산,2023.1.29,울산태양광#1,0.5,1.698912,0.9,,2.5,44.4,9.4,14.36
울산,2023.1.30,울산태양광#1,0.5,1.730016,1.3,,2.9,30.6,9.5,14.79
울산,2023.1.31,울산태양광#1,0.5,1.583424,3.8,,2.3,32.9,9.4,13.88
울산,2023.2.1,울산태양광#1,0.5,1.290384,7.5,,2.5,42.1,6.8,11.8
울산,2023.2.2,울산태양광#1,0.5,1.321632,2.5,,2.8,35.9,8.5,11.89
울산,2023.2.3,울산태양광#1,0.5,0.766512,3.7,,2.4,35,3.4,9.25
울산,2023.2.4,울산태양광#1,0.5,2.000544,2,,3,31.8,9.4,14.24
