지점,날짜,발전기명,설비용량(MW),발전량(MWh),평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),합계 일조시간(hr),합계 일사량(MJ/m2)
보령,2024.1.22,신보령태양광,4.038,4.63713,-4.5,0.8,2.1,68.6,1.2,
보령,2024.1.23,보령수상태양광,1.172,0.44112,-7,2.1,2.9,69.4,0.4,
보령,2024.1.23,보령태양광,1.963,1.219388,-7,2.1,2.9,69.4,0.4,
보령,2024.1.23,신보령태양광,4.038,1.421727,-7,2.1,2.9,69.4,0.4,
보령,2024.1.24,보령수상태양광,1.172,2.023008,-4.5,0,2.7,57.8,8,
보령,2024.1.24,보령태양광,1.963,5.342264,-4.5,0,2.7,57.8,8,
보령,2024.1.24,신보령태양광,4.038,8.877246,-4.5,0,2.7,57.8,8,
보령,2024.1.25,보령수상태양광,1.172,3.41712,-3.6,,1,62.4,8.7,
보령,2024.1.25,보령태양광,1.963,8.980504,-3.6,,1,62.4,8.7,
보령,2024.1.25,신보령태양광,4.038,13.566682,-3.6,,1,62.4,8.7,
보령,2024.1.26,보령수상태양광,1.172,1.478784,-0.5,,0.9,75.3,3.3,
보령,2024.1.26,보령태양광,1.963,3.624924,-0.5,,0.9,75.3,3.3,
보령,2024.1.26,신보령태양광,4.038,6.094531,-0.5,,0.9,75.3,3.3,
보령,2024.1.27,보령수상태양광,1.172,2.982528,0.8,,0.9,69.4,8.7,
보령,2024.1.27,보령태양광,1.963,8.399308,0.8,,0.9,69.4,8.7,
보령,2024.1.27,신보령태양광,4.038,15.374578,0.8,,0.9,69.4,8.7,
보령,2024.1.28,보령수상태양광,1.172,1.652352,-0.1,,0.9,67.1,3.1,
보령,2024.1.28,보령태양광,1.963,3.677368,-0.1,,0.9,67.1,3.1,
보령,2024.1.28,신보령태양광,4.038,7.358374,-0.1,,0.9,67.1,3.1,
보령,2024.1.29,보령수상태양광,1.172,3.055488,0,,1.2,66,8.8,
보령,2024.1.29,보령태양광,1.963,8.106116,0,,1.2,66,8.8,
보령,2024.1.29,신보령태양광,4.038,13.405177,0,,1.2,66,8.8,
보령,2024.1.30,보령수상태양광,1.172,3.086208,1.7,,1.1,65.6,8.8,
보령,2024.1.30,보령태양광,1.963,8.009188,1.7,,1.1,65.6,8.8,
보령,2024.1.30,신보령태양광,4.038,15.024566,1.7,,1.1,65.6,8.8,
보령,2024.1.31,보령수상태양광,1.172,2.817216,5.7,0.1,1,56.3,5.6,
보령,2024.1.31,보령태양광,1.963,8.052968,5.7,0.1,1,56.3,5.6,
보령,2024.1.31,신보령태양광,4.038,11.747702,5.7,0.1,1,56.3,5.6,
보령,2024.2.1,보령수상태양광,1.172,1.543008,3.3,,2.4,66.1,0.9,
보령,2024.2.1,보령태양광,1.963,3.003416,3.3,,2.4,66.1,0.9,
보령,2024.2.1,신보령태양광,4.038,6.533491,3.3,,2.4,66.1,0.9,
보령,2024.2.2,보령수상태양광,1.172,3.891168,0.5,,0.7,73,8.8,
보령,2024.2.2,보령태양광,1.963,9.606704,0.5,,0.7,73,8.8,
보령,2024.2.2,신보령태양광,4.038,15.53801,0.5,,0.7,73,8.8,
보령,2024.2.3,보령수상태양광,1.172,0.658368,2.6,4.1,1,86.8,0,
보령,2024.2.3,보령태양광,1.963,1.230192,2.6,4.1,1,86.8,0,
보령,2024.2.3,신보령태양광,4.038,2.718351,2.6,4.1,1,86.8,0,
보령,2024.2.4,보령수상태양광,1.172,2.84304,6.3,3,1.4,82.5,6.4,
보령,2024.2.4,보령태양광,1.963,6.06546,6.3,3,1.4,82.5,6.4,
보령,2024.2.4,신보령태양광,4.038,14.342631,6.3,3,1.4,82.5,6.4,
보령,2024.2.5,보령수상태양광,1.172,0.322944,4.3,20.2,2.3,89.1,0,
보령,2024.2.5,보령태양광,1.963,0.776312,4.3,20.2,2.3,89.1,0,
보령,2024.2.5,신보령태양광,4.038,2.135242,4.3,20.2,2.3,89.1,0,
보령,2024.2.6,보령수상태양광,1.172,1.201728,2.8,0.2,1.2,82.6,0.3,
보령,2024.2.6,보령태양광,1.963,2.331448,2.8,0.2,1.2,82.6,0.3,
보령,2024.2.6,신보령태양광,4.038,5.579885,2.8,0.2,1.2,82.6,0.3,
보령,2024.2.7,보령수상태양광,1.172,3.8328,0.9,,0.9,66.9,8.1,
보령,2024.2.7,보령태양광,1.963,9.205928,0.9,,0.9,66.9,8.1,
보령,2024.2.7,신보령태양광,4.038,13.268258,0.9,,0.9,66.9,8.1,
보령,2024.2.8,보령수상태양광,1.172,3.673344,0.3,,0.7,72.4,8.9,
보령,2024.2.8,보령태양광,1.963,7.815804,0.3,,0.7,72.4,8.9,
보령,2024.2.8,신보령태양광,4.038,14.313465,0.3,,0.7,72.4,8.9,
보령,2024.2.9,보령수상태양광,1.172,3.86736,1.2,,0.7,68.5,8.5,
보령,2024.2.9,보령태양광,1.963,8.853716,1.2,,0.7,68.5,8.5,
보령,2024.2.9,신보령태양광,4.038,17.742681,1.2,,0.7,68.5,8.5,
보령,2024.2.10,보령수상태양광,1.172,2.577024,1.4,,1.2,69.9,7.6,
보령,2024.2.10,보령태양광,1.963,6.037584,1.4,,1.2,69.9,7.6,
보령,2024.2.10,신보령태양광,4.038,12.349609,1.4,,1.2,69.9,7.6,
보령,2024.2.11,보령수상태양광,1.172,3.104736,2,,0.9,70.9,6.6,
보령,2024.2.11,보령태양광,1.963,6.81954,2,,0.9,70.9,6.6,
보령,2024.2.11,신보령태양광,4.038,10.203276,2,,0.9,70.9,6.6,
보령,2024.2.12,보령수상태양광,1.172,4.270368,4.6,,1.8,65.8,9.2,
보령,2024.2.12,보령태양광,1.963,9.72036,4.6,,1.8,65.8,9.2,
보령,2024.2.12,신보령태양광,4.038,19.089444,4.6,,1.8,65.8,9.2,
보령,2024.2.13,보령수상태양광,1.172,4.079616,11.9,,4.6,62.1,9.2,
보령,2024.2.13,보령태양광,1.963,8.954864,11.9,,4.6,62.1,9.2,
보령,2024.2.13,신보령태양광,4.038,18.186699,11.9,,4.6,62.1,9.2,
보령,2024.2.14,보령수상태양광,1.172,1.11312,13.5,0,3.9,79.3,0.5,
보령,2024.2.14,보령태양광,1.963,1.867008,13.5,0,3.9,79.3,0.5,
보령,2024.2.14,신보령태양광,4.038,4.872157,13.5,0,3.9,79.3,0.5,
보령,2024.2.15,보령수상태양광,1.172,0.793728,4.3,2.7,1.3,80.8,1.1,
보령,2024.2.15,보령태양광,1.963,1.47602,4.3,2.7,1.3,80.8,1.1,
보령,2024.2.15,신보령태양광,4.038,3.168638,4.3,2.7,1.3,80.8,1.1,
보령,2024.2.16,보령수상태양광,1.172,5.017536,1.2,,0.9,69.9,9.4,
보령,2024.2.16,보령태양광,1.963,10.548816,1.2,,0.9,69.9,9.4,
보령,2024.2.16,신보령태양광,4.038,20.238054,1.2,,0.9,69.9,9.4,
보령,2024.2.17,보령수상태양광,1.172,4.039392,5.3,,1.8,71.8,6,
보령,2024.2.17,보령태양광,1.963,8.28478,5.3,,1.8,71.8,6,
보령,2024.2.17,신보령태양광,4.038,16.757012,5.3,,1.8,71.8,6,
보령,2024.2.18,보령수상태양광,1.172,0.389376,10.5,19.2,2.1,76.8,0,
보령,2024.2.18,보령태양광,1.963,0.714008,10.5,19.2,2.1,76.8,0,
보령,2024.2.18,신보령태양광,4.038,1.145964,10.5,19.2,2.1,76.8,0,
보령,2024.2.19,보령수상태양광,1.172,0.17376,8.6,6.5,2.2,95.8,0,
보령,2024.2.19,보령태양광,1.963,0.438764,8.6,6.5,2.2,95.8,0,
보령,2024.2.19,신보령태양광,4.038,0.856462,8.6,6.5,2.2,95.8,0,
보령,2024.2.20,보령수상태양광,1.172,0.387648,5.4,4.6,1.9,87.9,0,
보령,2024.2.20,보령태양광,1.963,0.832732,5.4,4.6,1.9,87.9,0,
보령,2024.2.20,신보령태양광,4.038,1.734375,5.4,4.6,1.9,87.9,0,
보령,2024.2.21,보령수상태양광,1.172,0.220128,5.5,19.9,2.5,88.9,0,
보령,2024.2.21,보령태양광,1.963,0.523316,5.5,19.9,2.5,88.9,0,
보령,2024.2.21,신보령태양광,4.038,0.840791,5.5,19.9,2.5,88.9,0,
보령,2024.2.22,보령수상태양광,1.172,0.647904,2.8,5.8,2.8,87.8,0,
보령,2024.2.22,보령태양광,1.963,1.303308,2.8,5.8,2.8,87.8,0,
보령,2024.2.22,신보령태양광,4.038,2.295542,2.8,5.8,2.8,87.8,0,
보령,2024.2.23,보령수상태양광,1.172,3.227904,3.9,,2.3,72,2.9,
보령,2024.2.23,보령태양광,1.963,6.087984,3.9,,2.3,72,2.9,
보령,2024.2.23,신보령태양광,4.038,11.455062,3.9,,2.3,72,2.9,
보령,2024.2.24,보령수상태양광,1.172,2.136768,3.7,5,1.5,70.1,1,
보령,2024.2.24,보령태양광,1.963,4.068372,3.7,5,1.5,70.1,1,
보령,2024.2.24,신보령태양광,4.038,7.863376,3.7,5,1.5,70.1,1,
보령,2024.2.25,보령수상태양광,1.172,1.006272,2.7,1.4,1,88.4,0,
보령,2024.2.25,보령태양광,1.963,2.009896,2.7,1.4,1,88.4,0,
보령,2024.2.25,신보령태양광,4.038,4.35582,2.7,1.4,1,88.4,0,
보령,2024.2.26,보령수상태양광,1.172,5.27376,3.5,,1.2,75.1,6.4,
보령,2024.2.26,보령태양광,1.963,10.139452,3.5,,1.2,75.1,6.4,
보령,2024.2.26,신보령태양광,4.038,19.589385,3.5,,1.2,75.1,6.4,
보령,2024.2.27,보령수상태양광,1.172,3.152448,6.7,,1.2,56.1,5,
보령,2024.2.27,보령태양광,1.963,6.176688,6.7,,1.2,56.1,5,
보령,2024.2.27,신보령태양광,4.038,12.984781,6.7,,1.2,56.1,5,
보령,2024.2.28,보령수상태양광,1.172,1.957056,7.3,,0.9,63.9,0.8,
보령,2024.2.28,보령태양광,1.963,3.745312,7.3,,0.9,63.9,0.8,
보령,2024.2.28,신보령태양광,4.038,7.449973,7.3,,0.9,63.9,0.8,
보령,2024.2.29,보령수상태양광,1.172,1.122624,5.3,,2.1,67.8,0,
보령,2024.2.29,보령태양광,1.963,3.458808,5.3,,2.1,67.8,0,
보령,2024.2.29,신보령태양광,4.038,3.821166,5.3,,2.1,67.8,0,
보령,2024.3.1,보령수상태양광,1.172,5.014368,-1.8,,3.5,45.6,,
보령,2024.3.1,보령태양광,1.963,10.17326,-1.8,,3.5,45.6,,
보령,2024.3.1,신보령태양광,4.038,20.896611,-1.8,,3.5,45.6,,
보령,2024.3.2,보령수상태양광,1.172,4.22304,0.7,,3.8,61.4,,
보령,2024.3.2,보령태양광,1.963,8.397656,0.7,,3.8,61.4,,
보령,2024.3.2,신보령태양광,4.038,16.499328,0.7,,3.8,61.4,,
보령,2024.3.3,보령수상태양광,1.172,4.482624,6,,2,82.6,,
보령,2024.3.3,보령태양광,1.963,8.497224,6,,2,82.6,,
보령,2024.3.3,신보령태양광,4.038,15.557055,6,,2,82.6,,
보령,2024.3.4,보령수상태양광,1.172,3.44016,7,,1.1,78,,
보령,2024.3.4,보령태양광,1.963,6.85006,7,,1.1,78,,
보령,2024.3.4,신보령태양광,4.038,12.59259,7,,1.1,78,,
보령,2024.3.5,보령수상태양광,1.172,0.546144,7.3,1,3.2,76.3,,
보령,2024.3.5,보령태양광,1.963,1.008664,7.3,1,3.2,76.3,,
보령,2024.3.5,신보령태양광,4.038,1.891781,7.3,1,3.2,76.3,,
보령,2024.3.6,보령수상태양광,1.172,4.342272,7,,1.9,68.4,,
보령,2024.3.6,보령태양광,1.963,8.447068,7,,1.9,68.4,,
보령,2024.3.6,신보령태양광,4.038,16.977579,7,,1.9,68.4,,
보령,2024.3.7,보령수상태양광,1.172,5.051616,3.2,,0.9,68.6,9,16.86
보령,2024.3.7,보령태양광,1.963,9.618956,3.2,,0.9,68.6,9,16.86
보령,2024.3.7,신보령태양광,4.038,18.797043,3.2,,0.9,68.6,9,16.86
보령,2024.3.8,보령수상태양광,1.172,5.971968,3.9,,1.7,51.4,10.3,19.91
보령,2024.3.8,보령태양광,1.963,11.308124,3.9,,1.7,51.4,10.3,19.91
보령,2024.3.8,신보령태양광,4.038,23.034509,3.9,,1.7,51.4,10.3,19.91
보령,2024.3.9,보령수상태양광,1.172,6.055488,1.3,,1,58,10.4,20.48
보령,2024.3.9,보령태양광,1.963,11.512388,1.3,,1,58,10.4,20.48
보령,2024.3.9,신보령태양광,4.038,23.138161,1.3,,1,58,10.4,20.48
보령,2024.3.10,보령수상태양광,1.172,5.832672,3,,1.6,65.4,10.4,20.59
보령,2024.3.10,보령태양광,1.963,11.3083,3,,1.6,65.4,10.4,20.59
보령,2024.3.10,신보령태양광,4.038,22.463452,3,,1.6,65.4,10.4,20.59
보령,2024.3.11,보령수상태양광,1.172,2.17104,6.4,,2,66.3,1.8,9.29
보령,2024.3.11,보령태양광,1.963,4.110624,6.4,,2,66.3,1.8,9.29
보령,2024.3.11,신보령태양광,4.038,8.267143,6.4,,2,66.3,1.8,9.29
보령,2024.3.12,보령수상태양광,1.172,1.552896,5.4,,0.7,83.9,1.7,7.16
보령,2024.3.12,보령태양광,1.963,2.515416,5.4,,0.7,83.9,1.7,7.16
보령,2024.3.12,신보령태양광,4.038,5.800449,5.4,,0.7,83.9,1.7,7.16
보령,2024.3.13,보령수상태양광,1.172,5.936832,4.5,,1.4,75.4,10.4,20.78
보령,2024.3.13,보령태양광,1.963,11.17268,4.5,,1.4,75.4,10.4,20.78
보령,2024.3.13,신보령태양광,4.038,20.410168,4.5,,1.4,75.4,10.4,20.78
보령,2024.3.14,보령수상태양광,1.172,5.916576,5.7,,1.4,83.5,10.2,20.37
보령,2024.3.14,보령태양광,1.963,11.16026,5.7,,1.4,83.5,10.2,20.37
보령,2024.3.14,신보령태양광,4.038,19.949034,5.7,,1.4,83.5,10.2,20.37
보령,2024.3.15,보령수상태양광,1.172,5.451456,6.4,,1.5,85.1,10.6,21.33
보령,2024.3.15,보령태양광,1.963,11.042552,6.4,,1.5,85.1,10.6,21.33
보령,2024.3.15,신보령태양광,4.038,18.859476,6.4,,1.5,85.1,10.6,21.33
보령,2024.3.16,보령수상태양광,1.172,4.838016,9,,1.6,67.1,7.8,17.54
보령,2024.3.16,보령태양광,1.963,9.031332,9,,1.6,67.1,7.8,17.54
보령,2024.3.16,신보령태양광,4.038,17.715683,9,,1.6,67.1,7.8,17.54
보령,2024.3.17,보령수상태양광,1.172,4.538016,8.4,0.4,1.8,62.8,6.4,15.94
보령,2024.3.17,보령태양광,1.963,8.33202,8.4,0.4,1.8,62.8,6.4,15.94
보령,2024.3.17,신보령태양광,4.038,15.794008,8.4,0.4,1.8,62.8,6.4,15.94
보령,2024.3.18,보령수상태양광,1.172,6.042432,5.8,,1.3,53,9.8,21.32
보령,2024.3.18,보령태양광,1.963,11.226532,5.8,,1.3,53,9.8,21.32
보령,2024.3.18,신보령태양광,4.038,22.111997,5.8,,1.3,53,9.8,21.32
보령,2024.3.19,보령수상태양광,1.172,3.423456,6.7,2.1,2.5,68.6,3,11.24
보령,2024.3.19,보령태양광,1.963,6.329852,6.7,2.1,2.5,68.6,3,11.24
보령,2024.3.19,신보령태양광,4.038,13.095664,6.7,2.1,2.5,68.6,3,11.24
보령,2024.3.20,보령수상태양광,1.172,6.282528,5.1,,1.8,53,10.7,22.33
보령,2024.3.20,보령태양광,1.963,11.919456,5.1,,1.8,53,10.7,22.33
보령,2024.3.20,신보령태양광,4.038,23.959426,5.1,,1.8,53,10.7,22.33
보령,2024.3.21,보령수상태양광,1.172,6.220992,3.8,,1.6,62.5,10.7,22.53
보령,2024.3.21,보령태양광,1.963,11.776528,3.8,,1.6,62.5,10.7,22.53
보령,2024.3.21,신보령태양광,4.038,22.319065,3.8,,1.6,62.5,10.7,22.53
보령,2024.3.22,보령수상태양광,1.172,2.534016,12,1,4.8,54.9,3.9,10.07
보령,2024.3.22,보령태양광,1.963,4.998576,12,1,4.8,54.9,3.9,10.07
보령,2024.3.22,신보령태양광,4.038,10.1905,12,1,4.8,54.9,3.9,10.07
보령,2024.3.23,보령수상태양광,1.172,5.635968,12.4,,2.2,71.6,7.7,19.33
보령,2024.3.23,보령태양광,1.963,10.293928,12.4,,2.2,71.6,7.7,19.33
보령,2024.3.23,신보령태양광,4.038,20.205512,12.4,,2.2,71.6,7.7,19.33
보령,2024.3.24,보령수상태양광,1.172,2.982336,14.4,,1.5,57.3,1.5,10.69
보령,2024.3.24,보령태양광,1.963,5.478632,14.4,,1.5,57.3,1.5,10.69
보령,2024.3.24,신보령태양광,4.038,10.406245,14.4,,1.5,57.3,1.5,10.69
보령,2024.3.25,보령수상태양광,1.172,0.8664,10.7,6.2,2.2,72.8,0,3.83
보령,2024.3.25,보령태양광,1.963,1.507616,10.7,6.2,2.2,72.8,0,3.83
보령,2024.3.25,신보령태양광,4.038,2.59927,10.7,6.2,2.2,72.8,0,3.83
보령,2024.3.26,보령수상태양광,1.172,5.051232,7.2,19.4,2.9,82.9,6.9,20.37
보령,2024.3.26,보령태양광,1.963,9.410708,7.2,19.4,2.9,82.9,6.9,20.37
보령,2024.3.26,신보령태양광,4.038,19.897447,7.2,19.4,2.9,82.9,6.9,20.37
보령,2024.3.27,보령수상태양광,1.172,4.610016,8.3,,1.5,83.8,8.1,17.7
보령,2024.3.27,보령태양광,1.963,8.604792,8.3,,1.5,83.8,8.1,17.7
보령,2024.3.27,신보령태양광,4.038,17.879595,8.3,,1.5,83.8,8.1,17.7
보령,2024.3.28,보령수상태양광,1.172,0.818112,9.8,5.7,1.2,89.6,0,3.57
보령,2024.3.28,보령태양광,1.963,1.461608,9.8,5.7,1.2,89.6,0,3.57
보령,2024.3.28,신보령태양광,4.038,2.875758,9.8,5.7,1.2,89.6,0,3.57
보령,2024.3.29,보령수상태양광,1.172,1.21104,7.6,,3.3,90.4,1.8,5.29
보령,2024.3.29,보령태양광,1.963,1.948672,7.6,,3.3,90.4,1.8,5.29
보령,2024.3.29,신보령태양광,4.038,4.326411,7.6,,3.3,90.4,1.8,5.29
보령,2024.3.30,보령수상태양광,1.172,2.317152,8.4,,1.2,67.8,3.9,10.25
보령,2024.3.30,보령태양광,1.963,4.471508,8.4,,1.2,67.8,3.9,10.25
보령,2024.3.30,신보령태양광,4.038,8.802519,8.4,,1.2,67.8,3.9,10.25
보령,2024.3.31,보령수상태양광,1.172,5.74416,9.6,,1.4,52.3,10.8,21.38
보령,2024.3.31,보령태양광,1.963,12.954224,9.6,,1.4,52.3,10.8,21.38
보령,2024.3.31,신보령태양광,4.038,19.922518,9.6,,1.4,52.3,10.8,21.38
보령,2024.4.1,보령수상태양광,1.172,6.209952,10.4,,1.4,51.1,10.9,23.52
보령,2024.4.1,보령태양광,1.963,11.388916,10.4,,1.4,51.1,10.9,23.52
보령,2024.4.1,신보령태양광,4.038,21.761023,10.4,,1.4,51.1,10.9,23.52
보령,2024.4.2,보령수상태양광,1.172,4.37616,15,0.8,1.9,58.3,6.1,17.01
보령,2024.4.2,보령태양광,1.963,8.018528,15,0.8,1.9,58.3,6.1,17.01
보령,2024.4.2,신보령태양광,4.038,14.694565,15,0.8,1.9,58.3,6.1,17.01
보령,2024.4.3,보령수상태양광,1.172,0.691488,13.9,10.2,2,90.9,0,3.92
보령,2024.4.3,보령태양광,1.963,1.352592,13.9,10.2,2,90.9,0,3.92
보령,2024.4.3,신보령태양광,4.038,2.9447,13.9,10.2,2,90.9,0,3.92
보령,2024.4.4,보령수상태양광,1.172,2.500992,12.2,,1.3,83.9,1.7,9.27
보령,2024.4.4,보령태양광,1.963,4.521548,12.2,,1.3,83.9,1.7,9.27
보령,2024.4.4,신보령태양광,4.038,8.941847,12.2,,1.3,83.9,1.7,9.27
보령,2024.4.5,보령수상태양광,1.172,5.515008,11.6,,1.6,75.8,7.6,20.59
보령,2024.4.5,보령태양광,1.963,10.06586,11.6,,1.6,75.8,7.6,20.59
보령,2024.4.5,신보령태양광,4.038,19.016643,11.6,,1.6,75.8,7.6,20.59
보령,2024.4.6,보령수상태양광,1.172,3.372384,10,,1,66.8,3.8,13.77
보령,2024.4.6,보령태양광,1.963,6.055688,10,,1,66.8,3.8,13.77
보령,2024.4.6,신보령태양광,4.038,12.109279,10,,1,66.8,3.8,13.77
보령,2024.4.7,보령수상태양광,1.172,6.20016,13.1,,1.7,51.3,11.1,24.21
보령,2024.4.7,보령태양광,1.963,11.400028,13.1,,1.7,51.3,11.1,24.21
보령,2024.4.7,신보령태양광,4.038,23.211438,13.1,,1.7,51.3,11.1,24.21
보령,2024.4.8,보령수상태양광,1.172,3.267264,14,,1.1,47.6,4,13.34
보령,2024.4.8,보령태양광,1.963,5.993184,14,,1.1,47.6,4,13.34
보령,2024.4.8,신보령태양광,4.038,12.073842,14,,1.1,47.6,4,13.34
보령,2024.4.9,보령수상태양광,1.172,5.83632,13,,1.9,71.4,10.9,22.68
보령,2024.4.9,보령태양광,1.963,10.792844,13,,1.9,71.4,10.9,22.68
보령,2024.4.9,신보령태양광,4.038,21.194311,13,,1.9,71.4,10.9,22.68
보령,2024.4.10,보령수상태양광,1.172,5.048544,13.2,,1.7,72.4,8.5,19.34
보령,2024.4.10,보령태양광,1.963,9.26606,13.2,,1.7,72.4,8.5,19.34
보령,2024.4.10,신보령태양광,4.038,18.328917,13.2,,1.7,72.4,8.5,19.34
보령,2024.4.11,보령수상태양광,1.172,4.547328,14.4,,1.7,69.9,6.6,19.53
보령,2024.4.11,보령태양광,1.963,8.25812,14.4,,1.7,69.9,6.6,19.53
보령,2024.4.11,신보령태양광,4.038,16.007342,14.4,,1.7,69.9,6.6,19.53
보령,2024.4.12,보령수상태양광,1.172,5.79072,16.1,,1.2,73.1,10.8,22.2
보령,2024.4.12,보령태양광,1.963,10.363228,16.1,,1.2,73.1,10.8,22.2
보령,2024.4.12,신보령태양광,4.038,20.119217,16.1,,1.2,73.1,10.8,22.2
보령,2024.4.13,보령수상태양광,1.172,6.29136,15.8,,1.8,72,11.3,25.16
보령,2024.4.13,보령태양광,1.963,11.298972,15.8,,1.8,72,11.3,25.16
보령,2024.4.13,신보령태양광,4.038,21.947844,15.8,,1.8,72,11.3,25.16
보령,2024.4.14,보령수상태양광,1.172,5.461632,18.8,,1.4,55.6,11.1,22.25
보령,2024.4.14,보령태양광,1.963,9.8715,18.8,,1.4,55.6,11.1,22.25
보령,2024.4.14,신보령태양광,4.038,19.014231,18.8,,1.4,55.6,11.1,22.25
보령,2024.4.15,보령수상태양광,1.172,0.761472,15.4,22.4,2,83,0,3.63
보령,2024.4.15,보령태양광,1.963,1.547748,15.4,22.4,2,83,0,3.63
보령,2024.4.15,신보령태양광,4.038,3.291332,15.4,22.4,2,83,0,3.63
보령,2024.4.16,보령수상태양광,1.172,1.876032,11.1,1.5,2.3,95,1.8,7.88
보령,2024.4.16,보령태양광,1.963,3.342452,11.1,1.5,2.3,95,1.8,7.88
보령,2024.4.16,신보령태양광,4.038,6.649435,11.1,1.5,2.3,95,1.8,7.88
보령,2024.4.17,보령수상태양광,1.172,6.166656,13.4,,1.2,72.6,10.1,24.42
보령,2024.4.17,보령태양광,1.963,10.819896,13.4,,1.2,72.6,10.1,24.42
보령,2024.4.17,신보령태양광,4.038,22.573131,13.4,,1.2,72.6,10.1,24.42
보령,2024.4.18,보령수상태양광,1.172,6.166464,14,,0.8,65.5,11.2,24.39
보령,2024.4.18,보령태양광,1.963,11.115232,14,,0.8,65.5,11.2,24.39
보령,2024.4.18,신보령태양광,4.038,22.768383,14,,0.8,65.5,11.2,24.39
보령,2024.4.19,보령수상태양광,1.172,4.155072,15.1,,1.7,55.5,10.5,23.56
보령,2024.4.19,보령태양광,1.963,10.465192,15.1,,1.7,55.5,10.5,23.56
보령,2024.4.19,신보령태양광,4.038,21.385464,15.1,,1.7,55.5,10.5,23.56
보령,2024.4.20,보령수상태양광,1.172,0.823968,14.7,3.9,2.7,76,0,2.7
보령,2024.4.20,보령태양광,1.963,1.079124,14.7,3.9,2.7,76,0,2.7
보령,2024.4.20,신보령태양광,4.038,2.271919,14.7,3.9,2.7,76,0,2.7
보령,2024.4.21,보령수상태양광,1.172,1.582176,16.9,,2.2,75.8,0,5.74
보령,2024.4.21,보령태양광,1.963,2.596324,16.9,,2.2,75.8,0,5.74
보령,2024.4.21,신보령태양광,4.038,5.223852,16.9,,2.2,75.8,0,5.74
보령,2024.4.22,보령수상태양광,1.172,5.516736,17.5,,1,66.1,0.6,12.18
보령,2024.4.22,보령태양광,1.963,6.09322,17.5,,1,66.1,0.6,12.18
보령,2024.4.22,신보령태양광,4.038,12.224982,17.5,,1,66.1,0.6,12.18
보령,2024.4.23,보령수상태양광,1.172,4.513632,15.4,3.2,1.4,67.1,6.4,18.11
보령,2024.4.23,보령태양광,1.963,8.092344,15.4,3.2,1.4,67.1,6.4,18.11
보령,2024.4.23,신보령태양광,4.038,15.935266,15.4,3.2,1.4,67.1,6.4,18.11
보령,2024.4.24,보령수상태양광,1.172,3.378528,12.4,6.8,1.7,88.5,3.5,12.56
보령,2024.4.24,보령태양광,1.963,5.633324,12.4,6.8,1.7,88.5,3.5,12.56
보령,2024.4.24,신보령태양광,4.038,11.997431,12.4,6.8,1.7,88.5,3.5,12.56
보령,2024.4.25,보령수상태양광,1.172,5.78064,13.1,,1.1,80.6,8.3,24.37
보령,2024.4.25,보령태양광,1.963,10.095468,13.1,,1.1,80.6,8.3,24.37
보령,2024.4.25,신보령태양광,4.038,20.905289,13.1,,1.1,80.6,8.3,24.37
보령,2024.4.26,보령수상태양광,1.172,5.483232,14.5,,1.4,79,10.6,23.52
보령,2024.4.26,보령태양광,1.963,9.80674,14.5,,1.4,79,10.6,23.52
보령,2024.4.26,신보령태양광,4.038,20.151515,14.5,,1.4,79,10.6,23.52
보령,2024.4.27,보령수상태양광,1.172,6.639936,16.2,,1.1,66.9,11.7,27.49
보령,2024.4.27,보령태양광,1.963,11.784676,16.2,,1.1,66.9,11.7,27.49
보령,2024.4.27,신보령태양광,4.038,24.064525,16.2,,1.1,66.9,11.7,27.49
보령,2024.4.28,보령수상태양광,1.172,5.685312,16.7,,1.2,65.3,10,23.24
보령,2024.4.28,보령태양광,1.963,9.89668,16.7,,1.2,65.3,10,23.24
보령,2024.4.28,신보령태양광,4.038,20.467056,16.7,,1.2,65.3,10,23.24
보령,2024.4.29,보령수상태양광,1.172,1.756416,17.7,0,1.6,74.9,0.1,7.4
보령,2024.4.29,보령태양광,1.963,2.915564,17.7,0,1.6,74.9,0.1,7.4
보령,2024.4.29,신보령태양광,4.038,5.903378,17.7,0,1.6,74.9,0.1,7.4
보령,2024.4.30,보령수상태양광,1.172,1.770336,13.2,,0.8,82.4,4.5,17.7
보령,2024.4.30,보령태양광,1.963,9.2663,13.2,,0.8,82.4,4.5,17.7
보령,2024.4.30,신보령태양광,4.038,14.860414,13.2,,0.8,82.4,4.5,17.7
보령,2024.5.1,보령수상태양광,1.172,6.28656,14.6,,1.3,70.8,8.8,22.45
보령,2024.5.1,보령태양광,1.963,10.290004,14.6,,1.3,70.8,8.8,22.45
보령,2024.5.1,신보령태양광,4.038,21.808998,14.6,,1.3,70.8,8.8,22.45
보령,2024.5.2,보령수상태양광,1.172,9.087648,15.3,,1.2,71.3,11.6,27.12
보령,2024.5.2,보령태양광,1.963,10.879344,15.3,,1.2,71.3,11.6,27.12
보령,2024.5.2,신보령태양광,4.038,22.745969,15.3,,1.2,71.3,11.6,27.12
보령,2024.5.3,보령수상태양광,1.172,6.564768,16.1,,1,61.1,11.9,27.93
보령,2024.5.3,보령태양광,1.963,11.05568,16.1,,1,61.1,11.9,27.93
보령,2024.5.3,신보령태양광,4.038,23.551807,16.1,,1,61.1,11.9,27.93
