발전기명,DATETIME,SI
보령태양광,2025-11-12 01:00:00,1.2
보령태양광,2025-11-12 01:30:00,1.3
보령태양광,2025-11-12 02:00:00,1.9
보령태양광,2025-11-12 02:30:00,1.9
보령태양광,2025-11-12 03:00:00,
보령태양광,2025-11-12 03:30:00,
보령태양광,2025-11-12 04:00:00,
보령태양광,2025-11-12 04:30:00,
보령태양광,2025-11-12 05:00:00,
보령태양광,2025-11-12 05:30:00,
보령태양광,2025-11-12 06:00:00,
보령태양광,2025-11-12 06:30:00,
보령태양광,2025-11-12 07:00:00,
보령태양광,2025-11-12 07:30:00,
보령태양광,2025-11-12 08:00:00,
보령태양광,2025-11-12 08:30:00,
보령태양광,2025-11-12 09:00:00,
보령태양광,2025-11-12 09:30:00,
보령태양광,2025-11-12 10:00:00,
보령태양광,2025-11-12 10:30:00,
보령태양광,2025-11-12 11:00:00,
보령태양광,2025-11-12 11:30:00,
보령태양광,2025-11-12 12:00:00,
보령태양광,2025-11-12 12:30:00,
보령태양광,2025-11-12 13:00:00,
보령태양광,2025-11-12 13:30:00,
보령태양광,2025-11-12 14:00:00,
보령태양광,2025-11-12 14:30:00,
보령태양광,2025-11-12 15:00:00,
보령태양광,2025-11-12 15:30:00,
보령태양광,2025-11-12 16:00:00,
보령태양광,2025-11-12 16:30:00,
보령태양광,2025-11-12 17:00:00,
보령태양광,2025-11-12 17:30:00,
보령태양광,2025-11-12 18:00:00,
보령태양광,2025-11-12 18:30:00,
보령태양광,2025-11-12 19:00:00,
보령태양광,2025-11-12 19:30:00,
보령태양광,2025-11-12 20:00:00,
보령태양광,2025-11-12 20:30:00,
보령태양광,2025-11-12 21:00:00,
보령태양광,2025-11-12 21:30:00,
보령태양광,2025-11-12 22:00:00,
보령태양광,2025-11-12 22:30:00,
보령태양광,2025-11-12 23:00:00,
보령태양광,2025-11-12 23:30:00,
서울태양광,2025-11-12 00:00:00,0.6
서울태양광,2025-11-12 00:30:00,0.6
서울태양광,2025-11-12 01:00:00,1.1
서울태양광,2025-11-12 01:30:00,1.1
서울태양광,2025-11-12 02:00:00,1.6
서울태양광,2025-11-12 02:30:00,1.7
서울태양광,2025-11-12 03:00:00,
서울태양광,2025-11-12 03:30:00,
서울태양광,2025-11-12 04:00:00,
서울태양광,2025-11-12 04:30:00,
서울태양광,2025-11-12 05:00:00,
서울태양광,2025-11-12 05:30:00,
서울태양광,2025-11-12 06:00:00,
서울태양광,2025-11-12 06:30:00,
서울태양광,2025-11-12 07:00:00,
서울태양광,2025-11-12 07:30:00,
서울태양광,2025-11-12 08:00:00,
서울태양광,2025-11-12 08:30:00,
서울태양광,2025-11-12 09:00:00,
서울태양광,2025-11-12 09:30:00,
서울태양광,2025-11-12 10:00:00,
서울태양광,2025-11-12 10:30:00,
서울태양광,2025-11-12 11:00:00,
서울태양광,2025-11-12 11:30:00,
서울태양광,2025-11-12 12:00:00,
서울태양광,2025-11-12 12:30:00,
서울태양광,2025-11-12 13:00:00,
서울태양광,2025-11-12 13:30:00,
서울태양광,2025-11-12 14:00:00,
서울태양광,2025-11-12 14:30:00,
서울태양광,2025-11-12 15:00:00,
서울태양광,2025-11-12 15:30:00,
서울태양광,2025-11-12 16:00:00,
서울태양광,2025-11-12 16:30:00,
서울태양광,2025-11-12 17:00:00,
서울태양광,2025-11-12 17:30:00,
서울태양광,2025-11-12 18:00:00,
서울태양광,2025-11-12 18:30:00,
서울태양광,2025-11-12 19:00:00,
서울태양광,2025-11-12 19:30:00,
서울태양광,2025-11-12 20:00:00,
서울태양광,2025-11-12 20:30:00,
서울태양광,2025-11-12 21:00:00,
서울태양광,2025-11-12 21:30:00,
서울태양광,2025-11-12 22:00:00,
서울태양광,2025-11-12 22:30:00,
서울태양광,2025-11-12 23:00:00,
서울태양광,2025-11-12 23:30:00,
서천태양광,2025-11-12 00:00:00,0.5
서천태양광,2025-11-12 00:30:00,0.5
서천태양광,2025-11-12 01:00:00,1.1
서천태양광,2025-11-12 01:30:00,1.1
서천태양광,2025-11-12 02:00:00,1.6
서천태양광,2025-11-12 02:30:00,1.6
서천태양광,2025-11-12 03:00:00,
서천태양광,2025-11-12 03:30:00,
서천태양광,2025-11-12 04:00:00,
서천태양광,2025-11-12 04:30:00,
서천태양광,2025-11-12 05:00:00,
서천태양광,2025-11-12 05:30:00,
서천태양광,2025-11-12 06:00:00,
서천태양광,2025-11-12 06:30:00,
서천태양광,2025-11-12 07:00:00,
서천태양광,2025-11-12 07:30:00,
서천태양광,2025-11-12 08:00:00,
서천태양광,2025-11-12 08:30:00,
서천태양광,2025-11-12 09:00:00,
서천태양광,2025-11-12 09:30:00,
서천태양광,2025-11-12 10:00:00,
서천태양광,2025-11-12 10:30:00,
서천태양광,2025-11-12 11:00:00,
서천태양광,2025-11-12 11:30:00,
서천태양광,2025-11-12 12:00:00,
서천태양광,2025-11-12 12:30:00,
서천태양광,2025-11-12 13:00:00,
서천태양광,2025-11-12 13:30:00,
서천태양광,2025-11-12 14:00:00,
서천태양광,2025-11-12 14:30:00,
서천태양광,2025-11-12 15:00:00,
서천태양광,2025-11-12 15:30:00,
서천태양광,2025-11-12 16:00:00,
서천태양광,2025-11-12 16:30:00,
서천태양광,2025-11-12 17:00:00,
서천태양광,2025-11-12 17:30:00,
서천태양광,2025-11-12 18:00:00,
서천태양광,2025-11-12 18:30:00,
서천태양광,2025-11-12 19:00:00,
서천태양광,2025-11-12 19:30:00,
서천태양광,2025-11-12 20:00:00,
서천태양광,2025-11-12 20:30:00,
서천태양광,2025-11-12 21:00:00,
서천태양광,2025-11-12 21:30:00,
서천태양광,2025-11-12 22:00:00,
서천태양광,2025-11-12 22:30:00,
서천태양광,2025-11-12 23:00:00,
서천태양광,2025-11-12 23:30:00,
세종태양광,2025-11-12 00:00:00,0.5
세종태양광,2025-11-12 00:30:00,0.5
세종태양광,2025-11-12 01:00:00,1.0
세종태양광,2025-11-12 01:30:00,1.2
세종태양광,2025-11-12 02:00:00,1.8
세종태양광,2025-11-12 02:30:00,1.8
세종태양광,2025-11-12 03:00:00,
세종태양광,2025-11-12 03:30:00,
세종태양광,2025-11-12 04:00:00,
세종태양광,2025-11-12 04:30:00,
세종태양광,2025-11-12 05:00:00,
세종태양광,2025-11-12 05:30:00,
세종태양광,2025-11-12 06:00:00,
세종태양광,2025-11-12 06:30:00,
세종태양광,2025-11-12 07:00:00,
세종태양광,2025-11-12 07:30:00,
세종태양광,2025-11-12 08:00:00,
세종태양광,2025-11-12 08:30:00,
세종태양광,2025-11-12 09:00:00,
세종태양광,2025-11-12 09:30:00,
세종태양광,2025-11-12 10:00:00,
세종태양광,2025-11-12 10:30:00,
세종태양광,2025-11-12 11:00:00,
세종태양광,2025-11-12 11:30:00,
세종태양광,2025-11-12 12:00:00,
세종태양광,2025-11-12 12:30:00,
세종태양광,2025-11-12 13:00:00,
세종태양광,2025-11-12 13:30:00,
세종태양광,2025-11-12 14:00:00,
세종태양광,2025-11-12 14:30:00,
세종태양광,2025-11-12 15:00:00,
세종태양광,2025-11-12 15:30:00,
세종태양광,2025-11-12 16:00:00,
세종태양광,2025-11-12 16:30:00,
세종태양광,2025-11-12 17:00:00,
세종태양광,2025-11-12 17:30:00,
세종태양광,2025-11-12 18:00:00,
세종태양광,2025-11-12 18:30:00,
세종태양광,2025-11-12 19:00:00,
세종태양광,2025-11-12 19:30:00,
세종태양광,2025-11-12 20:00:00,
세종태양광,2025-11-12 20:30:00,
세종태양광,2025-11-12 21:00:00,
세종태양광,2025-11-12 21:30:00,
세종태양광,2025-11-12 22:00:00,
세종태양광,2025-11-12 22:30:00,
세종태양광,2025-11-12 23:00:00,
세종태양광,2025-11-12 23:30:00,
신보령태양광,2025-11-12 00:00:00,0.5
신보령태양광,2025-11-12 00:30:00,0.5
신보령태양광,2025-11-12 01:00:00,1.1
신보령태양광,2025-11-12 01:30:00,1.1
신보령태양광,2025-11-12 02:00:00,1.6
신보령태양광,2025-11-12 02:30:00,1.6
신보령태양광,2025-11-12 03:00:00,
신보령태양광,2025-11-12 03:30:00,
신보령태양광,2025-11-12 04:00:00,
신보령태양광,2025-11-12 04:30:00,
신보령태양광,2025-11-12 05:00:00,
신보령태양광,2025-11-12 05:30:00,
신보령태양광,2025-11-12 06:00:00,
신보령태양광,2025-11-12 06:30:00,
신보령태양광,2025-11-12 07:00:00,
신보령태양광,2025-11-12 07:30:00,
신보령태양광,2025-11-12 08:00:00,
신보령태양광,2025-11-12 08:30:00,
신보령태양광,2025-11-12 09:00:00,
신보령태양광,2025-11-12 09:30:00,
신보령태양광,2025-11-12 10:00:00,
신보령태양광,2025-11-12 10:30:00,
신보령태양광,2025-11-12 11:00:00,
신보령태양광,2025-11-12 11:30:00,
신보령태양광,2025-11-12 12:00:00,
신보령태양광,2025-11-12 12:30:00,
신보령태양광,2025-11-12 13:00:00,
신보령태양광,2025-11-12 13:30:00,
신보령태양광,2025-11-12 14:00:00,
신보령태양광,2025-11-12 14:30:00,
신보령태양광,2025-11-12 15:00:00,
신보령태양광,2025-11-12 15:30:00,
신보령태양광,2025-11-12 16:00:00,
신보령태양광,2025-11-12 16:30:00,
신보령태양광,2025-11-12 17:00:00,
신보령태양광,2025-11-12 17:30:00,
신보령태양광,2025-11-12 18:00:00,
신보령태양광,2025-11-12 18:30:00,
신보령태양광,2025-11-12 19:00:00,
신보령태양광,2025-11-12 19:30:00,
신보령태양광,2025-11-12 20:00:00,
신보령태양광,2025-11-12 20:30:00,
신보령태양광,2025-11-12 21:00:00,
신보령태양광,2025-11-12 21:30:00,
신보령태양광,2025-11-12 22:00:00,
신보령태양광,2025-11-12 22:30:00,
신보령태양광,2025-11-12 23:00:00,
신보령태양광,2025-11-12 23:30:00,
여수엑스포태양광,2025-11-12 00:00:00,0.3
여수엑스포태양광,2025-11-12 00:30:00,0.4
여수엑스포태양광,2025-11-12 01:00:00,0.7
여수엑스포태양광,2025-11-12 01:30:00,0.5
여수엑스포태양광,2025-11-12 02:00:00,0.6
여수엑스포태양광,2025-11-12 02:30:00,0.4
여수엑스포태양광,2025-11-12 03:00:00,0.7
여수엑스포태양광,2025-11-12 03:30:00,
여수엑스포태양광,2025-11-12 04:00:00,
여수엑스포태양광,2025-11-12 04:30:00,
여수엑스포태양광,2025-11-12 05:00:00,
여수엑스포태양광,2025-11-12 05:30:00,
여수엑스포태양광,2025-11-12 06:00:00,
여수엑스포태양광,2025-11-12 06:30:00,
여수엑스포태양광,2025-11-12 07:00:00,
여수엑스포태양광,2025-11-12 07:30:00,
여수엑스포태양광,2025-11-12 08:00:00,
여수엑스포태양광,2025-11-12 08:30:00,
여수엑스포태양광,2025-11-12 09:00:00,
여수엑스포태양광,2025-11-12 09:30:00,
여수엑스포태양광,2025-11-12 10:00:00,
여수엑스포태양광,2025-11-12 10:30:00,
여수엑스포태양광,2025-11-12 11:00:00,
여수엑스포태양광,2025-11-12 11:30:00,
여수엑스포태양광,2025-11-12 12:00:00,
여수엑스포태양광,2025-11-12 12:30:00,
여수엑스포태양광,2025-11-12 13:00:00,
여수엑스포태양광,2025-11-12 13:30:00,
여수엑스포태양광,2025-11-12 14:00:00,
여수엑스포태양광,2025-11-12 14:30:00,
여수엑스포태양광,2025-11-12 15:00:00,
여수엑스포태양광,2025-11-12 15:30:00,
여수엑스포태양광,2025-11-12 16:00:00,
여수엑스포태양광,2025-11-12 16:30:00,
여수엑스포태양광,2025-11-12 17:00:00,
여수엑스포태양광,2025-11-12 17:30:00,
여수엑스포태양광,2025-11-12 18:00:00,
여수엑스포태양광,2025-11-12 18:30:00,
여수엑스포태양광,2025-11-12 19:00:00,
여수엑스포태양광,2025-11-12 19:30:00,
여수엑스포태양광,2025-11-12 20:00:00,
여수엑스포태양광,2025-11-12 20:30:00,
여수엑스포태양광,2025-11-12 21:00:00,
여수엑스포태양광,2025-11-12 21:30:00,
여수엑스포태양광,2025-11-12 22:00:00,
여수엑스포태양광,2025-11-12 22:30:00,
여수엑스포태양광,2025-11-12 23:00:00,
여수엑스포태양광,2025-11-12 23:30:00,
영흥태양광,2025-11-12 00:00:00,0.6
영흥태양광,2025-11-12 00:30:00,0.6
영흥태양광,2025-11-12 01:00:00,1.2
영흥태양광,2025-11-12 01:30:00,1.2
영흥태양광,2025-11-12 02:00:00,1.7
영흥태양광,2025-11-12 02:30:00,1.8
영흥태양광,2025-11-12 03:00:00,2.0
영흥태양광,2025-11-12 03:30:00,
영흥태양광,2025-11-12 04:00:00,
영흥태양광,2025-11-12 04:30:00,
영흥태양광,2025-11-12 05:00:00,
영흥태양광,2025-11-12 05:30:00,
영흥태양광,2025-11-12 06:00:00,
영흥태양광,2025-11-12 06:30:00,
영흥태양광,2025-11-12 07:00:00,
영흥태양광,2025-11-12 07:30:00,
영흥태양광,2025-11-12 08:00:00,
영흥태양광,2025-11-12 08:30:00,
영흥태양광,2025-11-12 09:00:00,
영흥태양광,2025-11-12 09:30:00,
영흥태양광,2025-11-12 10:00:00,
영흥태양광,2025-11-12 10:30:00,
영흥태양광,2025-11-12 11:00:00,
영흥태양광,2025-11-12 11:30:00,
영흥태양광,2025-11-12 12:00:00,
영흥태양광,2025-11-12 12:30:00,
영흥태양광,2025-11-12 13:00:00,
영흥태양광,2025-11-12 13:30:00,
영흥태양광,2025-11-12 14:00:00,
영흥태양광,2025-11-12 14:30:00,
영흥태양광,2025-11-12 15:00:00,
영흥태양광,2025-11-12 15:30:00,
영흥태양광,2025-11-12 16:00:00,
영흥태양광,2025-11-12 16:30:00,
영흥태양광,2025-11-12 17:00:00,
영흥태양광,2025-11-12 17:30:00,
영흥태양광,2025-11-12 18:00:00,
영흥태양광,2025-11-12 18:30:00,
영흥태양광,2025-11-12 19:00:00,
영흥태양광,2025-11-12 19:30:00,
영흥태양광,2025-11-12 20:00:00,
영흥태양광,2025-11-12 20:30:00,
영흥태양광,2025-11-12 21:00:00,
영흥태양광,2025-11-12 21:30:00,
영흥태양광,2025-11-12 22:00:00,
영흥태양광,2025-11-12 22:30:00,
영흥태양광,2025-11-12 23:00:00,
영흥태양광,2025-11-12 23:30:00,
예천태양광,2025-11-12 00:00:00,0.7
예천태양광,2025-11-12 00:30:00,0.7
예천태양광,2025-11-12 01:00:00,1.3
예천태양광,2025-11-12 01:30:00,1.3
예천태양광,2025-11-12 02:00:00,1.8
