feature,importance
일사량,0.7320976
일조시간,0.08189339
총강수량,0.046696056
평균운량,0.031183913
총적설량,0.030639267
평균기온,0.026759248
평균풍속,0.025754165
평균습도,0.024976414
설비용량(MW),0.0
