feature,importance
일사량,0.54485863
일조시간,0.14876173
총강수량,0.06167793
총적설량,0.06117057
평균기온,0.056192644
평균습도,0.04824268
평균운량,0.047947526
평균풍속,0.031148216
설비용량(MW),0.0
