feature,importance
일사량,0.55449724
일조시간,0.2175335
총강수량,0.09632679
평균운량,0.03240983
평균기온,0.031362135
평균습도,0.026728401
평균풍속,0.024499586
총적설량,0.016642513
설비용량(MW),0.0
