feature,importance
일사량,0.36493358
일조시간,0.25851968
총강수량,0.14706121
평균습도,0.055025037
평균운량,0.052694343
총적설량,0.05025825
평균기온,0.036811106
평균풍속,0.034696802
설비용량(MW),0.0
