Model,R2,RMSE,MAE
Blending,0.760846606318573,4.184921643833816,2.865821760602043
Stacking,0.7549380035025088,4.35989340776974,2.9298061260474304
Voting,0.7550944597688497,4.30403663812975,2.9426752624576116
