feature,importance
일사량,0.62379825
일조시간,0.09017913
총강수량,0.07808188
평균기온,0.04948019
평균풍속,0.043013476
평균습도,0.039255384
총적설량,0.038142093
평균운량,0.03804957
설비용량(MW),0.0
