Model,R2,RMSE,MAE
Voting,0.46563606017436987,2.4331085200087377,1.7035821666091902
Stacking,0.4598892730837222,2.4461568965352107,1.7234493287754418
Blending,0.46626174709089085,2.431683638996736,1.7296891303022954
