feature,importance
일사량,0.52139556
일조시간,0.17381689
총강수량,0.07408691
총적설량,0.05362201
평균기온,0.0505215
평균운량,0.049720556
평균습도,0.045742255
평균풍속,0.031094244
설비용량(MW),0.0
